league,season,team,player,nation,pos,age,born,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type
FRA-Ligue 1,2024,Lens,Hamzat Ojediran,NGA,"MF,FW",21-148,2003.0,4.2,5,0,0,17,3,1,2,10,13,0,0,0,25,8,10,44.4,misc
FRA-Ligue 1,2024,Lens,Hervé Koffi,BFA,GK,28-177,1996.0,5.0,2,0,0,0,0,0,0,0,1,0,0,0,3,1,0,100.0,misc
FRA-Ligue 1,2024,Lens,Jeremy Agbonifo,SWE,"FW,MF",19-169,2005.0,2.2,0,0,0,7,3,2,5,1,3,0,0,0,7,0,7,0.0,misc
FRA-Ligue 1,2024,Lens,Jhoanner Chávez,ECU,"DF,MF",22-351,2002.0,6.6,1,0,0,10,8,2,30,6,5,0,1,0,25,7,5,58.3,misc
FRA-Ligue 1,2024,Lens,Jonathan Gradit,FRA,DF,32-138,1992.0,17.5,4,0,0,27,11,0,8,23,17,0,0,0,53,52,29,64.2,misc
FRA-Ligue 1,2024,Lens,Juma Bah,SLE,DF,19-000,2006.0,3.2,1,0,0,4,1,0,0,10,6,0,0,0,19,12,5,70.6,misc
FRA-Ligue 1,2024,Lens,Kembo Diliwidi,FRA,DF,19-067,2006.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,misc
FRA-Ligue 1,2024,Lens,Kevin Danso,AUT,DF,26-204,1998.0,12.0,3,0,0,27,11,1,0,20,7,0,1,0,59,41,21,66.1,misc
FRA-Ligue 1,2024,Lens,Kyllian Antonio,FRA,"DF,FW",17-097,2008.0,1.0,0,0,0,2,3,0,0,3,1,0,0,0,4,2,2,50.0,misc
FRA-Ligue 1,2024,Lens,M'Bala Nzola,ANG,FW,28-236,1996.0,16.1,3,1,0,30,13,24,1,5,4,0,0,0,36,37,35,51.4,misc
FRA-Ligue 1,2024,Lens,Malang Sarr,FRA,DF,26-078,1999.0,13.3,0,0,0,11,8,1,1,21,11,0,3,0,59,15,4,78.9,misc
FRA-Ligue 1,2024,Lens,Martin Satriano,URU,"FW,DF",24-050,2001.0,0.5,0,0,0,1,0,0,1,0,1,0,0,0,4,3,2,60.0,misc
FRA-Ligue 1,2024,Lens,Mathew Ryan,AUS,GK,33-003,1992.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,9,3,0,100.0,misc
FRA-Ligue 1,2024,Lens,Nampalys Mendy,SEN,MF,32-292,1992.0,3.5,0,0,0,7,10,0,1,4,6,0,0,0,12,1,1,50.0,misc
FRA-Ligue 1,2024,Lens,Neil El Aynaoui,FRA,MF,23-283,2001.0,13.1,4,0,0,25,24,0,42,18,18,0,0,0,72,17,13,56.7,misc
FRA-Ligue 1,2024,Lens,Przemysław Frankowski,POL,DF,29-364,1995.0,15.4,3,0,0,18,7,1,78,19,21,0,0,0,61,8,6,57.1,misc
FRA-Ligue 1,2024,Lens,Rayan Fofana,FRA,"FW,MF",19-058,2006.0,0.3,0,0,0,1,1,0,0,0,2,0,0,0,2,0,1,0.0,misc
FRA-Ligue 1,2024,Lens,Ruben Aguilar,FRA,"DF,MF",31-350,1993.0,9.6,3,0,0,13,12,5,31,12,17,0,0,0,64,10,12,45.5,misc
FRA-Ligue 1,2024,Lens,Rémy Labeau Lascary,GLP,"FW,MF",22-039,2003.0,7.1,5,0,0,23,9,10,19,1,10,0,0,0,21,6,7,46.2,misc
FRA-Ligue 1,2024,Lens,Tom Pouilly,FRA,DF,21-297,2003.0,0.7,1,0,0,2,0,0,4,1,2,0,0,0,3,0,3,0.0,misc
FRA-Ligue 1,2024,Lens,Wesley Saïd,FRA,FW,29-357,1995.0,9.4,3,0,0,20,4,5,7,2,11,0,0,0,17,10,14,41.7,misc
FRA-Ligue 1,2024,Lille,Aaron Malouda,FRA,FW,19-132,2005.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc
FRA-Ligue 1,2024,Lille,Alexsandro Ribeiro,BRA,DF,25-245,1999.0,24.0,8,0,0,25,26,2,7,24,16,0,1,0,135,49,15,76.6,misc
FRA-Ligue 1,2024,Lille,André Gomes,POR,MF,31-255,1993.0,11.4,3,0,0,21,9,0,6,6,13,0,0,0,76,8,6,57.1,misc
FRA-Ligue 1,2024,Lille,Angel Gomes,ENG,MF,24-223,2000.0,8.2,1,0,0,4,11,0,10,0,6,1,0,0,20,5,6,45.5,misc
FRA-Ligue 1,2024,Lille,Ayyoub Bouaddi,FRA,MF,17-191,2007.0,11.5,2,0,0,16,8,0,1,9,30,0,0,0,56,8,9,47.1,misc
