league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_shooting,pos_shooting,age_shooting,born_shooting,90s,Standard Gls,Standard Sh,Standard SoT,Standard Sh/90,Standard SoT/90,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_misc,pos_misc,age_misc,born_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,stat_type_misc,nation_possession,pos_possession,age_possession,born_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Tkld,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_defense,pos_defense,age_defense,born_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,player_norm_x,player_matched,player_norm_y,Valeur marchande (euros)
ITA-Serie A,2022,Sampdoria,Fabio Quagliarella,ITA,FW,39,1983,23,7,800,8.9,1,1,2,1,0,0,2,0,2.8,2.8,0.7,3.5,5,25,72,0.11,0.11,0.23,0.11,0.23,0.31,0.08,0.4,0.31,0.4,standard,ITA,FW,39,1983,8.9,1,36,6,4.05,0.68,0,0,0,2.8,2.8,-1.8,-1.8,shooting,ITA,FW,39,1983,2,0,0,4,19,6,14,0,1,0,0,0,29,9,28,misc,ITA,FW,39,1983,340,10,34,142,166,46,340,9,4,3,210,755,206,5,4,3,23,5,257,72,possession,ITA,FW,39,1983,8.9,159,245,64.9,2528,609,78,100,78.0,49,72,68.1,18,37,1,0.7,0.7,0.3,7,15,7,1,25,passing,ITA,FW,39,1983,2,1,1,1,0,1,7,6,5,1,4,0,2,9,0,defense,fabio quagliarella,fabio quagliarella,fabio quagliarella,500000.0
ITA-Serie A,2022,Lecce,Federico Baschirotto,ITA,DF,25,1996,37,37,3330,37.0,3,0,3,3,0,0,6,0,1.9,1.9,0.7,2.6,12,107,12,0.08,0.0,0.08,0.08,0.08,0.05,0.02,0.07,0.05,0.07,standard,ITA,DF,25,1996,37.0,3,21,6,0.57,0.16,0,0,0,1.9,1.9,1.1,1.1,shooting,ITA,DF,25,1996,6,0,0,37,11,0,14,36,30,0,1,0,204,91,64,misc,ITA,DF,25,1996,1823,238,968,771,96,36,1823,5,3,1,849,4481,2352,12,4,0,10,2,918,12,possession,ITA,DF,25,1996,37.0,1049,1432,73.3,22612,8666,280,331,84.6,588,706,83.3,170,350,0,0.7,0.8,-0.7,8,86,7,3,107,passing,ITA,DF,25,1996,40,30,35,5,0,22,36,14,45,29,16,36,76,192,0,defense,federico baschirotto,federico baschirotto,federico baschirotto,8000000.0
ITA-Serie A,2022,Salernitana,Federico Bonazzoli,ITA,"FW,MF",25,1997,24,12,1119,12.4,2,1,3,2,0,0,1,0,2.4,2.4,1.1,3.5,11,43,67,0.16,0.08,0.24,0.16,0.24,0.19,0.09,0.28,0.19,0.28,standard,ITA,"FW,MF",25,1997,12.4,2,32,7,2.57,0.56,1,0,0,2.4,2.4,-0.4,-0.4,shooting,ITA,"FW,MF",25,1997,1,0,0,18,32,7,4,3,3,0,0,0,37,6,15,misc,ITA,"FW,MF",25,1997,487,0,33,269,191,31,487,23,12,9,304,1138,435,11,10,3,42,12,378,67,possession,ITA,"FW,MF",25,1997,12.4,264,354,74.6,4654,966,135,162,83.3,84,104,80.8,37,53,1,1.1,0.7,-0.1,8,30,6,0,43,passing,ITA,"FW,MF",25,1997,5,3,0,3,2,0,9,9,9,1,8,3,8,0,0,defense,federico bonazzoli,federico bonazzoli,federico bonazzoli,4000000.0
ITA-Serie A,2022,Hellas Verona,Federico Ceccherini,ITA,DF,30,1992,22,18,1417,15.7,2,0,2,2,0,0,9,1,0.8,0.8,0.2,1.0,25,53,20,0.13,0.0,0.13,0.13,0.13,0.05,0.01,0.06,0.05,0.06,standard,ITA,DF,30,1992,15.7,2,7,2,0.44,0.13,0,0,0,0.8,0.8,1.2,1.2,shooting,ITA,DF,30,1992,9,1,0,31,19,0,6,19,19,0,0,0,102,30,17,misc,ITA,DF,30,1992,780,86,308,386,96,15,780,3,2,1,368,1928,1123,25,14,2,13,8,409,20,possession,ITA,DF,30,1992,15.7,479,623,76.9,8667,3491,199,225,88.4,219,261,83.9,52,98,0,0.2,0.3,-0.2,5,43,7,2,53,passing,ITA,DF,30,1992,25,19,15,9,1,13,23,10,17,10,7,19,44,55,0,defense,federico ceccherini,federico ceccherini,federico ceccherini,1500000.0
ITA-Serie A,2022,Juventus,Federico Chiesa,ITA,"DF,MF",24,1997,21,6,852,9.5,2,5,7,2,0,0,2,0,1.5,1.5,2.6,4.1,46,34,88,0.21,0.53,0.74,0.21,0.74,0.15,0.27,0.43,0.15,0.43,standard,ITA,"DF,MF",24,1997,9.5,2,26,3,2.75,0.32,1,0,0,1.5,1.5,0.5,0.5,shooting,ITA,"DF,MF",24,1997,2,0,0,13,12,2,43,0,11,0,0,0,41,1,5,misc,ITA,"DF,MF",24,1997,476,4,56,166,265,49,476,45,24,19,293,2176,1193,46,28,16,26,19,331,88,possession,ITA,"DF,MF",24,1997,9.5,246,338,72.8,3806,1114,135,163,82.8,87,119,73.1,14,26,5,2.6,1.7,2.4,20,25,15,6,34,passing,ITA,"DF,MF",24,1997,22,11,6,6,10,5,14,9,13,1,12,0,22,1,0,defense,federico chiesa,federico chiesa,federico chiesa,40000000.0
ITA-Serie A,2022,Lecce,Federico Di Francesco,ITA,"FW,MF",28,1994,36,23,2031,22.6,2,2,4,2,0,0,5,0,3.2,3.2,2.7,6.0,50,60,177,0.09,0.09,0.18,0.09,0.18,0.14,0.12,0.27,0.14,0.27,standard,ITA,"FW,MF",28,1994,22.6,2,39,16,1.73,0.71,1,0,0,3.2,3.2,-1.2,-1.2,shooting,ITA,"FW,MF",28,1994,5,0,0,43,32,13,45,8,16,1,0,0,86,7,21,misc,ITA,"FW,MF",28,1994,745,14,88,288,383,82,745,49,17,27,447,2745,1387,50,27,18,56,28,500,177,possession,ITA,"FW,MF",28,1994,22.6,340,511,66.5,4915,1626,191,230,83.0,105,156,67.3,22,63,2,2.7,2.2,-0.7,25,29,18,3,60,passing,ITA,"FW,MF",28,1994,28,16,7,11,10,9,19,10,16,0,16,8,36,14,0,defense,federico di francesco,federico di francesco,federico di francesco,1800000.0
ITA-Serie A,2022,Inter,Federico Dimarco,ITA,DF,24,1997,33,26,2069,23.0,4,3,7,4,0,0,0,0,3.1,3.1,6.9,9.9,45,88,189,0.17,0.13,0.3,0.17,0.3,0.13,0.3,0.43,0.13,0.43,standard,ITA,DF,24,1997,23.0,4,49,15,2.13,0.65,7,0,0,3.1,3.1,0.9,0.9,shooting,ITA,DF,24,1997,0,0,0,12,30,5,207,18,25,0,1,0,122,5,12,misc,ITA,DF,24,1997,1451,40,312,552,600,72,1451,20,5,13,776,3457,1846,45,29,6,18,11,955,189,possession,ITA,DF,24,1997,23.0,925,1257,73.6,17591,5969,392,448,87.5,377,472,79.9,129,268,3,6.9,5.5,-3.9,59,67,42,28,88,passing,ITA,DF,24,1997,31,25,6,18,7,9,19,10,15,4,11,18,49,20,0,defense,federico dimarco,federico dimarco,federico dimarco,35000000.0
ITA-Serie A,2022,Salernitana,Federico Fazio,ARG,DF,35,1987,14,12,1074,11.9,1,0,1,1,0,0,2,1,0.7,0.7,0.1,0.8,13,40,4,0.08,0.0,0.08,0.08,0.08,0.06,0.01,0.07,0.06,0.07,standard,ARG,DF,35,1987,11.9,1,11,2,0.92,0.17,0,0,0,0.7,0.7,0.3,0.3,shooting,ARG,DF,35,1987,2,1,0,11,6,0,4,28,12,0,3,0,74,36,13,misc,ARG,DF,35,1987,679,84,318,309,58,17,679,8,4,4,347,1507,877,13,11,1,11,5,358,4,possession,ARG,DF,35,1987,11.9,410,536,76.5,7740,3216,139,170,81.8,214,250,85.6,47,94,0,0.1,0.1,-0.1,3,24,3,0,40,passing,ARG,DF,35,1987,15,12,8,7,0,4,11,7,9,4,5,28,43,61,0,defense,federico fazio,federico fazio,federico fazio,400000.0
ITA-Serie A,2022,Juventus,Federico Gatti,ITA,DF,24,1998,18,16,1448,16.1,0,0,0,0,0,0,4,0,0.6,0.6,1.5,2.0,18,56,13,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.13,0.03,0.13,standard,ITA,DF,24,1998,16.1,0,13,4,0.81,0.25,0,0,0,0.6,0.6,-0.6,-0.6,shooting,ITA,DF,24,1998,4,0,0,16,13,0,3,21,11,0,0,0,97,32,26,misc,ITA,DF,24,1998,1116,100,527,532,71,23,1116,11,8,2,721,3952,2208,18,14,1,8,6,806,13,possession,ITA,DF,24,1998,16.1,808,957,84.4,16192,5297,287,307,93.5,404,443,91.2,111,181,0,1.5,1.1,-1.5,6,47,3,0,56,passing,ITA,DF,24,1998,15,11,9,4,2,9,15,6,20,14,6,21,36,54,2,defense,federico gatti,federico gatti,federico gatti,12000000.0
ITA-Serie A,2022,Spezia,Federico Marchetti,ITA,GK,39,1983,1,0,66,0.7,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,39,1983,0.7,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ITA,GK,39,1983,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,misc,ITA,GK,39,1983,18,17,18,0,0,0,18,0,0,0,7,23,13,0,0,0,0,0,6,0,possession,ITA,GK,39,1983,0.7,14,18,77.8,316,175,6,6,100.0,4,4,100.0,4,8,0,0.0,0.0,0.0,0,0,0,0,0,passing,ITA,GK,39,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,defense,federico marchetti,federico marchetti,federico marchetti,50000.0
ITA-Serie A,2022,Lazio,Felipe Anderson,BRA,FW,29,1993,38,35,2958,32.9,9,2,11,9,0,0,3,0,6.0,6.0,4.8,10.9,83,114,224,0.27,0.06,0.33,0.27,0.33,0.18,0.15,0.33,0.18,0.33,standard,BRA,FW,29,1993,32.9,9,41,23,1.25,0.7,0,0,0,6.0,6.0,3.0,3.0,shooting,BRA,FW,29,1993,3,0,0,40,33,7,50,31,50,1,0,0,142,14,21,misc,BRA,FW,29,1993,1832,32,236,830,790,129,1832,105,54,42,967,5271,2369,83,62,31,85,44,1367,224,possession,BRA,FW,29,1993,32.9,1093,1410,77.5,15203,3384,665,780,85.3,331,416,79.6,49,86,2,4.8,4.2,-2.8,47,61,47,6,114,passing,BRA,FW,29,1993,80,50,31,41,8,31,88,57,58,6,52,31,111,27,0,defense,felipe anderson,felipe anderson,felipe anderson,15000000.0
ITA-Serie A,2022,Cremonese,Felix Afena-Gyan,GHA,"FW,MF",19,2003,23,7,817,9.1,0,0,0,0,0,0,4,0,1.9,1.9,0.1,2.0,22,8,54,0.0,0.0,0.0,0.0,0.0,0.21,0.02,0.22,0.21,0.22,standard,GHA,"FW,MF",19,2003,9.1,0,21,2,2.31,0.22,0,0,0,1.9,1.9,-1.9,-1.9,shooting,GHA,"FW,MF",19,2003,4,0,0,18,11,6,4,1,3,0,0,0,39,17,42,misc,GHA,"FW,MF",19,2003,318,7,40,129,156,28,318,25,7,12,202,1160,463,22,13,3,34,21,217,54,possession,GHA,"FW,MF",19,2003,9.1,146,193,75.6,1855,194,99,115,86.1,34,46,73.9,4,7,0,0.1,0.2,-0.1,3,3,0,0,8,passing,GHA,"FW,MF",19,2003,7,3,4,1,2,2,10,8,5,1,4,1,8,6,0,defense,felix afena-gyan,felix afena-gyan,felix afena-gyan,5000000.0
ITA-Serie A,2022,Cremonese,Felix Afena-Gyan,GHA,"FW,MF",19,2003,23,7,817,9.1,0,0,0,0,0,0,4,0,1.9,1.9,0.1,2.0,22,8,54,0.0,0.0,0.0,0.0,0.0,0.21,0.02,0.22,0.21,0.22,standard,GHA,"FW,MF",19,2003,9.1,0,21,2,2.31,0.22,0,0,0,1.9,1.9,-1.9,-1.9,shooting,GHA,"FW,MF",19,2003,4,0,0,18,11,6,4,1,3,0,0,0,39,17,42,misc,GHA,"FW,MF",19,2003,318,7,40,129,156,28,318,25,7,12,202,1160,463,22,13,3,34,21,217,54,possession,GHA,"FW,MF",19,2003,9.1,146,193,75.6,1855,194,99,115,86.1,34,46,73.9,4,7,0,0.1,0.2,-0.1,3,3,0,0,8,passing,GHA,"FW,MF",19,2003,7,3,4,1,2,2,10,8,5,1,4,1,8,6,0,defense,felix afena-gyan,felix afena-gyan,felix afena-gyan,5000000.0
ITA-Serie A,2022,Udinese,Festy Ebosele,IRL,DF,19,2002,17,4,411,4.6,0,1,1,0,0,0,4,0,0.2,0.2,0.9,1.1,27,17,22,0.0,0.22,0.22,0.0,0.22,0.04,0.19,0.24,0.04,0.24,standard,IRL,DF,19,2002,4.6,0,4,1,0.88,0.22,0,0,0,0.2,0.2,-0.2,-0.2,shooting,IRL,DF,19,2002,4,0,0,11,7,0,16,2,10,0,0,0,36,6,4,misc,IRL,DF,19,2002,233,16,64,82,97,13,233,36,19,13,129,1242,644,27,18,6,17,9,125,22,possession,IRL,DF,19,2002,4.6,101,151,66.9,1691,748,52,64,81.3,39,56,69.6,9,17,1,0.9,0.5,0.1,5,9,9,5,17,passing,IRL,DF,19,2002,15,10,8,7,0,4,10,6,5,0,5,2,17,5,0,defense,festy ebosele,festy ebosele,festy ebosele,3500000.0
ITA-Serie A,2022,Milan,Fikayo Tomori,ENG,DF,24,1997,33,32,2760,30.7,1,1,2,1,0,0,5,0,1.3,1.3,0.8,2.1,26,122,10,0.03,0.03,0.07,0.03,0.07,0.04,0.03,0.07,0.04,0.07,standard,ENG,DF,24,1997,30.7,1,9,4,0.29,0.13,0,0,0,1.3,1.3,-0.3,-0.3,shooting,ENG,DF,24,1997,5,0,0,28,25,1,6,29,34,0,1,0,190,62,30,misc,ENG,DF,24,1997,2218,243,1089,1078,63,14,2218,6,3,1,1258,6315,3346,26,6,0,9,3,1423,10,possession,ENG,DF,24,1997,30.7,1697,1922,88.3,34375,10863,568,608,93.4,876,942,93.0,242,324,1,0.8,0.9,0.2,9,91,7,0,122,passing,ENG,DF,24,1997,70,34,44,25,1,22,34,12,46,25,21,29,99,88,1,defense,fikayo tomori,fikayo tomori,fikayo tomori,40000000.0
ITA-Serie A,2022,Juventus,Filip Kostić,SRB,"DF,FW",29,1992,37,33,2564,28.5,3,8,11,3,0,0,3,0,2.4,2.4,7.1,9.4,101,78,230,0.11,0.28,0.39,0.11,0.39,0.08,0.25,0.33,0.08,0.33,standard,SRB,"DF,FW",29,1992,28.5,3,37,11,1.3,0.39,0,0,0,2.4,2.4,0.6,0.6,shooting,SRB,"DF,FW",29,1992,3,0,0,29,12,2,227,16,26,0,0,0,139,13,13,misc,SRB,"DF,FW",29,1992,1488,41,237,595,674,62,1488,52,23,24,809,4882,2587,101,54,22,50,20,943,230,possession,SRB,"DF,FW",29,1992,28.5,830,1212,68.5,14092,4148,413,489,84.5,309,431,71.7,86,195,8,7.1,4.8,0.9,66,44,47,31,78,passing,SRB,"DF,FW",29,1992,41,26,17,20,4,21,47,26,30,4,26,16,57,32,0,defense,filip kostic,filip kostic,filip kostic,22000000.0
ITA-Serie A,2022,Sampdoria,Filip Đuričić,SRB,"MF,FW",30,1992,32,27,2171,24.1,3,0,3,3,0,0,9,0,2.7,2.7,1.9,4.6,39,77,83,0.12,0.0,0.12,0.12,0.12,0.11,0.08,0.19,0.11,0.19,standard,SRB,"MF,FW",30,1992,24.1,3,26,12,1.08,0.5,1,0,0,2.7,2.7,0.3,0.3,shooting,SRB,"MF,FW",30,1992,9,0,0,38,48,0,41,7,22,0,0,0,110,14,29,misc,SRB,"MF,FW",30,1992,992,15,145,488,380,34,992,70,31,30,591,3342,1599,39,42,3,59,47,689,83,possession,SRB,"MF,FW",30,1992,24.1,586,758,77.3,9599,2169,302,347,87.0,211,254,83.1,52,86,0,1.9,1.6,-1.9,34,50,18,4,77,passing,SRB,"MF,FW",30,1992,43,22,18,20,5,14,32,18,19,6,13,7,50,8,0,defense,filip duricic,filip djuricic,filip djuricic,1800000.0
ITA-Serie A,2022,Empoli,Filippo Bandinelli,ITA,MF,27,1995,35,28,2263,25.1,2,0,2,2,0,0,10,0,1.7,1.7,2.6,4.4,40,101,89,0.08,0.0,0.08,0.08,0.08,0.07,0.1,0.17,0.07,0.17,standard,ITA,MF,27,1995,25.1,2,24,7,0.95,0.28,0,0,0,1.7,1.7,0.3,0.3,shooting,ITA,MF,27,1995,10,0,0,53,37,0,91,18,34,0,1,0,138,10,19,misc,ITA,MF,27,1995,1333,66,317,658,376,29,1333,42,15,21,746,3897,1736,40,41,7,42,30,863,89,possession,ITA,MF,27,1995,25.1,773,1049,73.7,12752,3934,379,434,87.3,299,379,78.9,64,138,0,2.6,2.4,-2.6,31,62,36,21,101,passing,ITA,MF,27,1995,55,34,19,26,10,17,45,28,20,7,13,18,73,40,0,defense,filippo bandinelli,filippo bandinelli,filippo bandinelli,3500000.0
ITA-Serie A,2022,Roma,Filippo Missori,ITA,DF,18,2004,3,2,181,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,DF,18,2004,2.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ITA,DF,18,2004,1,0,0,4,0,0,2,3,3,0,0,0,7,2,2,misc,ITA,DF,18,2004,82,4,41,25,16,0,82,2,0,2,20,72,17,1,0,0,3,1,27,3,possession,ITA,DF,18,2004,2.0,41,61,67.2,688,291,18,24,75.0,21,28,75.0,1,5,0,0.0,0.0,0.0,0,1,0,0,0,passing,ITA,DF,18,2004,4,3,3,0,1,3,6,3,0,0,0,3,7,5,0,defense,filippo missori,filippo missori,filippo missori,800000.0
ITA-Serie A,2022,Monza,Filippo Ranocchia,ITA,MF,21,2001,14,5,530,5.9,1,0,1,1,0,0,1,0,1.2,1.2,0.4,1.6,13,26,15,0.17,0.0,0.17,0.17,0.17,0.21,0.06,0.27,0.21,0.27,standard,ITA,MF,21,2001,5.9,1,19,8,3.23,1.36,5,0,0,1.2,1.2,-0.2,-0.2,shooting,ITA,MF,21,2001,1,0,0,7,12,0,13,4,6,0,0,0,32,2,6,misc,ITA,MF,21,2001,328,14,70,174,90,4,328,15,8,3,213,1365,656,13,18,0,10,10,236,15,possession,ITA,MF,21,2001,5.9,201,255,78.8,3906,1183,81,93,87.1,83,98,84.7,32,49,0,0.4,0.4,-0.4,7,23,7,1,26,passing,ITA,MF,21,2001,11,6,5,4,2,4,12,8,5,1,4,4,15,7,0,defense,filippo ranocchia,filippo ranocchia,filippo ranocchia,1800000.0
ITA-Serie A,2022,Sassuolo,Filippo Romagna,ITA,DF,25,1997,2,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,DF,25,1997,0.5,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ITA,DF,25,1997,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,misc,ITA,DF,25,1997,40,8,29,11,0,0,40,0,0,0,30,124,66,1,0,0,0,0,29,0,possession,ITA,DF,25,1997,0.5,34,36,94.4,579,165,13,13,100.0,21,22,95.5,0,1,0,0.0,0.0,0.0,0,0,0,0,0,passing,ITA,DF,25,1997,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,defense,filippo romagna,filippo romagna,filippo romagna,400000.0
ITA-Serie A,2022,Hellas Verona,Filippo Terracciano,ITA,"DF,MF",19,2003,20,7,821,9.1,0,1,1,0,0,0,2,0,0.2,0.2,1.2,1.4,16,37,24,0.0,0.11,0.11,0.0,0.11,0.02,0.14,0.16,0.02,0.16,standard,ITA,"DF,MF",19,2003,9.1,0,5,3,0.55,0.33,0,0,0,0.2,0.2,-0.2,-0.2,shooting,ITA,"DF,MF",19,2003,2,0,0,7,17,0,25,10,13,0,0,0,47,15,20,misc,ITA,"DF,MF",19,2003,439,21,110,224,113,9,439,12,6,3,217,1267,618,16,13,0,17,4,242,24,possession,ITA,"DF,MF",19,2003,9.1,235,343,68.5,4308,1770,88,113,77.9,115,148,77.7,21,53,1,1.2,1.5,-0.2,8,21,10,4,37,passing,ITA,"DF,MF",19,2003,20,13,11,7,2,15,20,5,7,4,3,10,30,14,0,defense,filippo terracciano,filippo terracciano,filippo terracciano,1500000.0
ITA-Serie A,2022,Sampdoria,Flavio Paoletti,ITA,MF,19,2003,12,1,284,3.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,7,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,standard,ITA,MF,19,2003,3.2,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ITA,MF,19,2003,1,0,0,5,3,0,1,5,2,0,0,0,18,1,6,misc,ITA,MF,19,2003,191,12,53,112,27,1,191,3,2,1,121,793,338,7,4,0,5,0,133,8,possession,ITA,MF,19,2003,3.2,138,168,82.1,2534,583,58,66,87.9,64,71,90.1,14,19,0,0.0,0.1,0.0,1,7,0,0,8,passing,ITA,MF,19,2003,2,2,0,2,0,1,5,4,1,0,1,5,7,9,0,defense,flavio paoletti,flavio paoletti,flavio paoletti,800000.0
ITA-Serie A,2022,Salernitana,Flavius Daniliuc,AUT,DF,21,2001,27,23,2195,24.4,0,2,2,0,0,0,9,0,0.6,0.6,0.5,1.2,14,70,5,0.0,0.08,0.08,0.0,0.08,0.03,0.02,0.05,0.03,0.05,standard,AUT,DF,21,2001,24.4,0,10,4,0.41,0.16,1,0,0,0.6,0.6,-0.6,-0.6,shooting,AUT,DF,21,2001,9,0,0,33,4,0,0,29,29,0,0,0,132,39,28,misc,AUT,DF,21,2001,1374,200,757,572,58,16,1374,5,2,3,727,3691,1769,14,10,0,14,4,843,5,possession,AUT,DF,21,2001,24.4,969,1127,86.0,18211,7113,377,415,90.8,475,524,90.6,101,153,2,0.5,0.2,1.5,7,56,2,0,70,passing,AUT,DF,21,2001,57,29,37,17,3,26,47,21,30,13,17,29,86,76,0,defense,flavius daniliuc,flavius daniliuc,flavius daniliuc,8000000.0
ITA-Serie A,2022,Udinese,Florian Thauvin,FRA,"FW,MF",29,1993,16,5,546,6.1,0,0,0,0,0,0,1,0,0.7,0.7,1.1,1.7,19,24,49,0.0,0.0,0.0,0.0,0.0,0.11,0.17,0.29,0.11,0.29,standard,FRA,"FW,MF",29,1993,6.1,0,10,3,1.65,0.49,0,0,0,0.7,0.7,-0.7,-0.7,shooting,FRA,"FW,MF",29,1993,1,0,0,9,7,1,37,2,1,0,0,0,18,7,7,misc,FRA,"FW,MF",29,1993,292,4,15,138,144,19,292,33,10,21,187,1209,518,19,19,5,19,8,216,49,possession,FRA,"FW,MF",29,1993,6.1,144,216,66.7,2489,708,71,88,80.7,51,71,71.8,17,42,0,1.1,1.3,-1.1,10,9,10,2,24,passing,FRA,"FW,MF",29,1993,2,1,0,2,0,2,13,11,5,0,5,2,4,2,0,defense,florian thauvin,florian thauvin,florian thauvin,3500000.0
ITA-Serie A,2022,Milan,Fodé Ballo-Touré,SEN,DF,25,1997,10,5,523,5.8,1,0,1,1,0,0,0,0,0.6,0.6,0.2,0.9,11,25,31,0.17,0.0,0.17,0.17,0.17,0.11,0.04,0.15,0.11,0.15,standard,SEN,DF,25,1997,5.8,1,5,3,0.86,0.52,0,0,0,0.6,0.6,0.4,0.4,shooting,SEN,DF,25,1997,0,0,0,5,13,0,17,2,9,0,0,0,33,13,5,misc,SEN,DF,25,1997,352,7,77,168,110,9,352,15,5,9,152,762,427,11,7,0,6,6,188,31,possession,SEN,DF,25,1997,5.8,234,281,83.3,3827,1223,117,128,91.4,103,119,86.6,13,26,0,0.2,0.3,-0.2,4,13,8,5,25,passing,SEN,DF,25,1997,14,9,7,6,1,7,10,3,11,3,8,2,16,3,0,defense,fode ballo-toure,fode ballo-toure,fode ballo-toure,3500000.0
ITA-Serie A,2022,Inter,Francesco Acerbi,ITA,DF,34,1988,31,25,2425,26.9,0,2,2,0,0,0,4,0,1.0,1.0,1.1,2.1,39,100,32,0.0,0.07,0.07,0.0,0.07,0.04,0.04,0.08,0.04,0.08,standard,ITA,DF,34,1988,26.9,0,18,2,0.67,0.07,0,0,0,1.0,1.0,-1.0,-1.0,shooting,ITA,DF,34,1988,4,0,0,17,13,2,22,41,19,0,0,0,151,78,42,misc,ITA,DF,34,1988,1890,226,858,880,167,27,1890,12,7,4,1041,5108,2867,39,33,2,13,7,1252,32,possession,ITA,DF,34,1988,26.9,1455,1644,88.5,27034,8090,545,594,91.8,737,802,91.9,149,202,2,1.1,1.2,0.9,16,86,14,3,100,passing,ITA,DF,34,1988,33,19,22,7,4,20,27,7,25,18,7,41,74,85,2,defense,francesco acerbi,francesco acerbi,francesco acerbi,4000000.0
ITA-Serie A,2022,Bologna,Francesco Bardi,ITA,GK,30,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,30,1992,1.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ITA,GK,30,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,misc,ITA,GK,30,1992,25,23,25,0,0,0,25,0,0,0,10,46,35,0,0,0,0,1,7,0,possession,ITA,GK,30,1992,1.0,18,23,78.3,548,399,6,6,100.0,5,5,100.0,7,11,0,0.0,0.0,0.0,0,1,0,0,0,passing,ITA,GK,30,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,defense,francesco bardi,francesco bardi,francesco bardi,400000.0
