league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_shooting,pos_shooting,age_shooting,born_shooting,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense
ESP-La Liga,2023,Almería,Rachad Fettal,MAR,FW,18.0,2005.0,1,0,17,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.41,0.12,0.53,0.41,0.53,standard,MAR,FW,18.0,2005.0,0.2,0,1,0,0.0,5.29,0.0,0.0,,8.8,0,0,0,0.1,0.1,0.08,-0.1,-0.1,shooting,MAR,FW,18.0,2005.0,0.2,9,0,1,6,2,1,9,0,0,,0,,4,3,2,0,0,0,1,0,6,2,possession,MAR,FW,18.0,2005.0,0.2,4,6,66.7,46,20,3,4,75.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,0,passing,MAR,FW,18.0,2005.0,0.2,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,100.0,misc,MAR,FW,18.0,2005.0,0.2,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,defense
ESP-La Liga,2023,Rayo Vallecano,Radamel Falcao,COL,"FW,DF",37.0,1986.0,22,2,407,4.5,1,0,1,0,1,1,4,0,2.7,2.0,0.3,2.2,7,7,23,0.22,0.0,0.22,0.0,0.0,0.6,0.06,0.67,0.43,0.49,standard,COL,"FW,DF",37.0,1986.0,4.5,1,16,6,37.5,3.54,1.33,0.0,0.0,14.5,0,1,1,2.7,2.0,0.12,-1.7,-2.0,shooting,COL,"FW,DF",37.0,1986.0,4.5,169,4,13,67,91,23,168,8,3,37.5,4,50.0,97,429,171,7,4,5,13,12,132,23,possession,COL,"FW,DF",37.0,1986.0,4.5,92,110,83.6,1099,186,65,74,87.8,18,21,85.7,3,4,75.0,0,0.3,0.3,-0.3,4,5,2,0,7,passing,COL,"FW,DF",37.0,1986.0,4.5,4,0,0,15,10,6,1,3,5,0,0,0,20,14,24,36.8,misc,COL,"FW,DF",37.0,1986.0,4.5,7,5,1,5,1,1,3,33.3,2,2,0,2,3,10,4,0,defense
ESP-La Liga,2023,Alavés,Rafa Marín,ESP,DF,21.0,2002.0,33,27,2443,27.1,0,0,0,0,0,0,6,0,0.7,0.7,0.3,1.0,13,77,6,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,standard,ESP,DF,21.0,2002.0,27.1,0,13,3,23.1,0.48,0.11,0.0,0.0,14.5,0,0,0,0.7,0.7,0.05,-0.7,-0.7,shooting,ESP,DF,21.0,2002.0,27.1,1303,220,711,555,45,25,1303,5,3,60.0,1,20.0,628,3485,2110,13,5,0,11,4,696,6,possession,ESP,DF,21.0,2002.0,27.1,846,1025,82.5,17631,7334,259,291,89.0,454,506,89.7,127,211,60.2,0,0.3,0.4,-0.3,5,71,2,0,77,passing,ESP,DF,21.0,2002.0,27.1,6,0,0,28,16,0,1,33,20,0,0,1,117,56,43,56.6,misc,ESP,DF,21.0,2002.0,27.1,32,20,23,9,0,14,27,51.9,13,34,21,13,33,65,129,2,defense
ESP-La Liga,2023,Sevilla,Rafa Mir,ESP,"FW,MF",26.0,1997.0,15,3,391,4.3,2,0,2,2,0,0,1,0,1.4,1.4,0.3,1.7,3,2,16,0.46,0.0,0.46,0.46,0.46,0.33,0.07,0.39,0.33,0.39,standard,ESP,"FW,MF",26.0,1997.0,4.3,2,15,7,46.7,3.45,1.61,0.13,0.29,16.9,0,0,0,1.4,1.4,0.1,0.6,0.6,shooting,ESP,"FW,MF",26.0,1997.0,4.3,136,2,11,61,67,20,136,6,2,33.3,3,50.0,73,349,147,3,2,3,9,3,93,16,possession,ESP,"FW,MF",26.0,1997.0,4.3,61,88,69.3,868,109,32,41,78.0,24,30,80.0,2,5,40.0,0,0.3,0.1,-0.3,5,1,1,1,2,passing,ESP,"FW,MF",26.0,1997.0,4.3,1,0,0,9,5,3,2,1,2,0,0,0,12,12,19,38.7,misc,ESP,"FW,MF",26.0,1997.0,4.3,2,2,1,1,0,1,2,50.0,1,2,0,2,1,3,1,0,defense
ESP-La Liga,2023,Villarreal,Ramón Terrats,ESP,"MF,DF",22.0,2000.0,19,6,785,8.7,0,2,2,0,0,0,4,0,0.4,0.4,1.6,1.9,19,38,54,0.0,0.23,0.23,0.0,0.23,0.04,0.18,0.22,0.04,0.22,standard,ESP,"MF,DF",22.0,2000.0,8.7,0,8,1,12.5,0.92,0.11,0.0,0.0,21.2,0,0,0,0.4,0.4,0.05,-0.4,-0.4,shooting,ESP,"MF,DF",22.0,2000.0,8.7,560,20,108,299,158,12,560,25,11,44.0,9,36.0,304,1753,843,19,13,3,12,11,394,54,possession,ESP,"MF,DF",22.0,2000.0,8.7,375,462,81.2,6134,1666,191,213,89.7,160,179,89.4,21,46,45.7,2,1.6,1.2,0.4,8,28,6,2,38,passing,ESP,"MF,DF",22.0,2000.0,8.7,4,0,0,15,16,1,28,3,13,0,1,0,45,5,5,50.0,misc,ESP,"MF,DF",22.0,2000.0,8.7,17,13,8,8,1,7,15,46.7,8,11,1,10,3,20,9,0,defense
ESP-La Liga,2023,Rayo Vallecano,Randy Nteka,ANG,"FW,MF",25.0,1997.0,16,3,572,6.4,1,1,2,0,1,1,3,0,2.3,1.5,0.9,2.5,12,15,35,0.16,0.16,0.31,0.0,0.16,0.37,0.15,0.51,0.24,0.39,standard,ANG,"FW,MF",25.0,1997.0,6.4,1,14,5,35.7,2.2,0.79,0.0,0.0,15.9,0,1,1,2.3,1.5,0.11,-1.3,-1.5,shooting,ANG,"FW,MF",25.0,1997.0,6.4,284,13,34,122,131,36,283,17,7,41.2,8,47.1,156,784,404,12,7,6,18,20,199,35,possession,ANG,"FW,MF",25.0,1997.0,6.4,129,180,71.7,1687,395,82,104,78.8,35,48,72.9,4,4,100.0,1,0.9,0.9,0.1,9,9,5,0,15,passing,ANG,"FW,MF",25.0,1997.0,6.4,3,0,0,19,14,6,3,2,4,1,0,0,23,27,24,52.9,misc,ANG,"FW,MF",25.0,1997.0,6.4,11,4,1,6,4,4,10,40.0,6,6,1,5,2,13,11,1,defense
ESP-La Liga,2023,Barcelona,Raphinha,BRA,"FW,MF",26.0,1996.0,28,17,1368,15.2,6,9,15,5,1,1,4,1,7.4,6.6,5.7,12.3,49,57,164,0.39,0.59,0.99,0.33,0.92,0.48,0.37,0.86,0.43,0.81,standard,BRA,"FW,MF",26.0,1996.0,15.2,6,58,20,34.5,3.82,1.32,0.09,0.25,19.8,10,1,1,7.4,6.6,0.12,-1.4,-1.6,shooting,BRA,"FW,MF",26.0,1996.0,15.2,894,11,80,338,484,81,893,46,24,52.2,19,41.3,495,2884,1418,49,22,23,41,8,620,164,possession,BRA,"FW,MF",26.0,1996.0,15.2,522,693,75.3,8785,2397,261,313,83.4,182,222,82.0,63,114,55.3,9,5.7,5.0,3.3,41,39,32,8,57,passing,BRA,"FW,MF",26.0,1996.0,15.2,4,1,0,17,25,7,82,13,8,1,0,0,74,9,5,64.3,misc,BRA,"FW,MF",26.0,1996.0,15.2,14,8,6,6,2,4,18,22.2,14,17,1,16,13,27,11,0,defense
ESP-La Liga,2023,Osasuna,Raúl,ESP,FW,22.0,2000.0,35,13,1355,15.1,6,1,7,6,0,0,4,0,4.9,4.9,0.6,5.5,16,22,68,0.4,0.07,0.46,0.4,0.46,0.32,0.04,0.37,0.32,0.37,standard,ESP,FW,22.0,2000.0,15.1,6,33,12,36.4,2.19,0.8,0.18,0.5,11.6,0,0,0,4.9,4.9,0.15,1.1,1.1,shooting,ESP,FW,22.0,2000.0,15.1,455,12,35,199,224,64,455,21,6,28.6,13,61.9,221,899,381,16,11,7,36,16,339,68,possession,ESP,FW,22.0,2000.0,15.1,191,306,62.4,2465,453,128,190,67.4,46,68,67.6,6,10,60.0,1,0.6,0.8,0.4,10,14,6,0,22,passing,ESP,FW,22.0,2000.0,15.1,4,0,0,13,12,9,6,5,4,0,0,0,28,50,69,42.0,misc,ESP,FW,22.0,2000.0,15.1,10,4,4,2,4,2,10,20.0,8,9,1,8,5,15,11,0,defense
ESP-La Liga,2023,Villarreal,Raúl Albiol,ESP,DF,37.0,1985.0,26,24,2031,22.6,0,1,1,0,0,0,6,0,0.4,0.4,0.8,1.3,8,62,0,0.0,0.04,0.04,0.0,0.04,0.02,0.04,0.06,0.02,0.06,standard,ESP,DF,37.0,1985.0,22.6,0,6,1,16.7,0.27,0.04,0.0,0.0,9.5,0,0,0,0.4,0.4,0.07,-0.4,-0.4,shooting,ESP,DF,37.0,1985.0,22.6,1476,244,853,605,26,14,1476,0,0,,0,,811,4596,2552,8,1,0,10,3,1019,0,possession,ESP,DF,37.0,1985.0,22.6,1095,1272,86.1,22569,8497,295,325,90.8,663,714,92.9,130,206,63.1,1,0.8,0.6,0.2,3,64,1,0,62,passing,ESP,DF,37.0,1985.0,22.6,6,0,0,21,8,1,0,16,14,0,0,0,75,46,29,61.3,misc,ESP,DF,37.0,1985.0,22.6,25,14,15,9,1,18,27,66.7,9,31,24,7,16,41,102,0,defense
ESP-La Liga,2023,Granada,Raúl Fernández,ESP,GK,35.0,1988.0,4,4,280,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,GK,35.0,1988.0,3.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ESP,GK,35.0,1988.0,3.1,115,90,115,0,0,0,115,0,0,,0,,58,357,205,0,0,0,0,0,47,0,possession,ESP,GK,35.0,1988.0,3.1,69,107,64.5,2057,1530,9,9,100.0,38,40,95.0,22,56,39.3,0,0.0,0.0,0.0,0,1,0,0,0,passing,ESP,GK,35.0,1988.0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,misc,ESP,GK,35.0,1988.0,3.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,2,defense
ESP-La Liga,2023,Athletic Club,Raúl García,ESP,"FW,MF",37.0,1986.0,20,1,420,4.7,1,0,1,1,0,0,3,0,0.9,0.9,0.0,0.9,4,19,15,0.21,0.0,0.21,0.21,0.21,0.2,0.0,0.2,0.2,0.2,standard,ESP,"FW,MF",37.0,1986.0,4.7,1,10,1,10.0,2.14,0.21,0.1,1.0,14.3,0,0,0,0.9,0.9,0.09,0.1,0.1,shooting,ESP,"FW,MF",37.0,1986.0,4.7,202,10,28,96,80,22,202,5,2,40.0,3,60.0,95,390,124,4,7,2,9,5,146,15,possession,ESP,"FW,MF",37.0,1986.0,4.7,79,138,57.2,1102,313,45,66,68.2,19,38,50.0,6,11,54.5,0,0.0,0.6,0.0,0,12,3,0,19,passing,ESP,"FW,MF",37.0,1986.0,4.7,3,0,0,20,10,5,7,3,6,0,1,0,19,27,19,58.7,misc,ESP,"FW,MF",37.0,1986.0,4.7,9,6,2,4,3,4,9,44.4,5,10,1,9,3,12,9,0,defense
ESP-La Liga,2023,Granada,Raúl Torrente,ESP,DF,21.0,2001.0,17,14,1250,13.9,0,0,0,0,0,0,4,0,0.2,0.2,0.4,0.6,4,33,2,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,standard,ESP,DF,21.0,2001.0,13.9,0,3,0,0.0,0.22,0.0,0.0,,14.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,shooting,ESP,DF,21.0,2001.0,13.9,915,121,580,321,15,9,915,1,0,0.0,1,100.0,534,2789,1422,4,1,1,1,1,595,2,possession,ESP,DF,21.0,2001.0,13.9,605,764,79.2,12521,4811,187,204,91.7,340,381,89.2,75,170,44.1,0,0.4,0.3,-0.4,3,39,1,0,33,passing,ESP,DF,21.0,2001.0,13.9,4,0,0,18,8,1,2,11,16,0,1,1,56,22,15,59.5,misc,ESP,DF,21.0,2001.0,13.9,29,16,20,9,0,17,22,77.3,5,16,10,6,11,40,68,2,defense
ESP-La Liga,2023,Rayo Vallecano,Raúl de Tomás,ESP,FW,28.0,1994.0,25,15,1272,14.1,1,2,3,0,1,1,5,0,3.4,2.6,1.3,3.9,11,23,73,0.07,0.14,0.21,0.0,0.14,0.24,0.09,0.33,0.18,0.28,standard,ESP,FW,28.0,1994.0,14.1,1,38,11,28.9,2.69,0.78,0.0,0.0,18.5,3,1,1,3.4,2.6,0.07,-2.4,-2.6,shooting,ESP,FW,28.0,1994.0,14.1,439,12,33,226,183,58,438,44,20,45.5,19,43.2,266,1200,372,11,5,4,44,27,348,73,possession,ESP,FW,28.0,1994.0,14.1,207,272,76.1,3281,443,110,132,83.3,61,75,81.3,21,29,72.4,2,1.3,0.4,0.7,8,14,3,0,23,passing,ESP,FW,28.0,1994.0,14.1,5,0,0,24,26,12,9,1,5,0,0,0,35,24,41,36.9,misc,ESP,FW,28.0,1994.0,14.1,9,5,4,3,2,3,6,50.0,3,3,0,3,1,10,8,0,defense
ESP-La Liga,2023,Atlético Madrid,Reinildo Mandava,MOZ,DF,29.0,1994.0,16,7,731,8.1,2,1,3,2,0,0,2,0,0.9,0.9,0.6,1.5,10,36,17,0.25,0.12,0.37,0.25,0.37,0.1,0.08,0.18,0.1,0.18,standard,MOZ,DF,29.0,1994.0,8.1,2,5,3,60.0,0.62,0.37,0.4,0.67,10.4,0,0,0,0.9,0.9,0.17,1.1,1.1,shooting,MOZ,DF,29.0,1994.0,8.1,512,35,199,228,88,9,512,17,8,47.1,7,41.2,229,1056,563,10,15,1,12,1,269,17,possession,MOZ,DF,29.0,1994.0,8.1,353,414,85.3,5330,2062,190,210,90.5,140,157,89.2,15,29,51.7,1,0.6,0.5,0.4,5,21,3,1,36,passing,MOZ,DF,29.0,1994.0,8.1,2,0,0,14,8,0,6,15,22,0,0,0,53,12,10,54.5,misc,MOZ,DF,29.0,1994.0,8.1,30,22,16,11,3,19,22,86.4,3,10,2,8,15,45,21,0,defense
ESP-La Liga,2023,Celta Vigo,Renato Tapia,PER,"MF,DF",28.0,1995.0,21,15,1337,14.9,0,0,0,0,0,0,5,1,1.0,1.0,0.6,1.6,9,61,14,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.11,0.07,0.11,standard,PER,"MF,DF",28.0,1995.0,14.9,0,19,1,5.3,1.28,0.07,0.0,0.0,20.8,2,0,0,1.0,1.0,0.05,-1.0,-1.0,shooting,PER,"MF,DF",28.0,1995.0,14.9,949,68,318,503,140,13,949,39,27,69.2,9,23.1,477,2342,1057,9,13,0,20,10,529,14,possession,PER,"MF,DF",28.0,1995.0,14.9,541,715,75.7,9909,3901,249,283,88.0,200,247,81.0,77,141,54.6,0,0.6,0.7,-0.6,7,64,11,2,61,passing,PER,"MF,DF",28.0,1995.0,14.9,5,1,1,24,27,1,9,21,29,0,0,0,112,43,33,56.6,misc,PER,"MF,DF",28.0,1995.0,14.9,41,29,19,19,3,14,25,56.0,11,31,7,24,21,62,50,1,defense
ESP-La Liga,2023,Granada,Ricard Sánchez,ESP,DF,23.0,2000.0,33,25,2295,25.5,3,0,3,3,0,0,8,0,1.0,1.0,1.9,2.9,49,84,103,0.12,0.0,0.12,0.12,0.12,0.04,0.08,0.11,0.04,0.11,standard,ESP,DF,23.0,2000.0,25.5,3,14,5,35.7,0.55,0.2,0.21,0.6,19.0,0,0,0,1.0,1.0,0.07,2.0,2.0,shooting,ESP,DF,23.0,2000.0,25.5,1338,78,395,534,417,39,1338,34,19,55.9,13,38.2,641,3601,1929,49,35,4,37,15,703,103,possession,ESP,DF,23.0,2000.0,25.5,820,1091,75.2,13571,5329,443,510,86.9,285,367,77.7,71,139,51.1,0,1.9,2.7,-1.9,22,63,29,18,84,passing,ESP,DF,23.0,2000.0,25.5,8,0,0,27,21,5,82,13,18,0,1,0,97,19,18,51.4,misc,ESP,DF,23.0,2000.0,25.5,29,18,15,8,6,12,24,50.0,12,32,4,28,13,42,64,0,defense
ESP-La Liga,2023,Betis,Ricardo Visus,ESP,DF,22.0,2001.0,3,1,166,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,DF,22.0,2001.0,1.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ESP,DF,22.0,2001.0,1.8,81,15,51,30,0,0,81,0,0,,0,,43,170,86,0,0,0,0,0,49,0,possession,ESP,DF,22.0,2001.0,1.8,50,61,82.0,1066,343,15,17,88.2,27,29,93.1,8,15,53.3,0,0.0,0.0,0.0,0,2,0,0,2,passing,ESP,DF,22.0,2001.0,1.8,0,0,0,3,1,0,0,2,2,0,0,0,3,2,5,28.6,misc,ESP,DF,22.0,2001.0,1.8,2,2,1,1,0,2,2,100.0,0,2,2,0,2,4,9,1,defense
ESP-La Liga,2023,Barcelona,Robert Lewandowski,POL,FW,34.0,1988.0,35,32,2750,30.6,19,8,27,15,4,4,5,0,18.1,15.0,4.9,19.9,43,64,168,0.62,0.26,0.88,0.49,0.75,0.59,0.16,0.75,0.49,0.65,standard,POL,FW,34.0,1988.0,30.6,19,90,37,41.1,2.95,1.21,0.17,0.41,13.9,3,4,4,18.1,15.0,0.17,0.9,0.0,shooting,POL,FW,34.0,1988.0,30.6,900,24,47,361,502,165,896,54,23,42.6,30,55.6,529,2549,1019,43,28,20,86,28,736,168,possession,POL,FW,34.0,1988.0,30.6,416,592,70.3,5780,1192,248,311,79.7,120,168,71.4,21,35,60.0,8,4.9,3.6,3.1,27,27,25,4,64,passing,POL,FW,34.0,1988.0,30.6,5,0,0,23,55,24,18,9,5,1,0,0,56,51,49,51.0,misc,POL,FW,34.0,1988.0,30.6,8,5,0,6,2,4,12,33.3,8,13,4,9,9,17,18,0,defense
ESP-La Liga,2023,Cádiz,Roberto Navarro,ESP,"MF,FW",21.0,2002.0,28,24,1888,21.0,1,1,2,1,0,0,0,1,2.1,2.1,3.1,5.3,81,70,119,0.05,0.05,0.1,0.05,0.1,0.1,0.15,0.25,0.1,0.25,standard,ESP,"MF,FW",21.0,2002.0,21.0,1,30,9,30.0,1.43,0.43,0.03,0.11,19.1,0,0,0,2.1,2.1,0.07,-1.1,-1.1,shooting,ESP,"MF,FW",21.0,2002.0,21.0,1040,14,144,437,491,48,1040,116,54,46.6,55,47.4,659,4823,2530,81,69,15,60,37,673,119,possession,ESP,"MF,FW",21.0,2002.0,21.0,531,737,72.0,7268,2156,336,387,86.8,132,186,71.0,31,88,35.2,1,3.1,2.4,-2.1,41,47,26,11,70,passing,ESP,"MF,FW",21.0,2002.0,21.0,0,1,0,15,27,4,96,19,29,0,0,0,125,12,19,38.7,misc,ESP,"MF,FW",21.0,2002.0,21.0,46,29,20,21,5,22,43,51.2,21,33,0,33,19,65,7,1,defense
ESP-La Liga,2023,Real Sociedad,Robin Le Normand,ESP,DF,26.0,1996.0,29,28,2469,27.4,2,0,2,2,0,0,13,0,1.0,1.0,0.1,1.2,21,106,1,0.07,0.0,0.07,0.07,0.07,0.04,0.0,0.04,0.04,0.04,standard,ESP,DF,26.0,1996.0,27.4,2,8,5,62.5,0.29,0.18,0.25,0.4,12.2,0,0,0,1.0,1.0,0.13,1.0,1.0,shooting,ESP,DF,26.0,1996.0,27.4,1996,171,899,1057,45,17,1996,1,1,100.0,0,0.0,1242,7060,4021,21,16,0,16,6,1359,1,possession,ESP,DF,26.0,1996.0,27.4,1562,1765,88.5,31232,8514,479,524,91.4,886,955,92.8,186,249,74.7,0,0.1,0.8,-0.1,3,94,0,0,106,passing,ESP,DF,26.0,1996.0,27.4,13,0,0,33,23,1,1,28,22,0,1,1,111,110,60,64.7,misc,ESP,DF,26.0,1996.0,27.4,31,22,16,15,0,17,30,56.7,13,26,15,11,28,59,96,1,defense
ESP-La Liga,2023,Betis,Rodri,ESP,"FW,MF",23.0,2000.0,29,9,1051,11.7,0,0,0,0,0,0,0,0,1.1,1.1,1.2,2.2,49,65,116,0.0,0.0,0.0,0.0,0.0,0.09,0.1,0.19,0.09,0.19,standard,ESP,"FW,MF",23.0,2000.0,11.7,0,18,5,27.8,1.54,0.43,0.0,0.0,18.6,0,0,0,1.1,1.1,0.06,-1.1,-1.1,shooting,ESP,"FW,MF",23.0,2000.0,11.7,711,3,98,325,299,43,711,57,24,42.1,24,42.1,496,3253,1607,49,30,14,28,18,564,116,possession,ESP,"FW,MF",23.0,2000.0,11.7,449,570,78.8,6682,1882,258,286,90.2,144,183,78.7,27,48,56.3,0,1.2,2.2,-1.2,15,36,32,6,65,passing,ESP,"FW,MF",23.0,2000.0,11.7,0,0,0,6,29,4,36,8,10,0,0,0,58,0,9,0.0,misc,ESP,"FW,MF",23.0,2000.0,11.7,17,10,6,7,4,8,21,38.1,13,11,0,11,8,25,2,0,defense
ESP-La Liga,2023,Atlético Madrid,Rodrigo De Paul,ARG,MF,29.0,1994.0,34,25,2075,23.1,3,5,8,3,0,0,7,0,1.8,1.8,5.0,6.8,73,202,55,0.13,0.22,0.35,0.13,0.35,0.08,0.22,0.3,0.08,0.3,standard,ARG,MF,29.0,1994.0,23.1,3,30,12,40.0,1.3,0.52,0.1,0.25,19.8,1,0,0,1.8,1.8,0.06,1.2,1.2,shooting,ARG,MF,29.0,1994.0,23.1,1768,27,274,1054,460,40,1768,55,28,50.9,20,36.4,1188,7372,3718,73,60,11,33,13,1395,55,possession,ARG,MF,29.0,1994.0,23.1,1291,1553,83.1,21996,6879,635,688,92.3,463,548,84.5,148,218,67.9,5,5.0,6.2,0.0,39,146,63,7,202,passing,ARG,MF,29.0,1994.0,23.1,7,0,0,27,59,1,46,11,21,0,0,0,145,5,4,55.6,misc,ARG,MF,29.0,1994.0,23.1,31,21,11,14,6,15,38,39.5,23,28,1,27,11,42,15,2,defense
ESP-La Liga,2023,Atlético Madrid,Rodrigo Riquelme,ESP,"DF,MF",23.0,2000.0,34,17,1528,17.0,3,5,8,3,0,0,1,0,2.7,2.7,3.1,5.9,87,53,166,0.18,0.29,0.47,0.18,0.47,0.16,0.18,0.35,0.16,0.35,standard,ESP,"DF,MF",23.0,2000.0,17.0,3,37,16,43.2,2.18,0.94,0.08,0.19,18.0,0,0,0,2.7,2.7,0.07,0.3,0.3,shooting,ESP,"DF,MF",23.0,2000.0,17.0,918,20,172,302,457,85,918,64,24,37.5,38,59.4,586,3981,2241,87,54,28,47,16,619,166,possession,ESP,"DF,MF",23.0,2000.0,17.0,501,673,74.4,6902,2141,317,367,86.4,134,179,74.9,26,59,44.1,5,3.1,3.7,1.9,28,25,30,8,53,passing,ESP,"DF,MF",23.0,2000.0,17.0,1,0,0,11,29,9,65,9,19,0,1,0,98,5,16,23.8,misc,ESP,"DF,MF",23.0,2000.0,17.0,30,19,18,4,8,18,46,39.1,28,19,0,19,9,39,20,0,defense
ESP-La Liga,2023,Real Madrid,Rodrygo,BRA,FW,22.0,2001.0,34,28,2380,26.4,10,5,15,10,0,1,2,0,11.7,10.9,4.0,14.9,159,90,301,0.38,0.19,0.57,0.38,0.57,0.44,0.15,0.59,0.41,0.56,standard,BRA,FW,22.0,2001.0,26.4,10,86,35,40.7,3.25,1.32,0.12,0.29,15.2,4,0,1,11.7,10.9,0.13,-1.7,-0.9,shooting,BRA,FW,22.0,2001.0,26.4,1352,3,50,414,905,206,1351,147,60,40.8,68,46.3,1002,7409,4344,159,106,84,72,30,1145,301,possession,BRA,FW,22.0,2001.0,26.4,883,1007,87.7,10417,1882,639,683,93.6,166,202,82.2,19,33,57.6,5,4.0,4.2,1.0,46,42,44,4,90,passing,BRA,FW,22.0,2001.0,26.4,2,0,0,10,46,13,32,8,15,1,0,0,61,5,21,19.2,misc,BRA,FW,22.0,2001.0,26.4,16,15,2,9,5,5,19,26.3,14,14,0,14,8,24,6,0,defense
ESP-La Liga,2023,Cádiz,Roger Martí,ESP,FW,32.0,1991.0,23,18,1359,15.1,2,3,5,2,0,0,3,0,2.8,2.8,2.9,5.6,7,19,64,0.13,0.2,0.33,0.13,0.33,0.18,0.19,0.37,0.18,0.37,standard,ESP,FW,32.0,1991.0,15.1,2,33,12,36.4,2.19,0.79,0.06,0.17,17.8,0,0,0,2.8,2.8,0.08,-0.8,-0.8,shooting,ESP,FW,32.0,1991.0,15.1,503,7,33,263,216,53,503,10,3,30.0,6,60.0,309,1260,390,7,15,2,47,20,354,64,possession,ESP,FW,32.0,1991.0,15.1,225,344,65.4,3085,656,140,191,73.3,69,98,70.4,9,23,39.1,3,2.9,1.3,0.1,11,12,6,0,19,passing,ESP,FW,32.0,1991.0,15.1,3,0,0,34,28,9,9,7,6,0,0,0,58,17,34,33.3,misc,ESP,FW,32.0,1991.0,15.1,12,6,1,9,2,2,7,28.6,5,16,1,15,7,19,4,0,defense
