league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_possession,pos_possession,age_possession,born_possession,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting
ESP-La Liga,2024,Girona,Ferrán Ruiz,ESP,MF,21-350,2003.0,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,MF,21-350,2003.0,0.2,9,0,3,6,1,0,9,0,0,,0,,5,15,1,0,0,0,1,0,4,0,possession,ESP,MF,21-350,2003.0,0.2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.0,misc,ESP,MF,21-350,2003.0,0.2,0,0,0,0,0,0,0,,0,2,1,1,1,1,0,0,defense,ESP,MF,21-350,2003.0,0.2,3,6,50.0,39,15,2,3,66.7,1,3,33.3,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,passing,ESP,MF,21-350,2003.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ESP-La Liga,2024,Barcelona,Ferrán Torres,ESP,"FW,MF",25-041,2000.0,23,9,860,9.6,9,3,12,9,0,0,1,1,6.5,6.5,1.8,8.3,17,28,83,0.94,0.31,1.26,0.94,1.26,0.68,0.19,0.87,0.68,0.87,standard,ESP,"FW,MF",25-041,2000.0,9.6,394,3,24,119,252,60,394,17,9,52.9,7,41.2,226,1021,444,17,9,9,22,7,316,83,possession,ESP,"FW,MF",25-041,2000.0,9.6,1,1,0,5,10,6,16,2,3,0,0,0,21,3,7,30.0,misc,ESP,"FW,MF",25-041,2000.0,9.6,5,3,1,2,2,1,4,25.0,3,7,1,6,2,7,3,0,defense,ESP,"FW,MF",25-041,2000.0,9.6,217,291,74.6,2838,650,134,159,84.3,58,74,78.4,11,28,39.3,3,1.8,1.6,1.2,12,15,13,2,28,passing,ESP,"FW,MF",25-041,2000.0,9.6,9,36,19,52.8,3.77,1.99,0.25,0.47,14.4,2,0,0,6.5,6.5,0.18,2.5,2.5,shooting
ESP-La Liga,2024,Valladolid,Florian Grillitsch,AUT,MF,29-247,1995.0,7,4,335,3.7,0,0,0,0,0,0,1,0,0.1,0.1,0.6,0.7,5,29,3,0.0,0.0,0.0,0.0,0.0,0.02,0.16,0.18,0.02,0.18,standard,AUT,MF,29-247,1995.0,3.7,224,9,51,142,37,3,224,10,7,70.0,2,20.0,125,752,408,5,3,0,3,3,153,3,possession,AUT,MF,29-247,1995.0,3.7,1,0,0,2,6,0,4,2,4,0,0,0,23,2,1,66.7,misc,AUT,MF,29-247,1995.0,3.7,4,4,3,1,0,2,9,22.2,7,8,1,7,2,6,5,0,defense,AUT,MF,29-247,1995.0,3.7,157,195,80.5,3076,875,58,66,87.9,71,81,87.7,25,40,62.5,0,0.6,0.4,-0.6,7,24,4,0,29,passing,AUT,MF,29-247,1995.0,3.7,0,3,2,66.7,0.81,0.54,0.0,0.0,22.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting
ESP-La Liga,2024,Rayo Vallecano,Florian Lejeune,FRA,DF,33-326,1991.0,29,29,2605,28.9,0,2,2,0,0,0,5,0,2.6,2.6,1.1,3.7,18,111,5,0.0,0.07,0.07,0.0,0.07,0.09,0.04,0.13,0.09,0.13,standard,FRA,DF,33-326,1991.0,28.9,1929,238,1031,819,87,27,1929,5,4,80.0,1,20.0,1124,5473,3273,18,11,1,12,3,1244,5,possession,FRA,DF,33-326,1991.0,28.9,5,0,0,41,14,0,5,27,24,0,1,0,126,65,43,60.2,misc,FRA,DF,33-326,1991.0,28.9,37,24,23,12,2,16,33,48.5,17,32,26,6,27,64,137,0,defense,FRA,DF,33-326,1991.0,28.9,1343,1606,83.6,29234,12269,362,404,89.6,777,831,93.5,200,346,57.8,2,1.1,1.0,0.9,11,138,6,2,111,passing,FRA,DF,33-326,1991.0,28.9,0,44,11,25.0,1.52,0.38,0.0,0.0,25.5,15,0,0,2.6,2.6,0.06,-2.6,-2.6,shooting
ESP-La Liga,2024,Real Madrid,Fran,ESP,GK,19-291,2005.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,GK,19-291,2005.0,1.0,22,20,22,0,0,0,22,0,0,,0,,12,40,23,0,0,0,0,0,13,0,possession,ESP,GK,19-291,2005.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,misc,ESP,GK,19-291,2005.0,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,defense,ESP,GK,19-291,2005.0,1.0,19,20,95.0,386,262,7,7,100.0,8,8,100.0,4,5,80.0,0,0.0,0.0,0.0,0,0,0,0,0,passing,ESP,GK,19-291,2005.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ESP-La Liga,2024,Celta Vigo,Fran Beltrán,ESP,MF,26-067,1999.0,26,22,1829,20.3,2,0,2,2,0,0,2,0,0.7,0.7,1.2,1.9,19,118,21,0.1,0.0,0.1,0.1,0.1,0.03,0.06,0.09,0.03,0.09,standard,ESP,MF,26-067,1999.0,20.3,1335,40,289,869,180,8,1335,15,7,46.7,7,46.7,724,3461,1634,19,20,1,18,20,945,21,possession,ESP,MF,26-067,1999.0,20.3,2,0,0,24,9,0,3,19,26,0,1,0,89,19,20,48.7,misc,ESP,MF,26-067,1999.0,20.3,36,26,18,13,5,17,42,40.5,25,22,5,17,19,55,27,3,defense,ESP,MF,26-067,1999.0,20.3,1024,1157,88.5,18090,5236,427,463,92.2,490,528,92.8,88,116,75.9,0,1.2,1.1,-1.2,11,109,8,1,118,passing,ESP,MF,26-067,1999.0,20.3,2,17,2,11.8,0.84,0.1,0.12,1.0,24.6,0,0,0,0.7,0.7,0.04,1.3,1.3,shooting
ESP-La Liga,2024,Real Madrid,Fran Garcia,ESP,DF,25-240,1999.0,24,17,1569,17.4,0,2,2,0,0,0,0,0,0.6,0.6,1.1,1.7,52,93,120,0.0,0.11,0.11,0.0,0.11,0.04,0.06,0.1,0.04,0.1,standard,ESP,DF,25-240,1999.0,17.4,1287,51,375,519,404,25,1287,15,6,40.0,9,60.0,701,3132,1814,52,36,12,15,6,823,120,possession,ESP,DF,25-240,1999.0,17.4,0,0,0,9,16,2,43,23,22,0,0,0,85,11,13,45.8,misc,ESP,DF,25-240,1999.0,17.4,33,22,20,9,4,16,30,53.3,14,19,4,15,23,56,47,1,defense,ESP,DF,25-240,1999.0,17.4,983,1121,87.7,14160,3721,601,637,94.3,298,346,86.1,49,78,62.8,2,1.1,1.3,0.9,18,63,16,6,93,passing,ESP,DF,25-240,1999.0,17.4,0,10,2,20.0,0.57,0.11,0.0,0.0,19.0,0,0,0,0.6,0.6,0.07,-0.6,-0.6,shooting
ESP-La Liga,2024,Betis,Fran Vieites,ESP,GK,25-339,1999.0,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,standard,ESP,GK,25-339,1999.0,4.0,126,97,124,1,1,1,126,0,0,,0,,59,248,139,0,0,0,0,0,48,0,possession,ESP,GK,25-339,1999.0,4.0,0,0,0,0,2,0,0,0,0,0,0,0,7,1,0,100.0,misc,ESP,GK,25-339,1999.0,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,defense,ESP,GK,25-339,1999.0,4.0,76,119,63.9,2047,1345,15,15,100.0,37,37,100.0,24,67,35.8,0,0.0,0.0,0.0,0,2,0,0,0,passing,ESP,GK,25-339,1999.0,4.0,0,1,1,100.0,0.25,0.25,0.0,0.0,13.0,0,0,0,0.0,0.0,0.03,0.0,0.0,shooting
ESP-La Liga,2024,Valencia,Francisco Perez,ESP,"FW,MF",22-214,2002.0,18,3,406,4.5,0,0,0,0,0,0,1,0,0.1,0.1,2.1,2.2,15,10,53,0.0,0.0,0.0,0.0,0.0,0.03,0.47,0.5,0.03,0.5,standard,ESP,"FW,MF",22-214,2002.0,4.5,231,5,33,87,113,11,231,15,8,53.3,7,46.7,136,980,434,15,6,3,14,7,159,53,possession,ESP,"FW,MF",22-214,2002.0,4.5,1,0,0,4,8,0,20,3,9,0,0,0,14,5,4,55.6,misc,ESP,"FW,MF",22-214,2002.0,4.5,10,9,3,6,1,7,12,58.3,5,7,1,6,3,13,6,0,defense,ESP,"FW,MF",22-214,2002.0,4.5,119,161,73.9,1747,347,78,86,90.7,28,40,70.0,9,18,50.0,0,2.1,1.3,-2.1,5,5,5,1,10,passing,ESP,"FW,MF",22-214,2002.0,4.5,0,4,1,25.0,0.89,0.22,0.0,0.0,20.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting
ESP-La Liga,2024,Celta Vigo,Franco Cervi,ARG,"FW,MF",30-320,1994.0,6,4,258,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,3,14,21,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,standard,ARG,"FW,MF",30-320,1994.0,2.9,157,3,36,77,44,1,157,1,1,100.0,0,0.0,81,404,173,3,2,0,3,2,94,21,possession,ARG,"FW,MF",30-320,1994.0,2.9,1,0,0,4,1,0,6,8,3,0,0,0,12,4,4,50.0,misc,ARG,"FW,MF",30-320,1994.0,2.9,8,3,2,6,0,3,7,42.9,4,4,0,4,8,16,6,0,defense,ARG,"FW,MF",30-320,1994.0,2.9,90,131,68.7,1658,584,36,46,78.3,44,52,84.6,8,22,36.4,0,0.3,0.3,-0.3,5,12,2,0,14,passing,ARG,"FW,MF",30-320,1994.0,2.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ESP-La Liga,2024,Barcelona,Frenkie de Jong,NED,MF,27-334,1997.0,18,6,723,8.0,2,2,4,2,0,0,2,0,0.6,0.6,1.8,2.4,21,67,14,0.25,0.25,0.5,0.25,0.5,0.08,0.23,0.3,0.08,0.3,standard,NED,MF,27-334,1997.0,8.0,734,11,89,492,154,10,734,8,5,62.5,3,37.5,483,2697,1542,21,22,0,2,4,594,14,possession,NED,MF,27-334,1997.0,8.0,2,0,0,9,12,0,4,3,6,0,1,0,29,7,5,58.3,misc,NED,MF,27-334,1997.0,8.0,11,6,3,4,4,4,11,36.4,7,5,0,5,3,14,6,0,defense,NED,MF,27-334,1997.0,8.0,645,689,93.6,9700,2727,358,364,98.4,233,248,94.0,30,37,81.1,2,1.8,1.6,0.2,16,78,7,0,67,passing,NED,MF,27-334,1997.0,8.0,2,4,3,75.0,0.5,0.37,0.5,0.67,18.4,0,0,0,0.6,0.6,0.16,1.4,1.4,shooting
ESP-La Liga,2024,Las Palmas,Fábio Silva,POR,FW,22-266,2002.0,22,20,1698,18.9,8,3,11,6,2,3,7,0,8.3,5.9,1.9,7.9,30,23,110,0.42,0.16,0.58,0.32,0.48,0.44,0.1,0.54,0.31,0.42,standard,POR,FW,22-266,2002.0,18.9,642,28,64,284,303,96,639,49,20,40.8,27,55.1,309,1847,797,30,11,21,55,23,449,110,possession,POR,FW,22-266,2002.0,18.9,7,0,0,36,41,18,20,4,6,0,0,0,46,47,45,51.1,misc,POR,FW,22-266,2002.0,18.9,11,6,4,4,3,4,12,33.3,8,11,0,11,4,15,23,0,defense,POR,FW,22-266,2002.0,18.9,278,423,65.7,3757,645,162,225,72.0,75,116,64.7,15,28,53.6,3,1.9,1.6,1.1,14,12,12,3,23,passing,POR,FW,22-266,2002.0,18.9,8,44,18,40.9,2.33,0.95,0.14,0.33,14.8,0,2,3,8.3,5.9,0.13,-0.3,0.1,shooting
ESP-La Liga,2024,Girona,Gabriel Osei Misehouy,NED,"FW,MF",19-267,2005.0,9,1,257,2.9,1,0,1,1,0,0,0,0,0.9,0.9,0.3,1.2,5,15,22,0.35,0.0,0.35,0.35,0.35,0.31,0.09,0.41,0.31,0.41,standard,NED,"FW,MF",19-267,2005.0,2.9,128,1,5,61,64,7,128,11,7,63.6,4,36.4,100,599,228,5,5,0,7,7,107,22,possession,NED,"FW,MF",19-267,2005.0,2.9,0,0,0,1,5,2,6,0,1,0,0,0,11,0,3,0.0,misc,NED,"FW,MF",19-267,2005.0,2.9,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,defense,NED,"FW,MF",19-267,2005.0,2.9,90,103,87.4,1327,247,50,53,94.3,39,41,95.1,0,8,0.0,0,0.3,0.3,-0.3,4,11,4,0,15,passing,NED,"FW,MF",19-267,2005.0,2.9,1,6,2,33.3,2.1,0.7,0.17,0.5,17.2,0,0,0,0.9,0.9,0.15,0.1,0.1,shooting
ESP-La Liga,2024,Barcelona,Gavi,ESP,"MF,FW",20-249,2004.0,18,10,690,7.7,1,1,2,1,0,0,4,0,0.6,0.6,1.2,1.8,5,40,32,0.13,0.13,0.26,0.13,0.26,0.07,0.16,0.23,0.07,0.23,standard,ESP,"MF,FW",20-249,2004.0,7.7,503,8,60,305,140,20,503,11,5,45.5,3,27.3,259,1070,548,5,7,0,12,8,350,32,possession,ESP,"MF,FW",20-249,2004.0,7.7,4,0,0,27,15,1,8,8,10,0,0,0,36,15,17,46.9,misc,ESP,"MF,FW",20-249,2004.0,7.7,14,10,3,9,2,8,12,66.7,4,11,1,10,8,22,5,0,defense,ESP,"MF,FW",20-249,2004.0,7.7,360,418,86.1,5329,1299,201,215,93.5,117,136,86.0,21,27,77.8,1,1.2,1.0,-0.2,9,40,7,1,40,passing,ESP,"MF,FW",20-249,2004.0,7.7,1,4,1,25.0,0.52,0.13,0.25,1.0,13.7,0,0,0,0.6,0.6,0.14,0.4,0.4,shooting
ESP-La Liga,2024,Rayo Vallecano,Gerard Gumbau,ESP,MF,30-114,1994.0,15,5,611,6.8,0,1,1,0,0,0,4,0,0.8,0.8,1.2,2.0,2,27,19,0.0,0.15,0.15,0.0,0.15,0.12,0.18,0.3,0.12,0.3,standard,ESP,MF,30-114,1994.0,6.8,362,16,77,191,95,8,362,4,2,50.0,2,50.0,190,621,251,2,6,0,5,2,233,19,possession,ESP,MF,30-114,1994.0,6.8,4,0,0,16,8,2,33,3,12,0,0,0,15,11,14,44.0,misc,ESP,MF,30-114,1994.0,6.8,14,12,7,6,1,6,12,50.0,6,7,3,4,3,17,10,0,defense,ESP,MF,30-114,1994.0,6.8,221,300,73.7,3869,1240,107,123,87.0,81,102,79.4,26,60,43.3,1,1.2,0.7,-0.2,14,23,3,1,27,passing,ESP,MF,30-114,1994.0,6.8,0,9,4,44.4,1.33,0.59,0.0,0.0,19.5,0,0,0,0.8,0.8,0.09,-0.8,-0.8,shooting
ESP-La Liga,2024,Barcelona,Gerard Martín,ESP,DF,23-100,2002.0,20,6,641,7.1,1,2,3,1,0,0,2,0,0.2,0.2,0.7,0.9,7,26,54,0.14,0.28,0.42,0.14,0.42,0.03,0.09,0.12,0.03,0.12,standard,ESP,DF,23-100,2002.0,7.1,550,16,130,251,171,7,550,7,2,28.6,5,71.4,232,764,392,7,7,1,4,2,346,54,possession,ESP,DF,23-100,2002.0,7.1,2,0,0,9,4,0,18,8,7,0,0,0,26,10,3,76.9,misc,ESP,DF,23-100,2002.0,7.1,16,7,7,6,3,9,14,64.3,5,13,2,11,8,24,17,0,defense,ESP,DF,23-100,2002.0,7.1,399,474,84.2,6248,1881,210,231,90.9,157,178,88.2,21,37,56.8,2,0.7,1.2,1.3,7,19,11,2,26,passing,ESP,DF,23-100,2002.0,7.1,1,3,1,33.3,0.42,0.14,0.33,1.0,13.4,0,0,0,0.2,0.2,0.07,0.8,0.8,shooting
ESP-La Liga,2024,Villarreal,Gerard Moreno,ESP,FW,33-004,1992.0,14,6,648,7.2,3,1,4,0,3,3,0,0,4.2,1.8,3.0,4.9,14,48,54,0.42,0.14,0.56,0.0,0.14,0.59,0.42,1.01,0.26,0.68,standard,ESP,FW,33-004,1992.0,7.2,359,7,25,159,178,43,356,24,13,54.2,11,45.8,215,1122,452,14,11,7,15,8,288,54,possession,ESP,FW,33-004,1992.0,7.2,0,0,0,10,9,1,10,2,4,1,0,0,21,16,4,80.0,misc,ESP,FW,33-004,1992.0,7.2,7,4,3,2,2,3,11,27.3,8,0,0,0,2,9,6,0,defense,ESP,FW,33-004,1992.0,7.2,204,269,75.8,3689,1050,93,110,84.5,81,94,86.2,25,40,62.5,1,3.0,1.7,-2.0,15,28,15,2,48,passing,ESP,FW,33-004,1992.0,7.2,3,23,9,39.1,3.19,1.25,0.0,0.0,18.2,0,3,3,4.2,1.8,0.08,-1.2,-1.8,shooting
ESP-La Liga,2024,Valencia,Germán Valera,ESP,MF,23-026,2002.0,8,1,148,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,1,2,10,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.09,0.08,0.09,standard,ESP,MF,23-026,2002.0,1.6,73,2,9,33,32,4,73,8,3,37.5,3,37.5,46,276,87,1,0,0,5,1,46,10,possession,ESP,MF,23-026,2002.0,1.6,0,0,0,2,4,0,6,4,1,0,0,0,4,1,2,33.3,misc,ESP,MF,23-026,2002.0,1.6,1,1,1,0,0,0,1,0.0,1,2,0,2,4,5,2,1,defense,ESP,MF,23-026,2002.0,1.6,34,47,72.3,474,50,20,24,83.3,13,14,92.9,1,7,14.3,0,0.0,0.0,0.0,1,3,0,0,2,passing,ESP,MF,23-026,2002.0,1.6,0,3,2,66.7,1.82,1.22,0.0,0.0,21.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting
ESP-La Liga,2024,Valencia,Giorgi Mamardashvili,GEO,GK,24-194,2000.0,26,26,2340,26.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GEO,GK,24-194,2000.0,26.0,852,703,846,6,0,0,852,0,0,,0,,393,1871,1034,1,0,0,0,0,346,0,possession,GEO,GK,24-194,2000.0,26.0,1,0,0,0,4,0,0,1,0,0,0,0,20,1,1,50.0,misc,GEO,GK,24-194,2000.0,26.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,11,3,defense,GEO,GK,24-194,2000.0,26.0,520,795,65.4,15334,11346,82,82,100.0,272,277,98.2,166,433,38.3,0,0.1,0.0,-0.1,2,9,1,0,0,passing,GEO,GK,24-194,2000.0,26.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ESP-La Liga,2024,Betis,Giovani Lo Celso,ARG,"MF,FW",29-002,1996.0,18,12,1113,12.4,7,2,9,5,2,3,4,0,4.1,1.8,3.6,5.4,14,101,48,0.57,0.16,0.73,0.4,0.57,0.33,0.29,0.63,0.14,0.44,standard,ARG,"MF,FW",29-002,1996.0,12.4,875,6,87,426,371,38,872,41,14,34.1,21,51.2,500,2294,994,14,22,5,33,25,605,48,possession,ARG,"MF,FW",29-002,1996.0,12.4,4,0,0,13,50,0,79,5,19,0,0,0,58,4,9,30.8,misc,ARG,"MF,FW",29-002,1996.0,12.4,30,19,6,15,9,16,23,69.6,7,12,1,11,5,35,3,1,defense,ARG,"MF,FW",29-002,1996.0,12.4,548,710,77.2,9214,3311,261,305,85.6,201,245,82.0,60,107,56.1,2,3.6,3.8,-1.6,28,69,27,1,101,passing,ARG,"MF,FW",29-002,1996.0,12.4,7,24,11,45.8,1.94,0.89,0.21,0.45,22.6,3,2,3,4.1,1.8,0.07,2.9,3.2,shooting
ESP-La Liga,2024,Atlético Madrid,Giuliano Simeone,ARG,"MF,DF",22-114,2002.0,25,19,1418,15.8,1,5,6,1,0,0,4,0,1.9,1.9,3.6,5.5,51,34,137,0.06,0.32,0.38,0.06,0.38,0.12,0.23,0.35,0.12,0.35,standard,ARG,"MF,DF",22-114,2002.0,15.8,775,13,134,311,343,65,775,56,24,42.9,29,51.8,465,2590,1322,51,32,17,40,13,547,137,possession,ARG,"MF,DF",22-114,2002.0,15.8,4,0,0,16,30,7,35,10,9,0,0,0,66,10,22,31.3,misc,ARG,"MF,DF",22-114,2002.0,15.8,20,9,5,7,8,12,22,54.5,10,16,2,14,10,30,18,0,defense,ARG,"MF,DF",22-114,2002.0,15.8,444,590,75.3,5383,1544,307,356,86.2,103,144,71.5,7,19,36.8,5,3.6,3.3,1.4,16,23,19,7,34,passing,ARG,"MF,DF",22-114,2002.0,15.8,1,16,6,37.5,1.02,0.38,0.06,0.17,14.2,0,0,0,1.9,1.9,0.12,-0.9,-0.9,shooting
ESP-La Liga,2024,Sevilla,Gonzalo Montiel,ARG,"DF,MF",28-100,1997.0,6,1,113,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,2,3,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,standard,ARG,"DF,MF",28-100,1997.0,1.3,99,9,41,42,16,2,99,1,0,0.0,0,0.0,37,153,90,3,0,0,2,0,57,3,possession,ARG,"DF,MF",28-100,1997.0,1.3,1,0,0,3,1,0,3,2,2,0,0,0,4,1,0,100.0,misc,ARG,"DF,MF",28-100,1997.0,1.3,4,2,3,1,0,3,4,75.0,1,0,0,0,2,6,11,0,defense,ARG,"DF,MF",28-100,1997.0,1.3,68,78,87.2,1288,364,29,30,96.7,33,37,89.2,6,10,60.0,0,0.0,0.1,0.0,0,8,1,1,2,passing,ARG,"DF,MF",28-100,1997.0,1.3,0,1,0,0.0,0.8,0.0,0.0,,14.7,0,0,0,0.0,0.0,0.03,0.0,0.0,shooting
ESP-La Liga,2024,Athletic Club,Gorka Guruzeta,ESP,FW,28-211,1996.0,29,16,1459,16.2,6,2,8,6,0,0,2,0,4.7,4.6,0.8,5.4,5,22,51,0.37,0.12,0.49,0.37,0.49,0.29,0.05,0.34,0.29,0.34,standard,ESP,FW,28-211,1996.0,16.2,503,18,48,251,208,67,503,15,9,60.0,6,40.0,217,884,293,5,8,2,34,16,324,51,possession,ESP,FW,28-211,1996.0,16.2,2,0,0,34,20,5,2,6,6,0,0,0,47,31,59,34.4,misc,ESP,FW,28-211,1996.0,16.2,13,6,1,10,2,6,25,24.0,19,24,3,21,6,19,17,0,defense,ESP,FW,28-211,1996.0,16.2,239,323,74.0,3402,424,142,178,79.8,78,102,76.5,9,20,45.0,2,0.8,0.4,1.2,13,16,1,0,22,passing,ESP,FW,28-211,1996.0,16.2,6,47,16,34.0,2.9,0.99,0.13,0.38,12.9,0,0,0,4.7,4.6,0.1,1.3,1.4,shooting
ESP-La Liga,2024,Getafe,Gorka Rivera Alonso,ESP,"DF,MF",20-253,2004.0,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,"DF,MF",20-253,2004.0,0.2,17,0,7,8,2,0,17,2,0,0.0,1,50.0,5,23,5,0,0,0,2,0,5,0,possession,ESP,"DF,MF",20-253,2004.0,0.2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.0,misc,ESP,"DF,MF",20-253,2004.0,0.2,2,0,0,2,0,2,2,100.0,0,0,0,0,0,2,0,0,defense,ESP,"DF,MF",20-253,2004.0,0.2,5,11,45.5,94,27,1,2,50.0,4,7,57.1,0,2,0.0,0,0.0,0.0,0.0,0,1,0,0,1,passing,ESP,"DF,MF",20-253,2004.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ESP-La Liga,2024,Real Sociedad,Hamari Traoré,MLI,DF,33-074,1992.0,7,5,440,4.9,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,8,20,11,0.0,0.2,0.2,0.0,0.2,0.01,0.03,0.04,0.01,0.04,standard,MLI,DF,33-074,1992.0,4.9,344,15,95,193,60,7,344,4,2,50.0,2,50.0,148,618,311,8,2,4,2,1,184,11,possession,MLI,DF,33-074,1992.0,4.9,1,0,0,8,3,0,5,4,9,0,0,0,22,5,8,38.5,misc,MLI,DF,33-074,1992.0,4.9,14,9,8,5,1,11,16,68.8,5,3,1,2,4,18,15,0,defense,MLI,DF,33-074,1992.0,4.9,252,301,83.7,4316,1525,122,131,93.1,103,125,82.4,26,39,66.7,1,0.2,0.4,0.8,2,13,4,1,20,passing,MLI,DF,33-074,1992.0,4.9,0,1,0,0.0,0.2,0.0,0.0,,14.8,0,0,0,0.0,0.0,0.04,0.0,0.0,shooting
ESP-La Liga,2024,Valladolid,Henrique,BRA,DF,30-351,1994.0,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,BRA,DF,30-351,1994.0,0.5,39,1,12,23,4,0,39,1,1,100.0,0,0.0,22,91,36,0,0,0,0,2,24,1,possession,BRA,DF,30-351,1994.0,0.5,0,0,0,1,3,0,1,1,1,0,0,0,3,0,0,,misc,BRA,DF,30-351,1994.0,0.5,1,1,1,0,0,0,0,,0,3,0,3,1,2,2,0,defense,BRA,DF,30-351,1994.0,0.5,25,30,83.3,439,66,8,9,88.9,15,18,83.3,2,3,66.7,0,0.0,0.0,0.0,0,0,0,0,0,passing,BRA,DF,30-351,1994.0,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
