league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_shooting,pos_shooting,age_shooting,born_shooting,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing
GER-Bundesliga,2023,Bochum,Anthony Losilla,FRA,MF,37.0,1986.0,31,31,2576,28.6,1,2,3,1,0,0,10,0,2.3,2.3,1.5,3.7,11,100,42,0.03,0.07,0.1,0.03,0.1,0.08,0.05,0.13,0.08,0.13,standard,FRA,MF,37.0,1986.0,28.6,1,28,6,21.4,0.98,0.21,0.04,0.17,18.0,0,0,0,2.3,2.3,0.08,-1.3,-1.3,shooting,FRA,MF,37.0,1986.0,28.6,63,37,15,40,8,23,51,45.1,28,37,8,29,25,88,51,0,defense,FRA,MF,37.0,1986.0,28.6,1192,69,271,700,229,56,1192,23,10,43.5,13,56.5,431,1376,547,11,11,2,27,12,563,42,possession,FRA,MF,37.0,1986.0,28.6,10,0,0,38,22,5,6,25,37,0,0,0,136,82,54,60.3,misc,FRA,MF,37.0,1986.0,28.6,649,896,72.4,9788,3147,330,434,76.0,257,342,75.1,30,50,60.0,2,1.5,1.0,0.5,19,69,10,3,100,passing
GER-Bundesliga,2023,Stuttgart,Anthony Rouault,FRA,DF,22.0,2001.0,22,11,1010,11.2,0,2,2,0,0,0,3,0,0.1,0.1,0.8,0.9,8,68,10,0.0,0.18,0.18,0.0,0.18,0.01,0.07,0.08,0.01,0.08,standard,FRA,DF,22.0,2001.0,11.2,0,3,1,33.3,0.27,0.09,0.0,0.0,24.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,shooting,FRA,DF,22.0,2001.0,11.2,21,12,14,5,2,13,21,61.9,8,14,8,6,8,29,28,0,defense,FRA,DF,22.0,2001.0,11.2,1030,75,385,571,76,5,1030,6,2,33.3,4,66.7,639,2713,1556,8,5,0,7,3,753,10,possession,FRA,DF,22.0,2001.0,11.2,3,0,0,9,4,1,3,8,12,0,1,0,58,19,27,41.3,misc,FRA,DF,22.0,2001.0,11.2,824,931,88.5,13730,5543,406,435,93.3,344,373,92.2,61,90,67.8,2,0.8,1.2,1.2,8,64,5,1,68,passing
GER-Bundesliga,2023,Hoffenheim,Anton Stach,GER,MF,24.0,1998.0,31,26,2321,25.8,2,3,5,2,0,0,4,0,1.7,1.7,3.5,5.2,49,143,46,0.08,0.12,0.19,0.08,0.19,0.07,0.13,0.2,0.07,0.2,standard,GER,MF,24.0,1998.0,25.8,2,38,9,23.7,1.47,0.35,0.05,0.22,24.1,1,0,0,1.7,1.7,0.04,0.3,0.3,shooting,GER,MF,24.0,1998.0,25.8,73,42,40,27,6,33,63,52.4,30,38,12,26,72,145,67,1,defense,GER,MF,24.0,1998.0,25.8,1718,94,408,974,363,26,1718,60,25,41.7,30,50.0,885,5233,2621,49,43,4,40,14,978,46,possession,GER,MF,24.0,1998.0,25.8,4,0,0,30,41,0,54,72,42,1,0,0,209,52,27,65.8,misc,GER,MF,24.0,1998.0,25.8,1031,1309,78.8,16987,4924,527,603,87.4,396,476,83.2,83,164,50.6,3,3.5,2.5,-0.5,19,115,22,3,143,passing
GER-Bundesliga,2023,Mainz 05,Anton Stach,GER,MF,24.0,1998.0,2,2,170,1.9,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,3,8,10,0.0,0.0,0.0,0.0,0.0,0.1,0.06,0.16,0.1,0.16,standard,GER,MF,24.0,1998.0,1.9,0,2,1,50.0,1.06,0.53,0.0,0.0,12.8,0,0,0,0.2,0.2,0.09,-0.2,-0.2,shooting,GER,MF,24.0,1998.0,1.9,3,0,2,0,1,2,4,50.0,2,5,0,5,2,5,5,0,defense,GER,MF,24.0,1998.0,1.9,92,5,13,50,31,5,92,5,3,60.0,2,40.0,42,214,100,3,3,1,0,1,53,10,possession,GER,MF,24.0,1998.0,1.9,0,0,0,2,4,0,2,2,0,0,0,0,13,12,9,57.1,misc,GER,MF,24.0,1998.0,1.9,43,68,63.2,639,168,26,37,70.3,12,20,60.0,3,7,42.9,0,0.1,0.1,-0.1,2,7,1,0,8,passing
GER-Bundesliga,2023,Dortmund,Antonios Papadopoulos,GER,DF,23.0,1999.0,2,1,117,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GER,DF,23.0,1999.0,1.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GER,DF,23.0,1999.0,1.3,6,3,6,0,0,6,7,85.7,1,3,2,1,2,8,7,0,defense,GER,DF,23.0,1999.0,1.3,91,16,67,22,2,0,91,0,0,,0,,56,188,76,0,0,0,0,0,57,0,possession,GER,DF,23.0,1999.0,1.3,0,0,0,1,1,0,0,2,3,0,0,0,7,5,4,55.6,misc,GER,DF,23.0,1999.0,1.3,59,74,79.7,1170,316,11,14,78.6,41,45,91.1,6,12,50.0,0,0.0,0.0,0.0,0,1,0,0,1,passing
GER-Bundesliga,2023,Mainz 05,Anwar El Ghazi,NED,"MF,DF",28.0,1995.0,3,0,54,0.6,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.4,2,4,5,0.0,1.67,1.67,0.0,1.67,0.22,0.39,0.61,0.22,0.61,standard,NED,"MF,DF",28.0,1995.0,0.6,0,2,0,0.0,3.33,0.0,0.0,,21.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,shooting,NED,"MF,DF",28.0,1995.0,0.6,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,defense,NED,"MF,DF",28.0,1995.0,0.6,30,0,2,11,18,3,30,4,2,50.0,2,50.0,22,150,85,2,2,0,3,0,26,5,possession,NED,"MF,DF",28.0,1995.0,0.6,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,,misc,NED,"MF,DF",28.0,1995.0,0.6,15,22,68.2,203,47,9,12,75.0,3,6,50.0,1,1,100.0,1,0.2,0.0,0.8,2,1,0,0,4,passing
GER-Bundesliga,2023,Augsburg,Arne Maier,GER,MF,24.0,1999.0,22,10,1003,11.1,2,4,6,2,0,0,0,0,1.5,1.5,2.3,3.9,17,64,66,0.18,0.36,0.54,0.18,0.54,0.14,0.21,0.35,0.14,0.35,standard,GER,MF,24.0,1999.0,11.1,2,22,5,22.7,1.97,0.45,0.09,0.4,22.2,3,0,0,1.5,1.5,0.07,0.5,0.5,shooting,GER,MF,24.0,1999.0,11.1,14,9,5,8,1,5,14,35.7,9,19,2,17,6,20,11,0,defense,GER,MF,24.0,1999.0,11.1,692,15,86,321,293,28,692,20,12,60.0,8,40.0,350,1577,680,17,11,6,13,11,422,66,possession,GER,MF,24.0,1999.0,11.1,0,0,0,4,4,0,85,6,9,0,1,0,58,6,4,60.0,misc,GER,MF,24.0,1999.0,11.1,449,593,75.7,8314,2523,183,212,86.3,182,227,80.2,68,115,59.1,4,2.3,2.8,1.7,28,49,27,8,64,passing
GER-Bundesliga,2023,Leverkusen,Arthur,BRA,DF,20.0,2003.0,4,2,184,2.0,0,2,2,0,0,0,0,0,0.1,0.1,0.3,0.4,8,7,28,0.0,0.98,0.98,0.0,0.98,0.04,0.15,0.19,0.04,0.19,standard,BRA,DF,20.0,2003.0,2.0,0,2,1,50.0,0.98,0.49,0.0,0.0,21.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting,BRA,DF,20.0,2003.0,2.0,4,3,2,0,2,2,2,100.0,0,1,1,0,0,4,7,0,defense,BRA,DF,20.0,2003.0,2.0,131,7,35,42,56,8,131,5,2,40.0,3,60.0,79,485,307,8,6,2,2,3,88,28,possession,BRA,DF,20.0,2003.0,2.0,0,0,0,2,0,0,7,0,3,0,0,0,10,2,3,40.0,misc,BRA,DF,20.0,2003.0,2.0,88,109,80.7,1360,367,53,58,91.4,28,39,71.8,6,8,75.0,2,0.3,0.4,1.7,5,2,6,5,7,passing
GER-Bundesliga,2023,Darmstadt 98,Asaf Arania,ISR,MF,17.0,2005.0,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ISR,MF,17.0,2005.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ISR,MF,17.0,2005.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,ISR,MF,17.0,2005.0,0.1,5,0,0,2,3,0,5,0,0,,0,,2,16,9,0,1,0,0,0,4,2,possession,ISR,MF,17.0,2005.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc,ISR,MF,17.0,2005.0,0.1,4,4,100.0,60,2,3,3,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing
GER-Bundesliga,2023,Wolfsburg,Aster Vranckx,BEL,MF,20.0,2002.0,24,12,1153,12.8,0,0,0,0,0,0,6,0,0.1,0.1,0.3,0.4,3,48,9,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,standard,BEL,MF,20.0,2002.0,12.8,0,4,2,50.0,0.31,0.16,0.0,0.0,24.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting,BEL,MF,20.0,2002.0,12.8,32,15,11,11,10,15,28,53.6,13,17,6,11,14,46,29,0,defense,BEL,MF,20.0,2002.0,12.8,748,45,209,434,112,6,748,27,16,59.3,9,33.3,382,1706,569,3,6,1,15,11,472,9,possession,BEL,MF,20.0,2002.0,12.8,6,0,0,29,24,0,10,14,15,0,0,0,72,15,6,71.4,misc,BEL,MF,20.0,2002.0,12.8,499,585,85.3,8276,1835,244,269,90.7,190,212,89.6,47,74,63.5,0,0.3,0.3,-0.3,5,37,4,2,48,passing
GER-Bundesliga,2023,Stuttgart,Atakan Karazor,,MF,26.0,1996.0,33,31,2623,29.1,0,4,4,0,0,0,9,0,1.0,1.0,2.6,3.6,24,142,31,0.0,0.14,0.14,0.0,0.14,0.04,0.09,0.13,0.03,0.12,standard,,MF,26.0,1996.0,29.1,0,19,2,10.5,0.65,0.07,0.0,0.0,21.8,0,0,0,1.0,1.0,0.05,-1.0,-1.0,shooting,,MF,26.0,1996.0,29.1,72,44,23,38,11,29,60,48.3,31,37,8,29,27,99,43,0,defense,,MF,26.0,1996.0,29.1,2181,61,378,1434,382,15,2181,27,5,18.5,14,51.9,1149,4345,1991,24,42,0,23,19,1574,31,possession,,MF,26.0,1996.0,29.1,9,0,0,28,61,0,4,27,44,0,0,0,174,44,38,53.7,misc,,MF,26.0,1996.0,29.1,1698,1900,89.4,24791,6910,946,1027,92.1,637,684,93.1,55,75,73.3,4,2.6,2.5,1.4,29,138,19,3,142,passing
GER-Bundesliga,2023,Freiburg,Attila Szalai,HUN,DF,25.0,1998.0,3,0,103,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,standard,HUN,DF,25.0,1998.0,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,HUN,DF,25.0,1998.0,1.1,1,1,1,0,0,1,2,50.0,1,5,2,3,1,2,11,1,defense,HUN,DF,25.0,1998.0,1.1,92,24,53,36,3,1,92,0,0,,0,,55,229,137,1,1,1,0,2,58,0,possession,HUN,DF,25.0,1998.0,1.1,0,0,0,0,0,1,0,1,1,0,0,0,4,2,2,50.0,misc,HUN,DF,25.0,1998.0,1.1,58,72,80.6,1064,580,20,23,87.0,33,39,84.6,4,8,50.0,0,0.1,0.2,-0.1,1,2,1,0,5,passing
GER-Bundesliga,2023,Hoffenheim,Attila Szalai,HUN,DF,25.0,1998.0,4,4,288,3.2,0,0,0,0,0,0,1,0,0.0,0.0,0.5,0.5,2,13,3,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.16,standard,HUN,DF,25.0,1998.0,3.2,0,1,1,100.0,0.31,0.31,0.0,0.0,39.5,0,0,0,0.0,0.0,0.01,0.0,0.0,shooting,HUN,DF,25.0,1998.0,3.2,3,1,3,0,0,1,4,25.0,3,6,2,4,1,4,7,0,defense,HUN,DF,25.0,1998.0,3.2,202,12,83,100,19,0,202,1,0,0.0,1,100.0,123,397,218,2,2,0,1,0,135,3,possession,HUN,DF,25.0,1998.0,3.2,1,0,0,7,0,0,5,1,1,0,0,1,11,5,5,50.0,misc,HUN,DF,25.0,1998.0,3.2,131,178,73.6,2249,1119,53,62,85.5,63,77,81.8,10,30,33.3,0,0.5,0.8,-0.5,2,10,2,1,13,passing
GER-Bundesliga,2023,Eint Frankfurt,Aurélio Buta,POR,"DF,MF",26.0,1997.0,30,20,1744,19.4,1,1,2,1,0,0,5,0,0.5,0.5,0.7,1.2,51,90,104,0.05,0.05,0.1,0.05,0.1,0.02,0.04,0.06,0.02,0.06,standard,POR,"DF,MF",26.0,1997.0,19.4,1,13,4,30.8,0.67,0.21,0.08,0.25,21.3,0,0,0,0.5,0.5,0.04,0.5,0.5,shooting,POR,"DF,MF",26.0,1997.0,19.4,40,25,19,16,5,21,38,55.3,17,24,5,19,15,55,36,0,defense,POR,"DF,MF",26.0,1997.0,19.4,1300,54,334,620,355,47,1300,32,11,34.4,19,59.4,644,3001,1452,51,29,17,22,20,772,104,possession,POR,"DF,MF",26.0,1997.0,19.4,5,0,0,23,23,1,46,15,25,0,0,0,94,29,20,59.2,misc,POR,"DF,MF",26.0,1997.0,19.4,875,1112,78.7,12888,4356,502,570,88.1,293,378,77.5,47,96,49.0,1,0.7,1.7,0.3,9,71,26,6,90,passing
GER-Bundesliga,2023,Mainz 05,Aymen Barkok,MAR,"MF,FW",25.0,1998.0,13,1,321,3.6,1,0,1,1,0,1,2,0,1.7,0.9,0.3,1.2,14,16,33,0.28,0.0,0.28,0.28,0.28,0.48,0.07,0.55,0.26,0.33,standard,MAR,"MF,FW",25.0,1998.0,3.6,1,11,6,54.5,3.08,1.68,0.09,0.17,17.2,0,0,1,1.7,0.9,0.08,-0.7,0.1,shooting,MAR,"MF,FW",25.0,1998.0,3.6,9,5,2,6,1,3,6,50.0,3,7,0,7,2,11,1,0,defense,MAR,"MF,FW",25.0,1998.0,3.6,238,2,19,116,103,19,237,8,2,25.0,4,50.0,123,655,344,14,4,5,12,5,174,33,possession,MAR,"MF,FW",25.0,1998.0,3.6,2,0,0,15,3,0,13,2,5,0,0,0,18,11,14,44.0,misc,MAR,"MF,FW",25.0,1998.0,3.6,118,184,64.1,1842,639,64,90,71.1,39,59,66.1,9,20,45.0,0,0.3,0.6,-0.3,5,11,4,1,16,passing
GER-Bundesliga,2023,Union Berlin,Aïssa Laïdouni,TUN,MF,26.0,1996.0,23,10,1071,11.9,0,3,3,0,0,0,2,0,0.7,0.7,1.0,1.7,24,56,41,0.0,0.25,0.25,0.0,0.25,0.06,0.09,0.14,0.06,0.14,standard,TUN,MF,26.0,1996.0,11.9,0,13,5,38.5,1.09,0.42,0.0,0.0,21.7,0,0,0,0.7,0.7,0.05,-0.7,-0.7,shooting,TUN,MF,26.0,1996.0,11.9,21,12,4,12,5,4,12,33.3,8,26,2,24,12,33,14,2,defense,TUN,MF,26.0,1996.0,11.9,666,19,142,340,197,24,666,27,10,37.0,16,59.3,366,2025,895,24,17,5,16,20,438,41,possession,TUN,MF,26.0,1996.0,11.9,2,0,0,20,27,0,22,12,12,0,0,0,80,12,14,46.2,misc,TUN,MF,26.0,1996.0,11.9,404,512,78.9,6574,1856,194,228,85.1,154,191,80.6,35,52,67.3,3,1.0,1.6,2.0,12,38,17,5,56,passing
GER-Bundesliga,2023,Hoffenheim,Bambasé Conté,GER,"MF,FW",20.0,2003.0,7,0,48,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,3,2,8,0.0,0.0,0.0,0.0,0.0,0.34,0.07,0.41,0.34,0.41,standard,GER,"MF,FW",20.0,2003.0,0.5,0,3,0,0.0,5.63,0.0,0.0,,19.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2,shooting,GER,"MF,FW",20.0,2003.0,0.5,3,3,2,0,1,1,1,100.0,0,0,0,0,0,3,0,0,defense,GER,"MF,FW",20.0,2003.0,0.5,39,2,6,15,18,5,39,6,2,33.3,3,50.0,23,166,79,3,2,2,1,2,27,8,possession,GER,"MF,FW",20.0,2003.0,0.5,0,0,0,3,6,0,1,0,3,0,0,0,7,1,1,50.0,misc,GER,"MF,FW",20.0,2003.0,0.5,19,24,79.2,228,61,14,15,93.3,4,6,66.7,1,3,33.3,0,0.0,0.0,0.0,1,3,1,0,2,passing
GER-Bundesliga,2023,Darmstadt 98,Bartol Franjić,CRO,MF,23.0,2000.0,20,14,1229,13.7,0,1,1,0,0,0,5,0,0.3,0.3,0.2,0.5,13,50,14,0.0,0.07,0.07,0.0,0.07,0.02,0.02,0.04,0.02,0.04,standard,CRO,MF,23.0,2000.0,13.7,0,4,0,0.0,0.29,0.0,0.0,,18.3,0,0,0,0.3,0.3,0.07,-0.3,-0.3,shooting,CRO,MF,23.0,2000.0,13.7,15,12,4,10,1,7,28,25.0,21,12,4,8,30,45,29,2,defense,CRO,MF,23.0,2000.0,13.7,689,44,214,410,72,7,689,13,7,53.8,6,46.2,327,1782,841,13,8,1,13,8,418,14,possession,CRO,MF,23.0,2000.0,13.7,5,0,0,20,2,0,4,30,12,0,0,0,63,17,19,47.2,misc,CRO,MF,23.0,2000.0,13.7,462,556,83.1,8068,1949,203,240,84.6,211,234,90.2,40,56,71.4,1,0.2,0.3,0.8,2,39,2,1,50,passing
GER-Bundesliga,2023,Union Berlin,Benedict Hollerbach,GER,"FW,MF",22.0,2001.0,28,15,1282,14.2,5,0,5,5,0,0,2,0,3.4,3.4,1.3,4.7,49,39,126,0.35,0.0,0.35,0.35,0.35,0.24,0.09,0.33,0.24,0.33,standard,GER,"FW,MF",22.0,2001.0,14.2,5,34,10,29.4,2.39,0.7,0.15,0.5,16.1,0,0,0,3.4,3.4,0.1,1.6,1.6,shooting,GER,"FW,MF",22.0,2001.0,14.2,17,11,5,7,5,7,22,31.8,15,28,0,28,4,21,3,0,defense,GER,"FW,MF",22.0,2001.0,14.2,659,9,70,289,316,77,659,74,30,40.5,41,55.4,408,3029,1220,49,28,24,66,52,473,126,possession,GER,"FW,MF",22.0,2001.0,14.2,2,0,0,29,20,4,44,4,11,0,0,0,59,19,38,33.3,misc,GER,"FW,MF",22.0,2001.0,14.2,253,398,63.6,3663,963,153,190,80.5,69,106,65.1,17,35,48.6,0,1.3,1.4,-1.3,14,18,18,5,39,passing
GER-Bundesliga,2023,Heidenheim,Benedikt Gimber,GER,DF,26.0,1997.0,24,24,2021,22.5,1,1,2,1,0,0,9,0,1.4,1.4,1.1,2.5,3,25,6,0.04,0.04,0.09,0.04,0.09,0.06,0.05,0.11,0.06,0.11,standard,GER,DF,26.0,1997.0,22.5,1,18,3,16.7,0.8,0.13,0.06,0.33,12.2,0,0,0,1.4,1.4,0.08,-0.4,-0.4,shooting,GER,DF,26.0,1997.0,22.5,40,24,25,14,1,19,35,54.3,16,27,17,10,16,56,101,1,defense,GER,DF,26.0,1997.0,22.5,1095,146,712,353,42,26,1095,11,8,72.7,1,9.1,568,3261,1456,3,1,0,13,4,588,6,possession,GER,DF,26.0,1997.0,22.5,9,0,0,40,27,0,3,16,24,0,2,1,87,48,41,53.9,misc,GER,DF,26.0,1997.0,22.5,681,846,80.5,14351,4173,160,192,83.3,429,476,90.1,91,156,58.3,1,1.1,1.1,-0.1,3,14,0,0,25,passing
GER-Bundesliga,2023,RB Leipzig,Benjamin Henrichs,GER,DF,26.0,1997.0,33,28,2526,28.1,1,5,6,1,0,0,5,0,2.5,2.5,4.4,6.9,53,124,161,0.04,0.18,0.21,0.04,0.21,0.09,0.16,0.25,0.09,0.25,standard,GER,DF,26.0,1997.0,28.1,1,35,9,25.7,1.25,0.32,0.03,0.11,19.1,4,0,0,2.5,2.5,0.07,-1.5,-1.5,shooting,GER,DF,26.0,1997.0,28.1,68,39,32,26,10,27,58,46.6,31,49,4,45,33,101,37,0,defense,GER,DF,26.0,1997.0,28.1,1959,61,508,850,620,68,1959,54,33,61.1,15,27.8,1113,5443,2958,53,51,7,32,20,1244,161,possession,GER,DF,26.0,1997.0,28.1,5,0,0,27,34,2,67,33,39,0,2,0,163,23,22,51.1,misc,GER,DF,26.0,1997.0,28.1,1314,1670,78.7,21612,8038,657,743,88.4,548,673,81.4,85,165,51.5,5,4.4,6.0,0.6,40,78,46,11,124,passing
GER-Bundesliga,2023,RB Leipzig,Benjamin Šeško,SVN,FW,20.0,2003.0,31,17,1526,17.0,14,2,16,14,0,0,0,0,7.7,7.7,1.1,8.8,21,22,98,0.83,0.12,0.94,0.83,0.94,0.45,0.07,0.52,0.45,0.52,standard,SVN,FW,20.0,2003.0,17.0,14,47,25,53.2,2.77,1.47,0.3,0.56,13.0,0,0,0,7.7,7.7,0.16,6.3,6.3,shooting,SVN,FW,20.0,2003.0,17.0,13,5,2,7,4,2,9,22.2,7,23,2,21,3,16,27,0,defense,SVN,FW,20.0,2003.0,17.0,528,31,67,215,253,87,528,35,17,48.6,16,45.7,273,1321,581,21,13,15,32,38,381,98,possession,SVN,FW,20.0,2003.0,17.0,0,0,0,14,10,12,4,3,5,0,0,0,28,38,29,56.7,misc,SVN,FW,20.0,2003.0,17.0,215,330,65.2,2541,538,135,183,73.8,53,77,68.8,4,10,40.0,2,1.1,1.3,0.9,12,8,7,0,22,passing
GER-Bundesliga,2023,Wolfsburg,Bennit Bröger,GER,FW,17.0,2006.0,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GER,FW,17.0,2006.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GER,FW,17.0,2006.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,GER,FW,17.0,2006.0,0.1,8,0,1,5,2,0,8,2,0,0.0,1,50.0,6,19,8,0,0,0,1,1,7,0,possession,GER,FW,17.0,2006.0,0.1,0,0,0,1,2,0,0,0,0,0,0,0,2,0,2,0.0,misc,GER,FW,17.0,2006.0,0.1,2,4,50.0,13,0,2,3,66.7,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing
GER-Bundesliga,2023,Köln,Benno Schmitz,GER,DF,28.0,1994.0,22,13,1155,12.8,0,1,1,0,0,0,5,0,0.2,0.2,0.3,0.5,27,70,47,0.0,0.08,0.08,0.0,0.08,0.02,0.02,0.04,0.02,0.04,standard,GER,DF,28.0,1994.0,12.8,0,8,5,62.5,0.62,0.39,0.0,0.0,23.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2,shooting,GER,DF,28.0,1994.0,12.8,27,15,20,7,0,17,34,50.0,17,19,4,15,7,34,29,0,defense,GER,DF,28.0,1994.0,12.8,821,37,216,378,237,11,821,14,5,35.7,7,50.0,349,1573,847,27,22,2,6,0,433,47,possession,GER,DF,28.0,1994.0,12.8,5,0,0,9,10,0,40,7,15,0,0,0,59,14,22,38.9,misc,GER,DF,28.0,1994.0,12.8,502,709,70.8,7950,3765,258,301,85.7,189,261,72.4,39,88,44.3,1,0.3,1.1,0.7,5,41,16,6,70,passing
GER-Bundesliga,2023,Bochum,Bernardo,BRA,DF,28.0,1995.0,33,33,2924,32.5,1,0,1,1,0,0,9,0,1.9,1.9,0.5,2.4,26,127,38,0.03,0.0,0.03,0.03,0.03,0.06,0.01,0.07,0.06,0.07,standard,BRA,DF,28.0,1995.0,32.5,1,29,8,27.6,0.89,0.25,0.03,0.13,12.4,0,0,0,1.9,1.9,0.07,-0.9,-0.9,shooting,BRA,DF,28.0,1995.0,32.5,99,58,56,35,8,45,69,65.2,24,66,30,36,55,154,120,1,defense,BRA,DF,28.0,1995.0,32.5,2103,200,761,1070,286,51,2103,23,12,52.2,9,39.1,796,3775,1777,26,23,1,32,16,923,38,possession,BRA,DF,28.0,1995.0,32.5,9,0,0,54,28,2,30,55,58,0,2,0,197,145,81,64.2,misc,BRA,DF,28.0,1995.0,32.5,1167,1622,71.9,20655,8434,528,639,82.6,495,651,76.0,118,240,49.2,0,0.5,1.3,-0.5,13,122,14,10,127,passing
GER-Bundesliga,2023,Leverkusen,Borja Iglesias,ESP,FW,30.0,1993.0,7,2,256,2.8,0,0,0,0,0,0,0,0,1.4,1.4,0.3,1.6,3,5,19,0.0,0.0,0.0,0.0,0.0,0.48,0.1,0.58,0.48,0.58,standard,ESP,FW,30.0,1993.0,2.8,0,8,3,37.5,2.81,1.05,0.0,0.0,15.2,0,0,0,1.4,1.4,0.17,-1.4,-1.4,shooting,ESP,FW,30.0,1993.0,2.8,1,0,0,1,0,0,1,0.0,1,2,0,2,1,2,1,0,defense,ESP,FW,30.0,1993.0,2.8,96,1,2,28,66,19,96,1,0,0.0,1,100.0,62,314,74,3,2,3,5,6,82,19,possession,ESP,FW,30.0,1993.0,2.8,0,0,0,2,3,1,1,1,0,0,0,0,5,4,6,40.0,misc,ESP,FW,30.0,1993.0,2.8,58,75,77.3,752,113,33,42,78.6,19,20,95.0,1,1,100.0,0,0.3,0.4,-0.3,3,3,3,0,5,passing
