league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_shooting,pos_shooting,age_shooting,born_shooting,90s,Standard Gls,Standard Sh,Standard SoT,Standard Sh/90,Standard SoT/90,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_misc,pos_misc,age_misc,born_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,stat_type_misc,nation_possession,pos_possession,age_possession,born_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Tkld,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_defense,pos_defense,age_defense,born_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense
ITA-Serie A,2023,Atalanta,Emil Holm,SWE,DF,23,2000,22,12,947,10.5,1,1,2,1,0,0,5,0,2.7,2.7,0.8,3.6,28,27,80,0.1,0.1,0.19,0.1,0.19,0.26,0.08,0.34,0.26,0.34,standard,SWE,DF,23,2000,10.5,1,26,8,2.47,0.76,0,0,0,2.7,2.7,-1.7,-1.7,shooting,SWE,DF,23,2000,5,0,0,14,21,1,35,7,19,2,0,0,57,28,24,misc,SWE,DF,23,2000,635,33,161,249,233,43,635,32,18,12,290,2133,1000,28,20,5,35,18,358,80,possession,SWE,DF,23,2000,10.5,304,457,66.5,4675,1618,171,214,79.9,107,153,69.9,21,55,1,0.8,1.0,0.2,4,18,8,6,27,passing,SWE,DF,23,2000,28,19,17,9,2,16,36,20,25,3,22,7,35,25,0,defense
ITA-Serie A,2023,Empoli,Emmanuel Ekong,SWE,FW,21,2002,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.19,standard,SWE,FW,21,2002,0.1,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,SWE,FW,21,2002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,misc,SWE,FW,21,2002,4,0,0,3,1,1,4,3,0,2,4,36,1,0,0,0,0,0,4,1,possession,SWE,FW,21,2002,0.1,1,1,100.0,12,0,1,1,100.0,0,0,84.9,0,0,0,0.0,0.0,0.0,1,0,0,0,0,passing,SWE,FW,21,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,defense
ITA-Serie A,2023,Empoli,Emmanuel Gyasi,GHA,"DF,FW",29,1994,33,21,1879,20.9,1,2,3,1,0,0,8,0,3.5,3.5,1.5,5.0,15,41,60,0.05,0.1,0.14,0.05,0.14,0.17,0.07,0.24,0.17,0.24,standard,GHA,"DF,FW",29,1994,20.9,1,16,6,0.77,0.29,0,0,0,3.5,3.5,-2.5,-2.5,shooting,GHA,"DF,FW",29,1994,8,0,0,40,21,6,23,5,17,0,0,0,90,17,37,misc,GHA,"DF,FW",29,1994,739,49,187,351,212,34,739,21,3,15,398,1793,639,15,14,4,25,21,432,60,possession,GHA,"DF,FW",29,1994,20.9,412,550,74.9,5864,1972,244,292,83.6,138,177,78.0,12,29,2,1.5,1.0,0.5,10,22,14,3,41,passing,GHA,"DF,FW",29,1994,34,17,18,13,3,15,32,17,30,12,18,5,39,27,1,defense
ITA-Serie A,2023,Cagliari,Edoardo Goldaniga,ITA,DF,29,1993,13,12,1011,11.2,0,0,0,0,0,0,3,0,0.5,0.5,0.1,0.7,9,50,3,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,standard,ITA,DF,29,1993,11.2,0,4,3,0.36,0.27,0,0,0,0.5,0.5,-0.5,-0.5,shooting,ITA,DF,29,1993,3,0,0,14,10,3,10,15,7,0,0,0,37,18,18,misc,ITA,DF,29,1993,648,70,314,293,44,5,648,0,0,0,318,1757,1217,9,6,0,7,0,386,3,possession,ITA,DF,29,1993,11.2,438,553,79.2,9533,3744,116,132,87.9,251,284,88.4,68,130,0,0.1,0.4,-0.1,4,37,6,3,50,passing,ITA,DF,29,1993,12,7,9,3,0,4,10,6,11,7,4,15,27,37,1,defense
ITA-Serie A,2023,Udinese,Enzo Ebosse,CMR,DF,24,1999,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,CMR,DF,24,1999,0.1,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,CMR,DF,24,1999,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,misc,CMR,DF,24,1999,17,5,9,8,0,0,17,0,0,0,12,38,21,0,0,0,0,0,12,0,possession,CMR,DF,24,1999,0.1,12,15,80.0,222,57,4,4,100.0,7,9,77.8,1,2,0,0.0,0.0,0.0,0,1,0,0,1,passing,CMR,DF,24,1999,1,1,1,0,0,0,1,1,0,0,0,1,2,0,0,defense
ITA-Serie A,2023,Salernitana,Erik Botheim,NOR,"FW,MF",23,2000,7,4,316,3.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,5,9,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,standard,NOR,"FW,MF",23,2000,3.5,0,1,0,0.28,0.0,0,0,0,0.1,0.1,-0.1,-0.1,shooting,NOR,"FW,MF",23,2000,1,0,0,2,11,0,1,0,0,0,0,0,7,2,17,misc,NOR,"FW,MF",23,2000,86,2,11,49,27,7,86,4,1,2,47,189,52,3,1,2,3,0,57,9,possession,NOR,"FW,MF",23,2000,3.5,48,65,73.8,653,76,32,41,78.0,12,14,85.7,1,2,0,0.0,0.1,0.0,0,2,1,0,5,passing,NOR,"FW,MF",23,2000,2,0,2,0,0,0,1,1,3,0,3,0,2,2,0,defense
ITA-Serie A,2023,Empoli,Etrit Berisha,ALB,GK,34,1989,14,14,1260,14.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ALB,GK,34,1989,14.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ALB,GK,34,1989,0,0,0,0,2,0,0,0,0,0,0,0,26,7,0,misc,ALB,GK,34,1989,532,456,530,2,0,0,532,0,0,0,314,1627,997,0,0,0,1,0,245,0,possession,ALB,GK,34,1989,14.0,339,494,68.6,8491,5766,73,73,100.0,184,188,97.9,81,228,0,0.0,0.0,0.0,0,6,0,0,0,passing,ALB,GK,34,1989,0,0,0,0,0,0,1,1,0,0,0,0,0,7,1,defense
ITA-Serie A,2023,Fiorentina,Fabiano Parisi,ITA,DF,22,2000,21,16,1454,16.2,0,1,1,0,0,0,4,0,0.9,0.9,2.4,3.3,50,78,64,0.0,0.06,0.06,0.0,0.06,0.06,0.15,0.2,0.06,0.2,standard,ITA,DF,22,2000,16.2,0,12,2,0.74,0.12,0,0,0,0.9,0.9,-0.9,-0.9,shooting,ITA,DF,22,2000,4,0,0,14,38,0,42,17,15,0,3,0,124,24,20,misc,ITA,DF,22,2000,1171,51,327,551,313,25,1171,42,24,11,702,4605,2491,50,41,10,25,17,705,64,possession,ITA,DF,22,2000,16.2,830,1001,82.9,14051,4372,411,453,90.7,344,404,85.1,65,99,1,2.4,1.3,-1.4,16,56,20,5,78,passing,ITA,DF,22,2000,30,15,11,12,7,15,26,11,21,5,16,17,47,26,0,defense
ITA-Serie A,2023,Napoli,Elif Elmas,MKD,"FW,MF",23,1999,11,4,339,3.8,2,0,2,2,0,0,2,0,0.5,0.5,0.2,0.7,14,16,26,0.53,0.0,0.53,0.53,0.53,0.13,0.06,0.19,0.13,0.19,standard,MKD,"FW,MF",23,1999,3.8,2,6,6,1.59,1.59,0,0,0,0.5,0.5,1.5,1.5,shooting,MKD,"FW,MF",23,1999,2,0,0,7,6,1,6,2,3,0,0,0,19,1,6,misc,MKD,"FW,MF",23,1999,240,7,27,107,111,12,240,13,6,7,140,1045,623,14,13,4,9,7,181,26,possession,MKD,"FW,MF",23,1999,3.8,167,191,87.4,2276,469,116,122,95.1,39,48,81.3,7,10,0,0.2,0.3,-0.2,6,14,1,0,16,passing,MKD,"FW,MF",23,1999,4,3,1,3,0,2,2,0,2,0,2,2,6,8,0,defense
ITA-Serie A,2023,Lazio,Elseid Hysaj,ALB,DF,29,1994,22,11,1199,13.3,0,0,0,0,0,0,2,0,0.2,0.2,0.4,0.7,27,51,41,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,standard,ALB,DF,29,1994,13.3,0,2,1,0.15,0.08,0,0,0,0.2,0.2,-0.2,-0.2,shooting,ALB,DF,29,1994,2,0,0,14,9,3,18,17,14,0,0,0,72,14,13,misc,ALB,DF,29,1994,967,45,310,496,166,8,967,8,2,6,483,2815,1444,27,23,1,12,8,619,41,possession,ALB,DF,29,1994,13.3,713,850,83.9,10858,4236,400,438,91.3,248,291,85.2,41,78,0,0.4,1.0,-0.4,9,46,10,5,51,passing,ALB,DF,29,1994,24,14,8,13,3,15,24,9,16,6,10,17,41,31,0,defense
ITA-Serie A,2023,Salernitana,Emanuel Vignato,ITA,"MF,FW",22,2000,9,3,311,3.5,0,1,1,0,0,0,1,0,0.0,0.0,0.3,0.4,5,11,15,0.0,0.29,0.29,0.0,0.29,0.01,0.1,0.11,0.01,0.11,standard,ITA,"MF,FW",22,2000,3.5,0,1,0,0.29,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ITA,"MF,FW",22,2000,1,0,0,3,1,1,2,1,7,0,0,0,12,0,4,misc,ITA,"MF,FW",22,2000,155,5,31,86,38,5,155,2,1,0,87,497,193,5,5,1,8,1,98,15,possession,ITA,"MF,FW",22,2000,3.5,90,120,75.0,1419,407,48,57,84.2,29,39,74.4,7,10,1,0.3,0.1,0.7,5,11,0,0,11,passing,ITA,"MF,FW",22,2000,10,7,4,5,1,5,6,1,1,0,1,1,11,7,0,defense
ITA-Serie A,2023,Sassuolo,Domenico Berardi,ITA,FW,28,1994,17,17,1431,15.9,9,3,12,4,5,5,6,0,6.5,2.6,3.0,5.6,38,83,123,0.57,0.19,0.75,0.25,0.44,0.41,0.19,0.6,0.16,0.35,standard,ITA,FW,28,1994,15.9,9,46,19,2.89,1.19,2,5,5,6.5,2.6,2.5,1.4,shooting,ITA,FW,28,1994,6,0,0,28,28,4,72,13,8,1,0,0,57,9,18,misc,ITA,FW,28,1994,829,9,67,340,430,63,824,28,11,14,496,2734,1220,38,26,14,31,24,607,123,possession,ITA,FW,28,1994,15.9,409,641,63.8,8116,2265,185,241,76.8,140,204,68.6,73,140,3,3.0,2.5,0.0,27,48,29,6,83,passing,ITA,FW,28,1994,17,8,7,9,1,2,21,19,17,0,17,13,30,9,0,defense
ITA-Serie A,2023,Inter,Emil Audero,IDN,GK,26,1997,4,4,337,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,IDN,GK,26,1997,3.7,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,IDN,GK,26,1997,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,misc,IDN,GK,26,1997,200,173,200,0,0,0,200,0,0,0,147,639,377,0,0,0,0,0,139,0,possession,IDN,GK,26,1997,3.7,166,197,84.3,3484,2227,44,45,97.8,96,100,96.0,25,49,0,0.0,0.0,0.0,0,1,0,0,0,passing,IDN,GK,26,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,defense
ITA-Serie A,2023,Genoa,Emil Bohinen,NOR,MF,24,1999,5,0,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.17,standard,NOR,MF,24,1999,0.6,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,NOR,MF,24,1999,0,0,0,0,0,0,2,0,1,0,0,0,11,2,1,misc,NOR,MF,24,1999,47,6,17,21,10,0,47,1,0,1,23,127,83,1,1,0,3,1,18,1,possession,NOR,MF,24,1999,0.6,26,34,76.5,395,157,13,15,86.7,7,10,70.0,2,4,0,0.1,0.1,-0.1,2,4,2,1,3,passing,NOR,MF,24,1999,1,1,0,1,0,0,0,0,1,0,1,0,1,3,0,defense
ITA-Serie A,2023,Salernitana,Emil Bohinen,NOR,MF,24,1999,12,7,535,5.9,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,7,26,10,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,standard,NOR,MF,24,1999,5.9,0,4,0,0.67,0.0,0,0,0,0.1,0.1,-0.1,-0.1,shooting,NOR,MF,24,1999,1,0,0,5,6,0,2,14,6,0,0,0,42,11,10,misc,NOR,MF,24,1999,406,13,101,237,74,4,406,12,5,7,208,1122,500,7,8,0,10,5,262,10,possession,NOR,MF,24,1999,5.9,262,333,78.7,4069,1031,130,153,85.0,103,121,85.1,16,24,0,0.2,0.1,-0.2,5,18,2,0,26,passing,NOR,MF,24,1999,8,6,5,3,0,2,10,8,8,2,6,14,22,6,1,defense
ITA-Serie A,2023,Sassuolo,Emil Ceide,NOR,"FW,MF",21,2001,11,0,176,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,12,3,16,0.0,0.0,0.0,0.0,0.0,0.05,0.12,0.17,0.05,0.17,standard,NOR,"FW,MF",21,2001,2.0,0,2,0,1.02,0.0,0,0,0,0.1,0.1,-0.1,-0.1,shooting,NOR,"FW,MF",21,2001,0,0,0,2,1,0,5,0,2,0,0,0,7,0,3,misc,NOR,"FW,MF",21,2001,85,1,13,31,45,9,85,21,13,7,55,581,319,12,6,5,4,5,62,16,possession,NOR,"FW,MF",21,2001,2.0,40,59,67.8,521,189,27,33,81.8,10,14,71.4,1,2,0,0.2,0.2,-0.2,4,2,2,0,3,passing,NOR,"FW,MF",21,2001,2,2,1,1,0,1,1,0,6,1,5,0,2,0,0,defense
ITA-Serie A,2023,Salernitana,Dylan Bronn,TUN,"DF,MF",28,1995,4,0,52,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,standard,TUN,"DF,MF",28,1995,0.6,0,1,0,1.73,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,TUN,"DF,MF",28,1995,0,0,0,0,2,0,0,0,0,0,0,0,0,4,4,misc,TUN,"DF,MF",28,1995,20,4,9,9,2,2,20,0,0,0,9,36,20,1,0,0,0,0,10,0,possession,TUN,"DF,MF",28,1995,0.6,8,12,66.7,116,60,5,6,83.3,3,4,75.0,0,2,0,0.0,0.0,0.0,0,2,1,0,1,passing,TUN,"DF,MF",28,1995,0,0,0,0,0,0,1,1,2,0,2,0,0,4,0,defense
ITA-Serie A,2023,Inter,Ebenezer Akinsanmiro,NGA,MF,18,2004,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.23,standard,NGA,MF,18,2004,0.2,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,NGA,MF,18,2004,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,misc,NGA,MF,18,2004,9,0,3,6,1,0,9,0,0,0,9,83,11,0,1,0,1,1,10,0,possession,NGA,MF,18,2004,0.2,7,8,87.5,83,45,6,6,100.0,1,1,100.0,0,0,0,0.0,0.0,0.0,1,1,1,0,2,passing,NGA,MF,18,2004,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,defense
ITA-Serie A,2023,Roma,Edoardo Bove,ITA,MF,21,2002,31,18,1780,19.8,0,2,2,0,0,0,2,0,2.0,2.0,0.7,2.7,21,88,47,0.0,0.1,0.1,0.0,0.1,0.1,0.04,0.14,0.1,0.14,standard,ITA,MF,21,2002,19.8,0,19,6,0.96,0.3,0,0,0,2.0,2.0,-2.0,-2.0,shooting,ITA,MF,21,2002,2,0,0,31,37,1,8,11,31,0,0,0,95,29,35,misc,ITA,MF,21,2002,980,20,165,557,265,36,980,18,9,7,558,2442,1095,21,24,2,27,27,662,47,possession,ITA,MF,21,2002,19.8,649,780,83.2,9698,2639,378,423,89.4,225,258,87.2,31,48,2,0.7,1.2,1.3,16,59,19,1,88,passing,ITA,MF,21,2002,60,31,16,31,13,27,46,19,21,1,20,11,71,11,1,defense
ITA-Serie A,2023,Torino,Demba Seck,SEN,MF,22,2001,9,5,425,4.7,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.5,23,12,25,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.1,0.07,0.1,standard,SEN,MF,22,2001,4.7,0,9,2,1.91,0.42,0,0,0,0.3,0.3,-0.3,-0.3,shooting,SEN,MF,22,2001,1,0,0,9,8,0,2,1,3,0,0,0,22,3,10,misc,SEN,MF,22,2001,160,1,11,65,88,16,160,20,7,8,119,1109,542,23,20,10,14,10,126,25,possession,SEN,MF,22,2001,4.7,82,109,75.2,1195,260,44,54,81.5,32,38,84.2,3,4,0,0.1,0.2,-0.1,2,9,4,0,12,passing,SEN,MF,22,2001,5,3,1,4,0,3,4,1,1,0,1,1,6,0,0,defense
ITA-Serie A,2023,Atalanta,El Bilal Touré,MLI,FW,21,2001,11,3,394,4.4,2,0,2,2,0,0,2,0,1.2,1.2,0.8,2.0,16,11,39,0.46,0.0,0.46,0.46,0.46,0.28,0.18,0.46,0.28,0.46,standard,MLI,FW,21,2001,4.4,2,12,4,2.74,0.91,0,0,0,1.2,1.2,0.8,0.8,shooting,MLI,FW,21,2001,2,0,0,13,8,3,2,1,1,1,0,0,8,14,14,misc,MLI,FW,21,2001,179,2,6,56,117,21,179,14,3,9,128,1009,417,16,15,2,18,16,160,39,possession,MLI,FW,21,2001,4.4,92,126,73.0,1229,181,58,75,77.3,25,29,86.2,2,4,0,0.8,0.6,-0.8,7,2,5,0,11,passing,MLI,FW,21,2001,1,1,0,1,0,0,1,1,0,0,0,1,2,2,0,defense
ITA-Serie A,2023,Hellas Verona,Elayis Tavsan,NED,"MF,FW",22,2001,3,0,50,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,2,1,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.19,0.19,standard,NED,"MF,FW",22,2001,0.6,0,3,1,5.4,1.8,0,0,0,0.1,0.1,-0.1,-0.1,shooting,NED,"MF,FW",22,2001,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,misc,NED,"MF,FW",22,2001,14,0,3,3,8,1,14,1,1,0,10,82,46,2,1,1,0,0,10,1,possession,NED,"MF,FW",22,2001,0.6,7,8,87.5,143,42,3,3,100.0,3,3,100.0,1,2,0,0.0,0.0,0.0,0,0,1,0,2,passing,NED,"MF,FW",22,2001,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,defense
ITA-Serie A,2023,Cagliari,Eldor Shomurodov,UZB,"FW,MF",28,1995,22,10,936,10.4,3,3,6,3,0,0,1,0,3.5,3.5,1.7,5.2,12,18,52,0.29,0.29,0.58,0.29,0.58,0.34,0.16,0.5,0.34,0.5,standard,UZB,"FW,MF",28,1995,10.4,3,21,7,2.02,0.67,0,0,0,3.5,3.5,-0.5,-0.5,shooting,UZB,"FW,MF",28,1995,1,0,0,11,11,2,7,4,4,0,0,0,38,21,44,misc,UZB,"FW,MF",28,1995,364,4,33,164,174,46,364,28,10,16,191,1087,348,12,13,7,47,19,246,52,possession,UZB,"FW,MF",28,1995,10.4,153,230,66.5,2048,487,97,131,74.0,44,59,74.6,6,14,3,1.7,1.1,1.3,10,10,5,2,18,passing,UZB,"FW,MF",28,1995,11,4,2,6,3,6,10,4,5,0,5,4,15,4,0,defense
ITA-Serie A,2023,Empoli,Elia Caprile,ITA,GK,21,2001,23,23,2070,23.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,standard,ITA,GK,21,2001,23.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ITA,GK,21,2001,0,0,0,1,7,0,0,0,0,0,0,0,18,10,2,misc,ITA,GK,21,2001,895,716,889,7,0,0,895,0,0,0,469,2407,1471,0,0,0,1,0,408,0,possession,ITA,GK,21,2001,23.0,555,820,67.7,16234,12618,69,71,97.2,296,304,97.4,190,441,0,0.3,0.0,-0.3,2,13,0,0,0,passing,ITA,GK,21,2001,1,0,1,0,0,1,1,0,0,0,0,0,1,16,2,defense
ITA-Serie A,2023,Genoa,Djed Spence,ENG,DF,22,2000,16,8,859,9.5,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.4,17,25,31,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.02,0.04,standard,ENG,DF,22,2000,9.5,0,2,0,0.21,0.0,0,0,0,0.2,0.2,-0.2,-0.2,shooting,ENG,DF,22,2000,1,0,0,7,9,1,12,8,10,0,0,0,46,12,14,misc,ENG,DF,22,2000,464,29,154,195,120,14,464,25,11,9,220,1324,639,17,15,4,12,16,244,31,possession,ENG,DF,22,2000,9.5,272,342,79.5,4216,1253,148,166,89.2,93,127,73.2,19,29,0,0.3,0.4,-0.3,6,17,9,6,25,passing,ENG,DF,22,2000,16,10,12,4,0,8,10,2,20,5,15,8,24,28,0,defense
ITA-Serie A,2023,Fiorentina,Dodô,BRA,DF,24,1998,9,7,523,5.8,0,0,0,0,0,0,0,0,0.1,0.1,0.8,0.9,20,39,21,0.0,0.0,0.0,0.0,0.0,0.01,0.13,0.15,0.01,0.15,standard,BRA,DF,24,1998,5.8,0,2,1,0.34,0.17,0,0,0,0.1,0.1,-0.1,-0.1,shooting,BRA,DF,24,1998,0,0,0,7,8,0,19,5,3,0,0,0,34,4,2,misc,BRA,DF,24,1998,391,20,97,201,97,7,391,18,10,5,244,1563,857,20,10,4,9,1,251,21,possession,BRA,DF,24,1998,5.8,278,347,80.1,5196,1670,105,120,87.5,141,168,83.9,29,42,0,0.8,0.6,-0.8,10,25,9,3,39,passing,BRA,DF,24,1998,5,3,1,4,0,2,5,3,2,0,2,5,10,11,0,defense
ITA-Serie A,2023,Salernitana,Domagoj Bradarić,CRO,DF,23,1999,34,30,2749,30.5,0,3,3,0,0,0,5,0,0.8,0.8,1.8,2.6,57,76,120,0.0,0.1,0.1,0.0,0.1,0.03,0.06,0.08,0.03,0.08,standard,CRO,DF,23,1999,30.5,0,19,4,0.62,0.13,0,0,0,0.8,0.8,-0.8,-0.8,shooting,CRO,DF,23,1999,5,0,0,14,34,0,81,32,20,0,0,0,150,23,28,misc,CRO,DF,23,1999,1792,85,529,817,461,23,1792,49,20,24,926,5177,2622,57,38,8,32,17,1046,120,possession,CRO,DF,23,1999,30.5,1184,1536,77.1,18474,5884,637,707,90.1,421,542,77.7,78,185,3,1.8,1.6,1.2,36,54,18,11,76,passing,CRO,DF,23,1999,29,20,13,10,6,15,25,10,22,7,15,32,61,62,1,defense
ITA-Serie A,2023,Milan,Filippo Terracciano,ITA,"DF,FW",20,2003,3,1,76,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,"DF,FW",20,2003,0.8,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ITA,"DF,FW",20,2003,1,0,0,3,1,0,0,0,2,0,1,0,6,0,0,misc,ITA,"DF,FW",20,2003,48,2,13,27,8,0,48,0,0,0,33,205,58,0,2,0,1,1,36,1,possession,ITA,"DF,FW",20,2003,0.8,38,40,95.0,652,143,16,17,94.1,20,20,100.0,1,1,0,0.0,0.0,0.0,0,0,0,0,1,passing,ITA,"DF,FW",20,2003,2,2,1,1,0,1,3,2,3,0,3,0,2,1,0,defense
ITA-Serie A,2023,Udinese,Domingos Quina,POR,MF,23,1999,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,POR,MF,23,1999,0.1,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,POR,MF,23,1999,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,misc,POR,MF,23,1999,2,0,1,1,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,possession,POR,MF,23,1999,0.1,1,1,100.0,13,10,1,1,100.0,0,0,84.9,0,0,0,0.0,0.0,0.0,0,0,0,0,1,passing,POR,MF,23,1999,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,defense
ITA-Serie A,2023,Atalanta,Duván Zapata,COL,FW,32,1991,2,2,112,1.2,1,0,1,1,0,0,0,0,0.4,0.4,0.1,0.5,3,3,13,0.8,0.0,0.8,0.8,0.8,0.33,0.1,0.44,0.33,0.44,standard,COL,FW,32,1991,1.2,1,5,2,4.02,1.61,0,0,0,0.4,0.4,0.6,0.6,shooting,COL,FW,32,1991,0,0,0,1,4,1,6,0,0,0,0,0,6,5,5,misc,COL,FW,32,1991,65,1,3,27,35,10,65,3,2,1,47,206,70,3,1,2,5,0,50,13,possession,COL,FW,32,1991,1.2,36,50,72.0,393,32,26,29,89.7,7,12,58.3,0,1,0,0.1,0.1,-0.1,2,0,1,0,3,passing,COL,FW,32,1991,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,defense
