league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_defense,pos_defense,age_defense,born_defense,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting
ITA-Serie A,2022,Napoli,Alessio Zerbin,ITA,FW,23,1999,10,2,198,2.2,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,5,6,20,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,standard,ITA,FW,23,1999,2.2,10,5,4,5,1,4,8,50.0,4,2,0,2,2,12,2,0,defense,ITA,FW,23,1999,2.2,56,78,71.8,721,132,31,39,79.5,16,24,66.7,3,4,75.0,0,0.0,0.1,0.0,0,3,1,0,6,passing,ITA,FW,23,1999,2.2,1,0,0,9,6,1,1,2,5,0,0,0,8,0,1,0.0,misc,ITA,FW,23,1999,2.2,115,5,16,63,36,9,115,5,2,40.0,3,60.0,71,322,124,5,0,3,5,5,84,20,possession,ITA,FW,23,1999,2.2,0,5,3,60.0,2.27,1.36,0.0,0.0,19.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3,shooting
ITA-Serie A,2022,Inter,Alex Cordaz,ITA,GK,39,1983,1,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,39,1983,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,ITA,GK,39,1983,0.3,11,20,55.0,274,200,4,4,100.0,3,4,75.0,4,11,36.4,0,0.0,0.0,0.0,0,0,0,0,0,passing,ITA,GK,39,1983,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc,ITA,GK,39,1983,0.3,21,19,21,0,0,0,21,0,0,,0,,13,42,14,0,0,0,0,0,11,0,possession,ITA,GK,39,1983,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2022,Cremonese,Alex Ferrari,ITA,DF,28,1994,16,13,1007,11.2,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,2,27,5,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,standard,ITA,DF,28,1994,11.2,40,23,32,7,1,28,42,66.7,14,19,4,15,25,65,45,1,defense,ITA,DF,28,1994,11.2,339,458,74.0,6421,2306,129,161,80.1,169,203,83.3,38,78,48.7,0,0.1,0.2,-0.1,3,27,5,1,27,passing,ITA,DF,28,1994,11.2,3,0,0,8,13,0,6,25,23,0,0,0,70,15,6,71.4,misc,ITA,DF,28,1994,11.2,604,54,301,268,41,1,604,8,4,50.0,4,50.0,286,1217,493,2,3,0,8,1,274,5,possession,ITA,DF,28,1994,11.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2022,Sampdoria,Alex Ferrari,ITA,DF,28,1994,12,10,868,9.6,0,0,0,0,0,0,3,0,0.2,0.2,0.4,0.5,7,25,3,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,standard,ITA,DF,28,1994,9.6,9,5,7,2,0,4,8,50.0,4,21,10,11,19,28,25,0,defense,ITA,DF,28,1994,9.6,384,456,84.2,7605,2387,114,126,90.5,220,242,90.9,41,67,61.2,0,0.4,0.6,-0.4,3,17,1,0,25,passing,ITA,DF,28,1994,9.6,3,0,0,12,7,0,4,19,5,0,1,0,62,21,15,58.3,misc,ITA,DF,28,1994,9.6,560,51,276,265,25,5,560,6,3,50.0,3,50.0,304,1591,849,7,1,0,10,3,308,3,possession,ITA,DF,28,1994,9.6,0,5,0,0.0,0.52,0.0,0.0,,20.0,0,0,0,0.2,0.2,0.04,-0.2,-0.2,shooting
ITA-Serie A,2022,Napoli,Alex Meret,ITA,GK,25,1997,34,34,3060,34.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,25,1997,34.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,1,defense,ITA,GK,25,1997,34.0,818,931,87.9,18824,11619,189,189,100.0,438,441,99.3,188,298,63.1,0,0.0,0.0,0.0,0,1,0,0,0,passing,ITA,GK,25,1997,34.0,0,0,0,0,0,0,0,0,0,0,0,0,66,4,0,100.0,misc,ITA,GK,25,1997,34.0,974,828,972,2,0,0,974,0,0,,0,,544,2256,1190,0,0,0,0,0,476,0,possession,ITA,GK,25,1997,34.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2022,Juventus,Alex Sandro,BRA,DF,31,1991,25,21,1787,19.9,0,1,1,0,0,0,5,1,0.2,0.2,0.9,1.1,51,97,25,0.0,0.05,0.05,0.0,0.05,0.01,0.05,0.05,0.01,0.05,standard,BRA,DF,31,1991,19.9,35,20,16,16,3,15,22,68.2,7,27,10,17,15,50,64,1,defense,BRA,DF,31,1991,19.9,1081,1256,86.1,19560,6667,466,504,92.5,477,532,89.7,120,172,69.8,1,0.9,1.1,0.1,12,93,9,3,97,passing,BRA,DF,31,1991,19.9,5,1,0,27,25,1,19,15,20,1,0,0,127,39,22,63.9,misc,BRA,DF,31,1991,19.9,1455,118,521,750,196,13,1455,28,19,67.9,4,14.3,763,4257,2489,51,36,3,26,17,901,25,possession,BRA,DF,31,1991,19.9,0,5,0,0.0,0.25,0.0,0.0,,22.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,shooting
ITA-Serie A,2022,Lecce,Alexis Blin,FRA,MF,25,1996,35,26,2376,26.4,1,0,1,1,0,0,8,0,2.8,2.8,1.1,3.9,13,101,32,0.04,0.0,0.04,0.04,0.04,0.11,0.04,0.15,0.11,0.15,standard,FRA,MF,25,1996,26.4,69,39,27,33,9,38,73,52.1,35,55,15,40,34,103,74,0,defense,FRA,MF,25,1996,26.4,766,963,79.5,12309,3766,379,446,85.0,290,353,82.2,59,96,61.5,0,1.1,0.8,-1.1,15,88,13,3,101,passing,FRA,MF,25,1996,26.4,8,0,0,47,31,1,28,34,39,1,0,0,133,55,69,44.4,misc,FRA,MF,25,1996,26.4,1299,86,352,697,257,33,1299,11,5,45.5,6,54.5,536,2330,1095,13,17,1,34,15,665,32,possession,FRA,MF,25,1996,26.4,1,22,4,18.2,0.83,0.15,0.05,0.25,12.9,0,0,0,2.8,2.8,0.13,-1.8,-1.8,shooting
ITA-Serie A,2022,Milan,Alexis Saelemaekers,BEL,"FW,DF",23,1999,30,14,1403,15.6,2,3,5,2,0,0,1,0,2.5,2.5,4.1,6.6,52,52,143,0.13,0.19,0.32,0.13,0.32,0.16,0.27,0.42,0.16,0.42,standard,BEL,"FW,DF",23,1999,15.6,31,20,12,16,3,19,41,46.3,22,13,1,12,19,50,11,0,defense,BEL,"FW,DF",23,1999,15.6,480,621,77.3,6935,1932,279,332,84.0,155,197,78.7,26,46,56.5,3,4.1,3.6,-1.1,22,28,30,10,52,passing,BEL,"FW,DF",23,1999,15.6,1,0,0,23,22,2,48,19,20,0,1,0,63,9,5,64.3,misc,BEL,"FW,DF",23,1999,15.6,836,13,105,337,407,50,836,72,31,43.1,32,44.4,503,3229,1563,52,23,15,38,21,568,143,possession,BEL,"FW,DF",23,1999,15.6,2,35,10,28.6,2.25,0.64,0.06,0.2,20.7,0,0,0,2.5,2.5,0.07,-0.5,-0.5,shooting
ITA-Serie A,2022,Fiorentina,Alfred Duncan,GHA,MF,29,1993,25,13,1103,12.3,1,0,1,1,0,0,3,0,0.5,0.5,0.6,1.1,18,70,30,0.08,0.0,0.08,0.08,0.08,0.04,0.05,0.09,0.04,0.09,standard,GHA,MF,29,1993,12.3,18,10,0,17,1,10,21,47.6,11,9,0,9,8,26,6,0,defense,GHA,MF,29,1993,12.3,421,540,78.0,7705,2400,173,198,87.4,183,217,84.3,49,88,55.7,0,0.6,0.7,-0.6,14,58,10,5,70,passing,GHA,MF,29,1993,12.3,3,0,0,26,12,1,26,8,10,0,0,0,67,9,7,56.3,misc,GHA,MF,29,1993,12.3,634,10,92,371,179,9,634,23,12,52.2,8,34.8,348,1705,786,18,16,4,17,14,434,30,possession,GHA,MF,29,1993,12.3,1,9,2,22.2,0.73,0.16,0.11,0.5,24.1,0,0,0,0.5,0.5,0.05,0.5,0.5,shooting
ITA-Serie A,2022,Napoli,Amir Rrahmani,KVX,DF,28,1994,29,27,2448,27.2,2,1,3,2,0,0,2,0,1.8,1.8,1.0,2.9,23,135,5,0.07,0.04,0.11,0.07,0.11,0.07,0.04,0.11,0.07,0.11,standard,KVX,DF,28,1994,27.2,33,18,20,13,0,17,26,65.4,9,36,20,16,14,47,79,1,defense,KVX,DF,28,1994,27.2,1977,2167,91.2,39821,13543,641,688,93.2,1039,1081,96.1,266,349,76.2,1,1.0,0.8,0.0,12,149,7,0,135,passing,KVX,DF,28,1994,27.2,2,0,0,22,12,1,1,14,18,0,0,0,162,67,40,62.6,misc,KVX,DF,28,1994,27.2,2372,228,955,1327,102,29,2372,6,3,50.0,2,33.3,1573,8201,5024,23,23,1,9,3,1768,5,possession,KVX,DF,28,1994,27.2,2,21,3,14.3,0.77,0.11,0.1,0.67,13.4,0,0,0,1.8,1.8,0.09,0.2,0.2,shooting
ITA-Serie A,2022,Napoli,Andre-Frank Zambo Anguissa,CMR,MF,26,1995,36,36,3050,33.9,3,5,8,3,0,0,3,0,4.4,4.4,2.6,7.0,58,181,140,0.09,0.15,0.24,0.09,0.24,0.13,0.08,0.21,0.13,0.21,standard,CMR,MF,26,1995,33.9,53,32,16,29,8,16,64,25.0,48,50,4,46,49,102,25,0,defense,CMR,MF,26,1995,33.9,1988,2261,87.9,28244,6636,1153,1248,92.4,646,729,88.6,90,133,67.7,5,2.6,2.4,2.4,33,185,25,0,181,passing,CMR,MF,26,1995,33.9,3,0,0,44,48,2,24,49,32,1,0,0,226,47,27,63.5,misc,CMR,MF,26,1995,33.9,2647,47,408,1519,758,88,2647,71,33,46.5,33,46.5,1744,7649,3048,58,56,9,72,50,2108,140,possession,CMR,MF,26,1995,33.9,3,50,15,30.0,1.48,0.44,0.06,0.2,18.1,1,0,0,4.4,4.4,0.09,-1.4,-1.4,shooting
ITA-Serie A,2022,Monza,Andrea Barberis,ITA,MF,28,1993,9,3,338,3.8,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.5,3,14,0,0.0,0.27,0.27,0.0,0.27,0.03,0.1,0.12,0.03,0.12,standard,ITA,MF,28,1993,3.8,7,2,4,3,0,5,11,45.5,6,0,0,0,8,15,1,0,defense,ITA,MF,28,1993,3.8,140,166,84.3,2307,639,67,75,89.3,63,74,85.1,8,11,72.7,1,0.4,0.2,0.6,4,16,1,1,14,passing,ITA,MF,28,1993,3.8,0,0,0,1,2,0,4,8,2,0,0,0,16,2,2,50.0,misc,ITA,MF,28,1993,3.8,194,6,38,126,31,2,194,0,0,,0,,100,487,253,3,7,1,3,6,137,0,possession,ITA,MF,28,1993,3.8,0,2,0,0.0,0.53,0.0,0.0,,26.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1,shooting
ITA-Serie A,2022,Roma,Andrea Belotti,ITA,FW,28,1993,31,11,1146,12.7,0,2,2,0,0,1,0,0,3.5,2.7,1.6,4.3,21,13,94,0.0,0.16,0.16,0.0,0.16,0.27,0.13,0.4,0.21,0.34,standard,ITA,FW,28,1993,12.7,12,5,3,5,4,5,11,45.5,6,11,1,10,3,15,5,0,defense,ITA,FW,28,1993,12.7,171,258,66.3,2169,381,103,135,76.3,45,62,72.6,5,9,55.6,2,1.6,0.7,0.4,14,6,5,0,13,passing,ITA,FW,28,1993,12.7,0,0,0,21,36,7,6,3,5,0,0,0,24,36,61,37.1,misc,ITA,FW,28,1993,12.7,404,7,34,164,210,52,403,33,7,21.2,18,54.5,226,1235,452,21,14,11,34,15,322,94,possession,ITA,FW,28,1993,12.7,0,19,9,47.4,1.49,0.71,0.0,0.0,12.7,0,0,1,3.5,2.7,0.14,-3.5,-2.7,shooting
ITA-Serie A,2022,Bologna,Andrea Cambiaso,ITA,DF,22,2000,32,25,2170,24.1,0,3,3,0,0,0,2,0,0.9,0.9,2.4,3.3,64,83,105,0.0,0.12,0.12,0.0,0.12,0.04,0.1,0.14,0.04,0.14,standard,ITA,DF,22,2000,24.1,57,34,34,20,3,28,65,43.1,37,26,2,24,26,83,33,1,defense,ITA,DF,22,2000,24.1,1277,1521,84.0,19674,6031,686,753,91.1,472,541,87.2,83,144,57.6,3,2.4,1.6,0.6,28,48,24,7,83,passing,ITA,DF,22,2000,24.1,2,0,0,26,30,5,56,26,34,0,0,0,154,3,24,11.1,misc,ITA,DF,22,2000,24.1,1790,70,620,771,423,40,1790,60,31,51.7,24,40.0,1030,5494,2822,64,59,17,42,18,1148,105,possession,ITA,DF,22,2000,24.1,0,17,5,29.4,0.71,0.21,0.0,0.0,20.5,0,0,0,0.9,0.9,0.05,-0.9,-0.9,shooting
ITA-Serie A,2022,Monza,Andrea Carboni,ITA,DF,21,2001,4,1,167,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,9,2,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.1,0.03,0.1,standard,ITA,DF,21,2001,1.9,3,2,2,0,1,2,5,40.0,3,3,2,1,3,6,2,1,defense,ITA,DF,21,2001,1.9,69,87,79.3,1170,558,33,38,86.8,29,31,93.5,7,14,50.0,0,0.1,0.3,-0.1,1,3,2,2,9,passing,ITA,DF,21,2001,1.9,0,0,0,1,1,0,5,3,2,0,0,0,8,0,3,0.0,misc,ITA,DF,21,2001,1.9,104,4,41,43,20,4,104,3,1,33.3,2,66.7,50,284,190,4,2,0,0,0,66,2,possession,ITA,DF,21,2001,1.9,0,1,1,100.0,0.54,0.54,0.0,0.0,10.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,shooting
ITA-Serie A,2022,Monza,Andrea Colpani,ITA,MF,23,1999,27,10,948,10.5,4,1,5,4,0,0,1,0,2.1,2.1,1.9,4.1,31,51,69,0.38,0.09,0.47,0.38,0.47,0.2,0.18,0.39,0.2,0.39,standard,ITA,MF,23,1999,10.5,14,9,6,5,3,8,12,66.7,4,14,2,12,3,17,6,0,defense,ITA,MF,23,1999,10.5,319,409,78.0,5412,1268,157,180,87.2,123,145,84.8,30,55,54.5,1,1.9,1.8,-0.9,17,28,14,2,51,passing,ITA,MF,23,1999,10.5,1,0,0,22,26,0,33,3,9,1,0,0,55,6,10,37.5,misc,ITA,MF,23,1999,10.5,538,8,55,267,232,31,538,41,20,48.8,13,31.7,371,2327,1110,31,32,8,22,17,412,69,possession,ITA,MF,23,1999,10.5,4,25,10,40.0,2.37,0.95,0.16,0.4,19.1,0,0,0,2.1,2.1,0.09,1.9,1.9,shooting
ITA-Serie A,2022,Sassuolo,Andrea Consigli,ITA,GK,35,1987,35,35,3150,35.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,35,1987,35.0,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,13,3,defense,ITA,GK,35,1987,35.0,1130,1427,79.2,31355,20598,200,201,99.5,483,486,99.4,444,735,60.4,0,0.0,0.0,0.0,0,16,0,0,1,passing,ITA,GK,35,1987,35.0,0,0,0,0,4,0,0,0,0,0,0,0,32,9,1,90.0,misc,ITA,GK,35,1987,35.0,1480,1194,1468,11,1,0,1480,0,0,,0,,873,4354,2708,0,0,0,1,0,761,0,possession,ITA,GK,35,1987,35.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2022,Sampdoria,Andrea Conti,ITA,DF,28,1994,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,DF,28,1994,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,ITA,DF,28,1994,0.3,6,11,54.5,76,25,5,7,71.4,1,3,33.3,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,passing,ITA,DF,28,1994,0.3,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,,misc,ITA,DF,28,1994,0.3,11,0,0,8,3,0,11,0,0,,0,,4,10,5,0,0,0,0,1,6,2,possession,ITA,DF,28,1994,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2022,Monza,Andrea Petagna,ITA,FW,27,1995,31,19,1663,18.5,4,5,9,3,1,1,2,0,5.7,4.9,4.4,9.3,23,34,132,0.22,0.27,0.49,0.16,0.43,0.31,0.24,0.54,0.26,0.5,standard,ITA,FW,27,1995,18.5,7,5,2,3,2,3,6,50.0,3,16,4,12,3,10,18,0,defense,ITA,FW,27,1995,18.5,316,434,72.8,4500,728,193,237,81.4,85,122,69.7,17,27,63.0,5,4.4,2.0,0.6,30,20,10,0,34,passing,ITA,FW,27,1995,18.5,2,0,0,29,30,10,3,3,5,1,1,0,46,39,36,52.0,misc,ITA,FW,27,1995,18.5,641,21,47,343,256,88,640,37,20,54.1,11,29.7,373,2180,657,23,13,11,64,43,497,132,possession,ITA,FW,27,1995,18.5,4,35,12,34.3,1.89,0.65,0.09,0.25,13.2,0,1,1,5.7,4.9,0.14,-1.7,-1.9,shooting
ITA-Serie A,2022,Sassuolo,Andrea Pinamonti,ITA,FW,23,1999,32,25,2161,24.0,5,0,5,4,1,1,3,1,7.1,6.3,1.5,7.8,17,29,166,0.21,0.0,0.21,0.17,0.17,0.3,0.06,0.36,0.26,0.32,standard,ITA,FW,23,1999,24.0,10,7,0,5,5,3,7,42.9,4,19,2,17,2,12,11,0,defense,ITA,FW,23,1999,24.0,324,496,65.3,3971,594,216,285,75.8,68,117,58.1,12,23,52.2,0,1.5,1.6,-1.5,17,15,14,2,29,passing,ITA,FW,23,1999,24.0,3,1,0,21,31,8,14,2,7,1,0,0,32,36,79,31.3,misc,ITA,FW,23,1999,24.0,738,11,26,351,367,120,737,30,10,33.3,17,56.7,383,1470,443,17,11,11,60,56,567,166,possession,ITA,FW,23,1999,24.0,5,66,21,31.8,2.75,0.87,0.06,0.19,15.3,0,1,1,7.1,6.3,0.1,-2.1,-2.3,shooting
ITA-Serie A,2022,Monza,Andrea Ranocchia,ITA,DF,34,1988,1,1,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,DF,34,1988,0.5,3,1,1,2,0,3,4,75.0,1,5,5,0,0,3,7,0,defense,ITA,DF,34,1988,0.5,16,19,84.2,347,109,2,2,100.0,11,12,91.7,2,4,50.0,0,0.0,0.0,0.0,0,2,0,0,0,passing,ITA,DF,34,1988,0.5,0,0,0,2,0,0,0,0,1,0,0,0,1,1,2,33.3,misc,ITA,DF,34,1988,0.5,35,13,28,7,0,0,35,0,0,,0,,11,63,22,0,0,0,0,0,13,0,possession,ITA,DF,34,1988,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2022,Torino,Andrew Gravillon,GLP,DF,24,1998,7,4,312,3.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GLP,DF,24,1998,3.5,3,3,0,3,0,0,0,,0,4,2,2,9,12,16,0,defense,GLP,DF,24,1998,3.5,131,163,80.4,2543,762,46,51,90.2,75,85,88.2,10,21,47.6,0,0.0,0.0,0.0,0,5,0,0,9,passing,GLP,DF,24,1998,3.5,2,0,0,9,1,0,3,9,3,0,0,0,10,6,5,54.5,misc,GLP,DF,24,1998,3.5,212,25,121,77,14,0,212,2,1,50.0,1,50.0,112,428,242,1,2,0,3,1,131,0,possession,GLP,DF,24,1998,3.5,0,1,0,0.0,0.29,0.0,0.0,,26.5,0,0,0,0.0,0.0,0.01,0.0,0.0,shooting
ITA-Serie A,2022,Inter,André Onana,CMR,GK,26,1996,24,24,2160,24.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,CMR,GK,26,1996,24.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,5,0,defense,CMR,GK,26,1996,24.0,837,1030,81.3,20562,13611,224,224,100.0,386,394,98.0,220,402,54.7,0,0.1,0.1,-0.1,3,17,1,0,2,passing,CMR,GK,26,1996,24.0,1,0,0,0,3,0,0,0,0,0,0,1,24,3,0,100.0,misc,CMR,GK,26,1996,24.0,1071,890,1058,13,0,0,1071,0,0,,0,,728,3561,2314,0,0,0,1,0,657,0,possession,CMR,GK,26,1996,24.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2022,Milan,Ante Rebić,CRO,"FW,MF",28,1993,23,10,980,10.9,3,2,5,3,0,0,4,0,3.5,3.5,2.0,5.5,17,29,92,0.28,0.18,0.46,0.28,0.46,0.32,0.19,0.5,0.32,0.5,standard,CRO,"FW,MF",28,1993,10.9,10,8,1,3,6,3,11,27.3,8,6,1,5,1,11,5,0,defense,CRO,"FW,MF",28,1993,10.9,187,334,56.0,2673,815,110,148,74.3,51,98,52.0,14,38,36.8,2,2.0,1.9,0.0,13,12,12,3,29,passing,CRO,"FW,MF",28,1993,10.9,4,0,0,18,15,8,39,1,8,0,0,0,36,12,15,44.4,misc,CRO,"FW,MF",28,1993,10.9,437,5,22,136,283,56,437,31,15,48.4,14,45.2,254,1213,390,17,10,5,26,15,341,92,possession,CRO,"FW,MF",28,1993,10.9,3,27,13,48.1,2.48,1.19,0.11,0.23,16.0,2,0,0,3.5,3.5,0.13,-0.5,-0.5,shooting
ITA-Serie A,2022,Lecce,Antonino Gallo,ITA,DF,22,2000,32,28,2486,27.6,0,1,1,0,0,0,5,1,0.6,0.6,1.9,2.6,71,154,65,0.0,0.04,0.04,0.0,0.04,0.02,0.07,0.09,0.02,0.09,standard,ITA,DF,22,2000,27.6,56,36,35,12,9,38,57,66.7,19,37,6,31,13,69,71,0,defense,ITA,DF,22,2000,27.6,843,1254,67.2,15118,6837,373,438,85.2,365,511,71.4,89,245,36.3,1,1.9,2.1,-0.9,38,121,34,19,154,passing,ITA,DF,22,2000,27.6,5,1,1,13,17,2,89,13,36,0,0,2,198,25,29,46.3,misc,ITA,DF,22,2000,27.6,1509,91,472,646,415,14,1509,29,15,51.7,10,34.5,683,4301,2501,71,44,5,22,7,706,65,possession,ITA,DF,22,2000,27.6,0,10,2,20.0,0.36,0.07,0.0,0.0,25.8,0,0,0,0.6,0.6,0.06,-0.6,-0.6,shooting
ITA-Serie A,2022,Salernitana,Antonio Candreva,ITA,"MF,DF",35,1987,35,32,2726,30.3,7,4,11,7,0,0,3,1,3.7,3.7,4.7,8.3,71,135,171,0.23,0.13,0.36,0.23,0.36,0.12,0.15,0.27,0.12,0.27,standard,ITA,"MF,DF",35,1987,30.3,17,7,13,2,2,11,38,28.9,27,7,3,4,17,34,32,0,defense,ITA,"MF,DF",35,1987,30.3,1165,1597,72.9,19672,6882,604,660,91.5,393,536,73.3,124,285,43.5,4,4.7,4.9,-0.7,57,98,55,30,135,passing,ITA,"MF,DF",35,1987,30.3,3,1,1,7,35,10,218,17,7,0,1,0,135,2,5,28.6,misc,ITA,"MF,DF",35,1987,30.3,1802,48,332,783,708,46,1802,34,8,23.5,14,41.2,1093,5695,2245,71,50,10,25,13,1298,171,possession,ITA,"MF,DF",35,1987,30.3,7,46,20,43.5,1.52,0.66,0.15,0.35,22.2,3,0,0,3.7,3.7,0.08,3.3,3.3,shooting
ITA-Serie A,2022,Salernitana,Antonio Iervolino,ITA,MF,19,2003,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,MF,19,2003,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,defense,ITA,MF,19,2003,0.1,6,7,85.7,161,31,2,2,100.0,2,3,66.7,2,2,100.0,0,0.0,0.0,0.0,0,1,1,0,2,passing,ITA,MF,19,2003,0.1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,,misc,ITA,MF,19,2003,0.1,8,0,0,5,3,0,8,0,0,,0,,7,17,6,0,0,0,0,0,6,2,possession,ITA,MF,19,2003,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
