nation,pos,age,born,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP,league,season,stat_type
,,,,,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,,,xA,A-xAG,,,,,,,,
ITA,FW,18-278,2006,0.1,2,2,100.0,28,0,2,2,100.0,0,0,,0,0,,0,0.1,0.0,-0.1,1,0,0,0,0,ITA-Serie A,2024,passing
BRA,MF,26-337,1998,5.4,356,411,86.6,6449,1511,165,180,91.7,141,157,89.8,45,66,68.2,0,0.8,0.9,-0.8,13,18,8,1,33,ITA-Serie A,2024,passing
SRB,FW,25-073,2000,18.2,222,324,68.5,3428,354,127,162,78.4,74,106,69.8,16,23,69.6,2,1.1,0.7,0.9,13,10,5,0,18,ITA-Serie A,2024,passing
ITA,DF,26-291,1998,24.3,1387,1460,95.0,25073,7810,482,497,97.0,839,863,97.2,60,81,74.1,0,0.5,0.3,-0.5,6,58,3,0,73,ITA-Serie A,2024,passing
POR,"FW,MF",22-118,2002,11.7,331,425,77.9,5591,834,164,198,82.8,140,161,87.0,22,41,53.7,3,4.0,4.3,-1.0,21,12,17,9,25,ITA-Serie A,2024,passing
BRA,DF,28-024,1997,6.0,468,504,92.9,9245,3225,142,149,95.3,279,295,94.6,46,57,80.7,0,0.0,0.1,0.0,0,26,0,0,21,ITA-Serie A,2024,passing
SWE,DF,21-094,2004,2.3,126,159,79.2,2022,643,63,67,94.0,55,69,79.7,7,16,43.8,0,0.0,0.0,0.0,0,9,0,0,9,ITA-Serie A,2024,passing
COL,DF,24-093,2001,5.1,307,350,87.7,5087,1427,149,159,93.7,139,153,90.8,17,27,63.0,0,0.0,0.3,0.0,1,20,3,2,17,ITA-Serie A,2024,passing
TUR,"FW,MF",19-342,2005,22.8,710,894,79.4,10910,2754,405,452,89.6,246,305,80.7,43,93,46.2,2,3.9,3.7,-1.9,39,55,41,11,90,ITA-Serie A,2024,passing
FRA,MF,24-016,2001,20.2,994,1120,88.8,15449,3625,535,577,92.7,388,428,90.7,47,69,68.1,4,3.3,1.4,0.7,20,98,11,0,91,ITA-Serie A,2024,passing
ENG,DF,26-187,1998,6.3,343,412,83.3,5816,1693,156,170,91.8,156,177,88.1,22,51,43.1,0,0.0,0.1,0.0,1,36,1,0,22,ITA-Serie A,2024,passing
ITA,FW,20-044,2005,0.1,4,4,100.0,82,12,2,2,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1,ITA-Serie A,2024,passing
ITA,MF,27-093,1998,24.6,1711,1943,88.1,32365,10875,681,739,92.2,804,884,91.0,204,273,74.7,2,1.0,1.8,1.0,18,256,22,1,233,ITA-Serie A,2024,passing
ITA,GK,32-152,1992,5.0,145,182,79.7,3391,1965,30,30,100.0,92,92,100.0,23,60,38.3,0,0.0,0.0,0.0,0,2,0,0,0,ITA-Serie A,2024,passing
ITA,GK,27-258,1997,26.0,616,787,78.3,15926,11016,141,142,99.3,310,315,98.4,164,328,50.0,0,0.5,0.0,-0.5,1,17,0,0,0,ITA-Serie A,2024,passing
ARG,"FW,MF",27-005,1998,13.6,323,434,74.4,5148,1016,164,197,83.2,132,158,83.5,18,33,54.5,2,0.8,0.8,1.2,13,24,13,1,41,ITA-Serie A,2024,passing
ITA,MF,24-058,2001,6.3,370,418,88.5,6360,1203,168,182,92.3,168,182,92.3,27,43,62.8,0,0.1,0.5,-0.1,4,36,8,0,41,ITA-Serie A,2024,passing
ITA,DF,22-023,2003,15.8,901,1005,89.7,15033,4347,422,441,95.7,412,449,91.8,53,87,60.9,1,1.2,0.9,-0.2,15,53,12,9,54,ITA-Serie A,2024,passing
FRA,DF,24-310,2000,21.3,1729,1843,93.8,28720,8492,812,851,95.4,811,840,96.5,84,116,72.4,0,0.2,0.4,-0.2,8,108,8,3,89,ITA-Serie A,2024,passing
FRA,FW,26-127,1998,7.2,81,120,67.5,1065,144,44,57,77.2,25,37,67.6,2,4,50.0,1,0.6,0.4,0.4,10,6,5,0,9,ITA-Serie A,2024,passing
POR,DF,21-256,2003,5.6,271,308,88.0,5360,1744,86,91,94.5,161,170,94.7,24,44,54.5,0,0.0,0.1,0.0,0,18,1,0,18,ITA-Serie A,2024,passing
BEL,FW,21-085,2004,7.8,229,268,85.4,3005,589,151,168,89.9,62,75,82.7,7,10,70.0,3,1.4,0.8,1.6,15,15,10,4,17,ITA-Serie A,2024,passing
NED,"MF,FW",27-042,1998,21.4,735,922,79.7,11716,3031,376,418,90.0,280,322,87.0,56,134,41.8,3,2.9,3.7,0.1,38,61,17,3,86,ITA-Serie A,2024,passing
USA,"FW,DF",25-048,2000,15.2,566,677,83.6,8986,2241,287,312,92.0,244,273,89.4,24,50,48.0,2,1.5,1.1,0.5,16,34,12,6,46,ITA-Serie A,2024,passing
MNE,"MF,FW",18-334,2006,0.3,12,16,75.0,202,22,6,8,75.0,5,6,83.3,1,1,100.0,0,0.0,0.0,0.0,0,1,1,0,1,ITA-Serie A,2024,passing
USA,"MF,DF",26-226,1998,20.3,749,893,83.9,11389,2855,428,480,89.2,252,290,86.9,46,68,67.6,3,2.5,2.5,0.5,24,58,16,1,81,ITA-Serie A,2024,passing
MNE,DF,32-176,1992,20.3,837,986,84.9,13053,4182,434,470,92.3,343,400,85.8,44,85,51.8,0,0.4,0.4,-0.4,9,51,9,6,61,ITA-Serie A,2024,passing
ITA,DF,30-089,1995,22.7,1238,1345,92.0,21513,7280,487,515,94.6,670,697,96.1,63,99,63.6,0,0.2,0.2,-0.2,6,67,2,0,60,ITA-Serie A,2024,passing
GER,MF,19-121,2005,0.1,3,4,75.0,31,0,3,4,75.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,ITA-Serie A,2024,passing
SEN,"MF,FW",28-146,1996,19.6,405,479,84.6,6511,943,198,233,85.0,160,175,91.4,30,36,83.3,3,3.3,1.3,-0.3,21,29,7,0,44,ITA-Serie A,2024,passing
GRE,GK,23-206,2001,2.0,57,90,63.3,1731,1081,8,9,88.9,23,23,100.0,26,58,44.8,0,0.0,0.0,0.0,0,1,1,0,0,ITA-Serie A,2024,passing
ALB,DF,31-050,1994,3.1,147,177,83.1,2555,624,71,78,91.0,58,71,81.7,17,21,81.0,2,0.9,0.9,1.1,5,10,4,3,7,ITA-Serie A,2024,passing
NGA,"MF,FW",24-064,2001,9.1,290,328,88.4,4083,666,175,194,90.2,95,102,93.1,9,11,81.8,1,0.8,0.8,0.2,10,22,4,1,24,ITA-Serie A,2024,passing
ITA,"MF,FW",28-053,1997,1.6,66,78,84.6,1057,235,37,45,82.2,25,26,96.2,4,4,100.0,0,0.7,0.0,-0.7,2,7,0,0,10,ITA-Serie A,2024,passing
DEN,FW,23-357,2001,20.8,515,669,77.0,8795,1510,259,290,89.3,195,245,79.6,52,92,56.5,2,1.8,2.6,0.2,30,16,22,10,36,ITA-Serie A,2024,passing
ITA,GK,31-025,1994,29.0,865,1118,77.4,24564,16820,121,121,100.0,428,432,99.1,315,560,56.3,0,0.3,0.1,-0.3,3,25,2,0,4,ITA-Serie A,2024,passing
FRA,"FW,MF",21-215,2003,7.1,164,233,70.4,2479,524,96,116,82.8,53,75,70.7,10,25,40.0,0,0.6,0.7,-0.6,10,9,8,1,18,ITA-Serie A,2024,passing
ITA,DF,26-035,1999,6.9,286,390,73.3,5037,2017,141,159,88.7,118,162,72.8,26,56,46.4,1,0.8,0.6,0.2,11,38,10,4,38,ITA-Serie A,2024,passing
ITA,DF,31-133,1993,14.8,570,720,79.2,8980,2547,281,315,89.2,244,298,81.9,26,58,44.8,1,1.0,1.2,0.0,15,35,18,12,62,ITA-Serie A,2024,passing
ESP,DF,24-225,2000,25.2,1520,1656,91.8,29587,9485,487,515,94.6,855,891,96.0,163,212,76.9,0,0.5,0.8,-0.5,11,109,6,0,116,ITA-Serie A,2024,passing
ITA,FW,29-299,1995,24.6,714,945,75.6,11562,3203,377,416,90.6,256,338,75.7,61,136,44.9,6,3.9,3.5,2.1,49,46,34,4,101,ITA-Serie A,2024,passing
FRA,MF,25-362,1999,29.3,1553,1727,89.9,28746,8002,612,647,94.6,780,831,93.9,148,196,75.5,3,2.9,2.3,0.1,33,229,26,3,253,ITA-Serie A,2024,passing
URU,MF,33-230,1991,7.5,254,313,81.2,4327,1129,111,138,80.4,119,133,89.5,19,25,76.0,2,2.2,1.6,-0.2,9,25,3,0,23,ITA-Serie A,2024,passing
ITA,DF,27-056,1998,1.5,100,110,90.9,2040,595,27,30,90.0,59,62,95.2,13,17,76.5,0,0.0,0.0,0.0,0,12,0,0,6,ITA-Serie A,2024,passing
ITA,MF,23-128,2001,24.3,1490,1663,89.6,27222,6783,582,613,94.9,754,803,93.9,130,197,66.0,2,1.9,1.7,0.1,25,126,15,2,121,ITA-Serie A,2024,passing
POR,DF,25-075,2000,17.2,746,939,79.4,11871,4586,414,461,89.8,262,328,79.9,52,104,50.0,8,4.4,4.4,3.6,31,66,40,20,96,ITA-Serie A,2024,passing
DEN,DF,21-311,2003,0.3,11,12,91.7,156,85,8,8,100.0,2,3,66.7,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,0,ITA-Serie A,2024,passing
ESP,DF,31-359,1993,6.7,356,403,88.3,7390,2194,100,108,92.6,208,215,96.7,44,71,62.0,0,0.0,0.1,0.0,1,23,2,1,30,ITA-Serie A,2024,passing
ESP,"FW,MF",37-257,1987,9.6,347,423,82.0,5495,1146,192,212,90.6,119,142,83.8,26,40,65.0,1,1.0,1.2,0.0,14,36,14,1,49,ITA-Serie A,2024,passing
MAR,MF,20-314,2004,2.0,75,83,90.4,1138,316,42,47,89.4,27,27,100.0,4,5,80.0,0,0.0,0.0,0.0,0,7,0,0,9,ITA-Serie A,2024,passing
FRA,DF,31-181,1993,5.6,203,227,89.4,3398,819,92,99,92.9,102,108,94.4,7,14,50.0,0,0.0,0.0,0.0,0,10,0,0,9,ITA-Serie A,2024,passing
NED,"FW,MF",25-278,1999,9.0,175,234,74.8,2491,539,102,118,86.4,55,75,73.3,9,14,64.3,2,1.4,0.9,0.6,10,12,9,4,14,ITA-Serie A,2024,passing
ARG,FW,26-190,1998,19.7,266,407,65.4,3704,925,152,206,73.8,89,132,67.4,9,19,47.4,3,2.5,2.0,0.5,19,37,12,2,49,ITA-Serie A,2024,passing
FRA,DF,25-030,2000,1.4,27,34,79.4,525,145,12,12,100.0,11,14,78.6,4,6,66.7,0,0.0,0.0,0.0,0,0,0,0,1,ITA-Serie A,2024,passing
CRO,"FW,MF",31-202,1993,6.7,151,241,62.7,2126,725,90,121,74.4,38,61,62.3,12,24,50.0,0,1.8,1.2,-1.8,16,13,11,3,29,ITA-Serie A,2024,passing
ITA,DF,25-096,2000,22.5,668,995,67.1,12716,5511,256,308,83.1,322,449,71.7,83,197,42.1,2,2.5,2.4,-0.5,37,61,25,20,81,ITA-Serie A,2024,passing
FRA,MF,24-331,2000,14.9,563,667,84.4,8752,2745,297,322,92.2,208,230,90.4,39,81,48.1,0,0.3,0.5,-0.3,8,60,4,1,69,ITA-Serie A,2024,passing
POR,"DF,FW",22-198,2002,1.1,34,53,64.2,628,192,15,19,78.9,17,22,77.3,2,11,18.2,0,0.1,0.1,-0.1,3,4,3,2,2,ITA-Serie A,2024,passing
ITA,DF,28-203,1996,31.0,1201,1389,86.5,24509,8504,368,403,91.3,651,709,91.8,174,255,68.2,0,0.1,0.3,-0.1,3,41,2,0,54,ITA-Serie A,2024,passing
POL,MF,23-091,2002,0.2,4,5,80.0,60,6,2,3,66.7,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,ITA-Serie A,2024,passing
FRA,DF,30-108,1994,22.9,864,1119,77.2,15966,6843,362,417,86.8,386,469,82.3,102,181,56.4,1,1.7,2.0,-0.7,17,70,21,14,76,ITA-Serie A,2024,passing
FRA,DF,25-051,2000,15.3,724,859,84.3,12242,5126,307,331,92.7,340,383,88.8,51,101,50.5,0,0.1,0.1,-0.1,1,33,1,1,42,ITA-Serie A,2024,passing
TUN,MF,26-009,1999,11.8,409,527,77.6,6442,2203,216,245,88.2,146,180,81.1,32,67,47.8,0,1.4,1.3,-1.4,16,47,15,6,51,ITA-Serie A,2024,passing
SWE,FW,26-260,1998,3.6,87,122,71.3,1318,283,58,68,85.3,21,30,70.0,7,17,41.2,0,0.4,0.2,-0.4,5,5,8,4,9,ITA-Serie A,2024,passing
ITA,DF,28-327,1996,0.7,37,42,88.1,645,238,18,18,100.0,17,19,89.5,2,5,40.0,0,0.0,0.0,0.0,0,2,0,0,1,ITA-Serie A,2024,passing
ANG,DF,27-196,1997,17.0,614,717,85.6,12888,4306,166,182,91.2,356,390,91.3,89,131,67.9,1,0.4,0.6,0.6,5,18,0,0,20,ITA-Serie A,2024,passing
CIV,FW,24-166,2000,1.4,22,31,71.0,296,32,14,16,87.5,6,11,54.5,1,3,33.3,0,0.1,0.0,-0.1,3,0,0,0,1,ITA-Serie A,2024,passing
ZAM,"FW,MF",24-072,2001,6.1,106,139,76.3,1568,302,65,73,89.0,32,44,72.7,6,15,40.0,1,0.9,0.7,0.1,9,1,6,4,6,ITA-Serie A,2024,passing
MLI,MF,29-001,1996,23.1,646,780,82.8,11273,2804,284,320,88.8,273,314,86.9,69,96,71.9,0,0.5,0.4,-0.5,9,53,5,0,71,ITA-Serie A,2024,passing
ITA,DF,25-311,1999,0.3,18,27,66.7,250,68,11,11,100.0,7,13,53.8,0,2,0.0,0,0.0,0.0,0.0,0,2,1,0,4,ITA-Serie A,2024,passing
ALB,MF,21-172,2003,6.2,259,323,80.2,5393,1809,94,105,89.5,108,129,83.7,55,79,69.6,1,0.4,0.7,0.6,8,40,5,1,36,ITA-Serie A,2024,passing
FRA,MF,23-166,2001,2.8,94,121,77.7,1604,460,47,56,83.9,43,50,86.0,4,11,36.4,0,0.0,0.0,0.0,1,11,1,0,13,ITA-Serie A,2024,passing
ITA,"MF,FW",33-213,1991,0.7,18,22,81.8,294,98,11,12,91.7,4,5,80.0,3,5,60.0,0,0.0,0.1,0.0,1,2,0,0,1,ITA-Serie A,2024,passing
MNE,FW,25-006,2000,28.9,379,563,67.3,5652,1210,213,298,71.5,134,172,77.9,21,41,51.2,3,2.7,1.5,0.3,27,34,13,0,50,ITA-Serie A,2024,passing
DEN,"DF,FW",20-167,2004,20.4,580,748,77.5,9714,2661,280,324,86.4,231,275,84.0,51,96,53.1,1,1.5,1.0,-0.5,19,42,21,8,54,ITA-Serie A,2024,passing
ROU,FW,21-070,2004,0.2,4,6,66.7,43,0,4,5,80.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,ITA-Serie A,2024,passing
FRA,"MF,FW",28-144,1996,3.3,96,143,67.1,1996,648,35,46,76.1,38,46,82.6,21,40,52.5,0,0.6,1.1,-0.6,6,9,5,2,13,ITA-Serie A,2024,passing
ARG,FW,24-008,2001,17.2,246,351,70.1,3326,894,155,192,80.7,69,95,72.6,10,17,58.8,2,1.8,1.1,0.2,22,21,9,3,29,ITA-Serie A,2024,passing
ESP,FW,28-128,1996,18.6,448,596,75.2,7502,2276,228,253,90.1,157,204,77.0,44,80,55.0,1,1.0,0.9,0.0,20,44,20,9,82,ITA-Serie A,2024,passing
FRA,DF,24-294,2000,2.0,42,55,76.4,745,342,20,22,90.9,17,23,73.9,5,9,55.6,0,0.1,0.1,-0.1,2,5,2,1,5,ITA-Serie A,2024,passing
ITA,GK,29-364,1995,31.0,606,958,63.3,18158,14108,104,106,98.1,276,281,98.2,223,563,39.6,0,0.0,0.0,0.0,0,15,0,0,0,ITA-Serie A,2024,passing
ALB,MF,28-364,1996,17.8,656,788,83.2,11637,3282,287,323,88.9,282,322,87.6,75,115,65.2,1,1.1,0.4,-0.1,14,49,3,0,55,ITA-Serie A,2024,passing
ISL,MF,24-195,2000,9.5,186,290,64.1,3678,1125,75,101,74.3,72,92,78.3,35,71,49.3,3,1.0,0.8,2.0,19,18,11,3,32,ITA-Serie A,2024,passing
ESP,"DF,FW",19-338,2005,9.1,315,397,79.3,5356,1210,145,172,84.3,145,168,86.3,22,36,61.1,0,0.9,1.0,-0.9,8,28,8,4,31,ITA-Serie A,2024,passing
BEL,"DF,FW",25-288,1999,1.0,66,78,84.6,1070,288,40,41,97.6,16,22,72.7,8,12,66.7,0,0.1,0.3,-0.1,2,5,1,0,4,ITA-Serie A,2024,passing
ITA,MF,21-157,2003,0.0,1,2,50.0,8,7,1,1,100.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,ITA-Serie A,2024,passing
USA,"FW,MF",26-205,1998,20.9,627,825,76.0,9270,2329,366,411,89.1,211,277,76.2,30,84,35.7,7,5.2,4.9,1.8,56,44,32,8,88,ITA-Serie A,2024,passing
ITA,DF,19-103,2005,0.6,21,29,72.4,316,93,14,16,87.5,5,9,55.6,2,3,66.7,0,0.1,0.1,-0.1,1,0,1,1,0,ITA-Serie A,2024,passing
ITA,DF,28-126,1996,3.5,193,223,86.5,3258,767,90,97,92.8,86,95,90.5,11,19,57.9,0,0.2,0.2,-0.2,1,23,2,2,24,ITA-Serie A,2024,passing
BRA,DF,26-087,1999,15.3,784,909,86.2,12560,3198,380,418,90.9,355,390,91.0,32,54,59.3,0,0.7,1.1,-0.7,15,44,14,5,68,ITA-Serie A,2024,passing
ENG,DF,27-113,1997,11.8,685,740,92.6,11977,4736,279,290,96.2,369,388,95.1,33,50,66.0,1,0.6,0.4,0.4,6,37,4,2,44,ITA-Serie A,2024,passing
ITA,"DF,MF",22-062,2003,5.9,224,254,88.2,3808,811,99,109,90.8,112,122,91.8,10,16,62.5,0,0.1,0.1,-0.1,2,21,1,1,14,ITA-Serie A,2024,passing
ITA,"FW,MF",17-032,2008,1.8,26,31,83.9,309,23,21,23,91.3,5,7,71.4,0,1,0.0,0,0.4,0.2,-0.4,2,1,0,0,0,ITA-Serie A,2024,passing
ALG,MF,27-131,1997,3.3,197,221,89.1,3629,937,84,90,93.3,87,92,94.6,22,33,66.7,0,0.1,0.3,-0.1,4,22,4,1,23,ITA-Serie A,2024,passing
POR,MF,25-152,1999,5.4,139,177,78.5,2102,688,91,105,86.7,38,43,88.4,9,16,56.3,0,0.7,0.9,-0.7,5,16,5,0,25,ITA-Serie A,2024,passing
ITA,MF,20-090,2005,0.1,9,9,100.0,133,28,5,5,100.0,4,4,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,2,ITA-Serie A,2024,passing
ENG,DF,34-318,1990,6.7,333,383,86.9,5812,1736,142,147,96.6,169,188,89.9,21,42,50.0,0,0.7,0.4,-0.7,4,24,2,0,31,ITA-Serie A,2024,passing
SRB,"FW,MF",27-109,1997,2.3,48,59,81.4,748,223,24,27,88.9,22,27,81.5,2,2,100.0,0,0.7,0.5,-0.7,8,9,3,1,15,ITA-Serie A,2024,passing
GER,DF,23-246,2001,19.2,1137,1224,92.9,22332,7525,330,347,95.1,679,707,96.0,116,145,80.0,0,0.1,0.2,-0.1,4,86,0,0,86,ITA-Serie A,2024,passing
ITA,GK,32-336,1992,1.0,39,42,92.9,953,556,8,8,100.0,21,21,100.0,10,12,83.3,0,0.0,0.0,0.0,0,1,0,0,0,ITA-Serie A,2024,passing
ITA,DF,25-172,1999,17.0,973,1075,90.5,19506,5838,271,286,94.8,603,630,95.7,93,140,66.4,0,0.2,0.2,-0.2,2,73,2,1,72,ITA-Serie A,2024,passing
ITA,MF,18-005,2007,0.7,24,31,77.4,362,80,12,13,92.3,12,15,80.0,0,1,0.0,0,0.0,0.0,0.0,1,4,1,0,5,ITA-Serie A,2024,passing
FRA,GK,29-282,1995,30.0,1064,1242,85.7,26200,17099,182,186,97.8,624,626,99.7,255,423,60.3,0,0.8,0.0,-0.8,5,14,0,0,4,ITA-Serie A,2024,passing
SUI,FW,24-322,2000,4.6,77,105,73.3,1323,270,37,49,75.5,35,44,79.5,5,9,55.6,0,0.3,0.7,-0.3,4,4,7,2,12,ITA-Serie A,2024,passing
POR,FW,25-305,1999,22.2,562,749,75.0,9234,2429,288,355,81.1,225,280,80.4,38,70,54.3,7,6.9,5.8,0.1,55,35,48,10,83,ITA-Serie A,2024,passing
ITA,"FW,MF",25-312,1999,0.9,28,40,70.0,401,62,16,17,94.1,12,17,70.6,0,4,0.0,0,0.3,0.4,-0.3,2,1,1,1,0,ITA-Serie A,2024,passing
ENG,MF,29-078,1996,7.7,253,286,88.5,3859,740,138,155,89.0,97,107,90.7,12,15,80.0,0,1.4,0.6,-1.4,12,28,5,1,37,ITA-Serie A,2024,passing
NGA,"FW,MF",25-324,1999,9.4,290,387,74.9,5032,1004,140,160,87.5,123,159,77.4,25,51,49.0,0,2.3,2.1,-2.3,21,18,15,5,28,ITA-Serie A,2024,passing
MEX,FW,23-358,2001,6.3,63,77,81.8,780,154,39,45,86.7,18,22,81.8,0,1,0.0,1,0.7,0.4,0.3,4,4,2,1,5,ITA-Serie A,2024,passing
SRB,DF,23-322,2001,14.0,843,946,89.1,14590,5080,350,362,96.7,440,475,92.6,44,86,51.2,1,1.1,0.3,-0.1,6,76,4,1,77,ITA-Serie A,2024,passing
ENG,FW,27-191,1997,12.1,138,198,69.7,1757,475,83,109,76.1,44,69,63.8,2,4,50.0,3,2.0,1.2,1.0,12,10,10,0,23,ITA-Serie A,2024,passing
FRA,DF,27-187,1997,25.0,1164,1386,84.0,18494,5795,617,667,92.5,449,506,88.7,70,146,47.9,3,4.3,3.8,-1.3,41,88,31,11,123,ITA-Serie A,2024,passing
NED,MF,26-256,1998,27.8,1055,1215,86.8,17666,5093,495,548,90.3,449,492,91.3,83,119,69.7,3,2.9,3.2,0.1,41,115,45,1,186,ITA-Serie A,2024,passing
FRA,MF,21-208,2003,1.8,77,84,91.7,1248,261,37,40,92.5,36,39,92.3,3,3,100.0,0,0.1,0.1,-0.1,1,9,1,1,7,ITA-Serie A,2024,passing
FRA,MF,26-091,1999,24.1,1071,1249,85.7,18526,6106,466,532,87.6,516,568,90.8,74,119,62.2,4,2.5,1.7,1.5,18,128,18,1,155,ITA-Serie A,2024,passing
USA,"MF,FW",22-133,2002,15.7,558,647,86.2,9523,2230,255,284,89.8,250,283,88.3,42,54,77.8,2,1.6,1.4,0.4,22,56,16,7,79,ITA-Serie A,2024,passing
ESP,"FW,MF",32-170,1992,12.2,202,268,75.4,3147,538,118,149,79.2,55,74,74.3,19,28,67.9,0,0.8,0.3,-0.8,7,15,3,0,26,ITA-Serie A,2024,passing
ITA,MF,22-192,2002,22.4,966,1129,85.6,18824,4861,314,359,87.5,515,555,92.8,116,164,70.7,0,0.7,1.2,-0.7,15,104,15,3,104,ITA-Serie A,2024,passing
ITA,DF,24-066,2001,18.5,718,859,83.6,12178,3816,332,359,92.5,316,364,86.8,57,96,59.4,1,0.3,0.2,0.7,4,36,3,3,42,ITA-Serie A,2024,passing
ITA,FW,29-285,1995,3.0,40,62,64.5,612,54,22,28,78.6,13,19,68.4,4,6,66.7,0,0.0,0.0,0.0,0,2,0,0,1,ITA-Serie A,2024,passing
ITA,DF,33-040,1992,26.4,1273,1447,88.0,24262,7456,427,461,92.6,700,756,92.6,132,195,67.7,1,0.8,0.3,0.2,11,55,6,1,71,ITA-Serie A,2024,passing
SWE,DF,25-338,1999,1.2,56,66,84.8,1170,349,12,15,80.0,40,44,90.9,4,7,57.1,0,0.0,0.0,0.0,0,0,0,0,2,ITA-Serie A,2024,passing
ITA,"MF,FW",23-182,2001,14.5,261,382,68.3,4254,837,135,172,78.5,96,133,72.2,22,43,51.2,0,0.9,1.1,-0.9,12,14,8,2,34,ITA-Serie A,2024,passing
ITA,DF,36-214,1988,12.2,566,652,86.8,9736,3415,255,269,94.8,273,301,90.7,34,64,53.1,1,0.4,0.3,0.6,5,26,6,2,34,ITA-Serie A,2024,passing
POR,"MF,FW",26-344,1998,19.1,342,470,72.8,5360,913,184,229,80.3,120,156,76.9,24,37,64.9,2,1.6,1.6,0.4,19,24,17,5,44,ITA-Serie A,2024,passing
ITA,MF,28-053,1997,3.4,98,123,79.7,1456,416,61,65,93.8,31,39,79.5,4,8,50.0,0,0.2,0.5,-0.2,4,3,3,0,13,ITA-Serie A,2024,passing
ITA,"MF,FW",31-255,1993,12.4,374,474,78.9,5976,1389,192,209,91.9,129,160,80.6,35,67,52.2,1,1.5,1.6,-0.5,23,21,14,2,55,ITA-Serie A,2024,passing
GRE,DF,29-065,1996,25.9,858,1167,73.5,14119,5259,424,475,89.3,343,437,78.5,72,188,38.3,4,2.9,2.3,1.1,38,62,21,13,78,ITA-Serie A,2024,passing
CIV,"MF,DF",32-182,1992,4.5,133,170,78.2,2065,766,67,75,89.3,55,69,79.7,7,10,70.0,0,0.1,0.1,-0.1,2,7,2,1,12,ITA-Serie A,2024,passing
POL,MF,20-216,2004,4.6,188,217,86.6,3425,906,81,95,85.3,80,85,94.1,22,25,88.0,0,0.1,0.2,-0.1,3,26,1,0,36,ITA-Serie A,2024,passing
SEN,FW,30-034,1995,4.9,123,139,88.5,1792,316,65,69,94.2,46,51,90.2,6,9,66.7,0,0.0,0.3,0.0,2,11,5,2,21,ITA-Serie A,2024,passing
ITA,"MF,DF",20-070,2005,2.0,38,56,67.9,633,139,18,24,75.0,18,23,78.3,2,5,40.0,1,0.4,0.2,0.6,2,6,1,1,6,ITA-Serie A,2024,passing
ITA,MF,20-090,2005,3.5,60,82,73.2,913,192,34,43,79.1,23,31,74.2,3,5,60.0,0,0.1,0.0,-0.1,1,5,0,0,3,ITA-Serie A,2024,passing
ITA,DF,34-069,1991,5.8,328,368,89.1,6062,2383,129,137,94.2,167,183,91.3,29,42,69.0,0,0.0,0.2,0.0,1,13,1,0,13,ITA-Serie A,2024,passing
ITA,MF,27-355,1997,9.5,424,490,86.5,7412,1478,183,207,88.4,196,214,91.6,37,49,75.5,0,0.1,0.2,-0.1,4,31,4,1,28,ITA-Serie A,2024,passing
ITA,MF,31-217,1993,0.4,12,19,63.2,235,60,5,6,83.3,6,11,54.5,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,ITA-Serie A,2024,passing
BIH,FW,34-324,1990,14.1,131,266,49.2,1564,442,80,154,51.9,31,72,43.1,3,3,100.0,1,1.1,0.2,-0.1,5,16,2,0,21,ITA-Serie A,2024,passing
