league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_shooting,pos_shooting,age_shooting,born_shooting,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense
ITA-Serie A,2024,Atalanta,Juan Musso,ARG,GK,30-340,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ARG,GK,30-340,1994,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ARG,GK,30-340,1994,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,misc,ARG,GK,30-340,1994,1.0,35,30,35,0,0,0,35,0,0,,0,,12,91,48,0,0,0,0,0,10,0,possession,ARG,GK,30-340,1994,1.0,17,33,51.5,486,331,2,2,100.0,9,9,100.0,6,22,27.3,0,0.0,0.0,0.0,0,0,0,0,0,passing,ARG,GK,30-340,1994,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ITA-Serie A,2024,Hellas Verona,Junior Ajayi,CIV,FW,20-182,2004,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,CIV,FW,20-182,2004,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,CIV,FW,20-182,2004,0.1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,,misc,CIV,FW,20-182,2004,0.1,5,0,0,3,2,0,5,0,0,,0,,5,25,7,0,0,0,1,0,5,0,possession,CIV,FW,20-182,2004,0.1,4,4,100.0,74,18,1,1,100.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,passing,CIV,FW,20-182,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ITA-Serie A,2024,Genoa,Junior Messias,BRA,"MF,FW",33-333,1991,11,5,544,6.0,1,1,2,1,0,1,1,0,2.0,1.1,0.3,1.4,21,22,35,0.17,0.17,0.33,0.17,0.33,0.33,0.05,0.38,0.18,0.22,standard,BRA,"MF,FW",33-333,1991,6.0,1,13,4,30.8,2.15,0.66,0.08,0.25,21.7,0,0,1,2.0,1.1,0.08,-1.0,-0.1,shooting,BRA,"MF,FW",33-333,1991,6.0,1,0,0,3,10,0,15,5,5,0,0,0,22,11,18,37.9,misc,BRA,"MF,FW",33-333,1991,6.0,258,13,34,120,110,13,257,28,9,32.1,15,53.6,141,1173,695,21,20,4,22,4,164,35,possession,BRA,"MF,FW",33-333,1991,6.0,105,157,66.9,1829,594,51,63,81.0,41,62,66.1,11,23,47.8,1,0.3,0.3,0.7,5,16,5,1,22,passing,BRA,"MF,FW",33-333,1991,6.0,8,5,4,4,0,2,7,28.6,5,2,1,1,5,13,10,0,defense
ITA-Serie A,2024,Empoli,Junior Sambia,FRA,"DF,FW",28-216,1996,12,2,308,3.4,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,2,18,16,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.15,0.09,0.15,standard,FRA,"DF,FW",28-216,1996,3.4,0,7,0,0.0,2.05,0.0,0.0,,24.4,3,0,0,0.3,0.3,0.05,-0.3,-0.3,shooting,FRA,"DF,FW",28-216,1996,3.4,0,0,0,3,2,0,21,2,8,0,0,0,14,5,4,55.6,misc,FRA,"DF,FW",28-216,1996,3.4,173,4,20,81,74,7,173,9,2,22.2,6,66.7,76,266,103,2,2,1,6,5,81,16,possession,FRA,"DF,FW",28-216,1996,3.4,86,129,66.7,1504,722,34,44,77.3,42,55,76.4,6,23,26.1,0,0.2,0.2,-0.2,4,10,7,5,18,passing,FRA,"DF,FW",28-216,1996,3.4,10,8,3,3,4,8,8,100.0,0,2,0,2,2,12,4,0,defense
ITA-Serie A,2024,Udinese,Jurgen Ekkelenkamp,NED,MF,25-006,2000,27,15,1501,16.7,3,2,5,3,0,0,2,0,1.8,1.8,1.1,2.8,28,54,65,0.18,0.12,0.3,0.18,0.3,0.11,0.06,0.17,0.11,0.17,standard,NED,MF,25-006,2000,16.7,3,18,8,44.4,1.08,0.48,0.17,0.38,16.7,0,0,0,1.8,1.8,0.1,1.2,1.2,shooting,NED,MF,25-006,2000,16.7,2,0,0,25,13,2,9,11,20,0,0,0,71,13,12,52.0,misc,NED,MF,25-006,2000,16.7,733,23,125,385,234,30,733,24,7,29.2,14,58.3,392,1995,1007,28,24,3,19,6,470,65,possession,NED,MF,25-006,2000,16.7,475,591,80.4,7342,1699,249,292,85.3,186,223,83.4,24,36,66.7,2,1.1,0.9,0.9,12,34,9,2,54,passing,NED,MF,25-006,2000,16.7,31,20,9,19,3,16,30,53.3,14,24,4,20,11,42,20,0,defense
ITA-Serie A,2024,Bologna,Kacper Urbanski,POL,MF,20-216,2004,7,1,247,2.7,1,0,1,1,0,0,2,0,0.3,0.3,0.5,0.8,5,15,19,0.36,0.0,0.36,0.36,0.36,0.12,0.17,0.29,0.12,0.29,standard,POL,MF,20-216,2004,2.7,1,4,1,25.0,1.46,0.36,0.25,1.0,15.7,0,0,0,0.3,0.3,0.08,0.7,0.7,shooting,POL,MF,20-216,2004,2.7,2,0,0,5,4,0,8,2,2,0,0,0,16,2,8,20.0,misc,POL,MF,20-216,2004,2.7,163,6,23,68,73,10,163,5,3,60.0,2,40.0,107,551,201,5,2,0,8,3,110,19,possession,POL,MF,20-216,2004,2.7,106,126,84.1,1689,395,52,60,86.7,44,46,95.7,7,10,70.0,0,0.5,0.3,-0.5,9,14,5,1,15,passing,POL,MF,20-216,2004,2.7,5,2,4,0,1,4,6,66.7,2,5,1,4,2,7,5,0,defense
ITA-Serie A,2024,Monza,Kacper Urbanski,POL,MF,20-216,2004,6,5,417,4.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,7,36,12,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,standard,POL,MF,20-216,2004,4.6,0,3,0,0.0,0.65,0.0,0.0,,25.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting,POL,MF,20-216,2004,4.6,0,0,0,5,3,0,2,2,2,0,0,0,17,4,11,26.7,misc,POL,MF,20-216,2004,4.6,263,10,61,147,56,1,263,8,3,37.5,4,50.0,162,984,399,7,5,0,4,7,192,12,possession,POL,MF,20-216,2004,4.6,188,217,86.6,3425,906,81,95,85.3,80,85,94.1,22,25,88.0,0,0.1,0.2,-0.1,3,26,1,0,36,passing,POL,MF,20-216,2004,4.6,4,2,1,1,2,4,7,57.1,3,7,2,5,2,6,8,0,defense
ITA-Serie A,2024,Torino,Karol Linetty,POL,MF,30-068,1995,24,15,1285,14.3,1,0,1,1,0,0,6,0,0.6,0.6,0.2,0.8,13,42,14,0.07,0.0,0.07,0.07,0.07,0.04,0.02,0.06,0.04,0.06,standard,POL,MF,30-068,1995,14.3,1,12,3,25.0,0.84,0.21,0.08,0.33,21.8,0,0,0,0.6,0.6,0.05,0.4,0.4,shooting,POL,MF,30-068,1995,14.3,6,0,0,31,11,0,4,12,21,0,0,0,55,6,11,35.3,misc,POL,MF,30-068,1995,14.3,622,40,155,372,104,9,622,17,4,23.5,11,64.7,343,1723,743,13,17,2,14,8,389,14,possession,POL,MF,30-068,1995,14.3,409,485,84.3,7091,1736,199,218,91.3,157,182,86.3,44,61,72.1,0,0.2,0.4,-0.2,6,39,8,1,42,passing,POL,MF,30-068,1995,14.3,33,21,14,17,2,16,32,50.0,16,14,5,9,12,45,22,1,defense
ITA-Serie A,2024,Udinese,Keinan Davis,ENG,FW,27-057,1998,17,6,709,7.9,2,1,3,2,0,0,2,0,1.5,1.5,2.0,3.5,16,20,46,0.25,0.13,0.38,0.25,0.38,0.19,0.25,0.44,0.19,0.44,standard,ENG,FW,27-057,1998,7.9,2,14,5,35.7,1.78,0.63,0.14,0.4,9.5,0,0,0,1.5,1.5,0.11,0.5,0.5,shooting,ENG,FW,27-057,1998,7.9,2,0,0,16,11,4,3,1,3,0,0,0,27,21,19,52.5,misc,ENG,FW,27-057,1998,7.9,280,4,15,134,134,43,280,24,12,50.0,12,50.0,168,1126,424,16,8,9,26,17,231,46,possession,ENG,FW,27-057,1998,7.9,152,197,77.2,2270,344,80,101,79.2,49,57,86.0,13,14,92.9,1,2.0,0.6,-1.0,15,11,8,0,20,passing,ENG,FW,27-057,1998,7.9,7,3,1,3,3,2,3,66.7,1,2,1,1,1,8,4,0,defense
ITA-Serie A,2024,Monza,Keita Baldé,SEN,FW,30-034,1995,7,5,439,4.9,1,0,1,1,0,0,1,0,0.5,0.5,0.0,0.5,13,21,23,0.21,0.0,0.21,0.21,0.21,0.1,0.01,0.11,0.1,0.11,standard,SEN,FW,30-034,1995,4.9,1,10,2,20.0,2.05,0.41,0.1,0.5,17.2,0,0,0,0.5,0.5,0.05,0.5,0.5,shooting,SEN,FW,30-034,1995,4.9,1,0,0,7,17,1,5,1,1,0,0,0,7,3,10,23.1,misc,SEN,FW,30-034,1995,4.9,185,0,6,105,76,10,185,13,4,30.8,6,46.2,146,892,450,13,12,2,14,11,167,23,possession,SEN,FW,30-034,1995,4.9,123,139,88.5,1792,316,65,69,94.2,46,51,90.2,6,9,66.7,0,0.0,0.3,0.0,2,11,5,2,21,passing,SEN,FW,30-034,1995,4.9,1,1,0,1,0,1,2,50.0,1,3,0,3,1,2,0,0,defense
ITA-Serie A,2024,Juventus,Kenan Yıldız,TUR,"FW,MF",19-342,2005,30,24,2056,22.8,5,2,7,5,0,0,1,0,3.9,3.9,3.9,7.8,94,90,189,0.22,0.09,0.31,0.22,0.31,0.17,0.17,0.34,0.17,0.34,standard,TUR,"FW,MF",19-342,2005,22.8,5,50,18,36.0,2.19,0.79,0.1,0.28,16.9,0,0,0,3.9,3.9,0.08,1.1,1.1,shooting,TUR,"FW,MF",19-342,2005,22.8,1,0,0,20,44,4,90,5,28,0,0,0,94,6,26,18.8,misc,TUR,"FW,MF",19-342,2005,22.8,1206,15,131,503,588,80,1206,95,53,55.8,39,41.1,780,4949,2668,94,45,35,76,35,909,189,possession,TUR,"FW,MF",19-342,2005,22.8,710,894,79.4,10910,2754,405,452,89.6,246,305,80.7,43,93,46.2,2,3.9,3.7,-1.9,39,55,41,11,90,passing,TUR,"FW,MF",19-342,2005,22.8,51,28,11,25,15,16,25,64.0,9,24,0,24,5,56,11,3,defense
ITA-Serie A,2024,Lecce,Kevin Bonifazi,ITA,DF,28-327,1996,3,0,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,DF,28-327,1996,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ITA,DF,28-327,1996,0.7,0,0,0,0,0,0,0,2,1,0,0,0,7,1,1,50.0,misc,ITA,DF,28-327,1996,0.7,54,6,28,27,0,0,54,2,1,50.0,1,50.0,28,204,53,0,0,0,2,0,31,1,possession,ITA,DF,28-327,1996,0.7,37,42,88.1,645,238,18,18,100.0,17,19,89.5,2,5,40.0,0,0.0,0.0,0.0,0,2,0,0,1,passing,ITA,DF,28-327,1996,0.7,1,1,1,0,0,1,1,100.0,0,1,1,0,2,3,3,0,defense
ITA-Serie A,2024,Monza,Kevin Martins,ITA,"MF,DF",20-070,2005,9,1,183,2.0,0,1,1,0,0,0,1,0,0.0,0.0,0.4,0.4,3,6,10,0.0,0.49,0.49,0.0,0.49,0.0,0.19,0.19,0.0,0.19,standard,ITA,"MF,DF",20-070,2005,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ITA,"MF,DF",20-070,2005,2.0,1,0,0,3,4,0,6,1,4,0,0,0,12,2,1,66.7,misc,ITA,"MF,DF",20-070,2005,2.0,80,3,30,30,22,2,80,6,4,66.7,2,33.3,51,344,144,3,2,2,8,1,49,10,possession,ITA,"MF,DF",20-070,2005,2.0,38,56,67.9,633,139,18,24,75.0,18,23,78.3,2,5,40.0,1,0.4,0.2,0.6,2,6,1,1,6,passing,ITA,"MF,DF",20-070,2005,2.0,5,4,3,2,0,3,6,50.0,3,1,0,1,1,6,4,1,defense
ITA-Serie A,2024,Milan,Kevin Zeroli,ITA,MF,20-090,2005,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,MF,20-090,2005,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ITA,MF,20-090,2005,0.1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,misc,ITA,MF,20-090,2005,0.1,9,0,1,4,5,0,9,0,0,,0,,7,48,42,1,1,0,0,1,8,3,possession,ITA,MF,20-090,2005,0.1,9,9,100.0,133,28,5,5,100.0,4,4,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,2,passing,ITA,MF,20-090,2005,0.1,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,defense
ITA-Serie A,2024,Monza,Kevin Zeroli,ITA,MF,20-090,2005,6,3,316,3.5,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,2,3,8,0.0,0.0,0.0,0.0,0.0,0.15,0.03,0.18,0.15,0.18,standard,ITA,MF,20-090,2005,3.5,0,5,1,20.0,1.42,0.28,0.0,0.0,14.5,0,0,0,0.5,0.5,0.11,-0.5,-0.5,shooting,ITA,MF,20-090,2005,3.5,0,0,0,3,1,1,2,2,1,0,0,0,13,4,2,66.7,misc,ITA,MF,20-090,2005,3.5,122,10,40,56,27,8,122,1,0,0.0,1,100.0,73,290,108,2,2,0,7,3,78,8,possession,ITA,MF,20-090,2005,3.5,60,82,73.2,913,192,34,43,79.1,23,31,74.2,3,5,60.0,0,0.1,0.0,-0.1,1,5,0,0,3,passing,ITA,MF,20-090,2005,3.5,5,1,2,3,0,0,1,0.0,1,6,1,5,2,7,7,0,defense
ITA-Serie A,2024,Napoli,Khvicha Kvaratskhelia,GEO,"FW,MF",24-058,2001,17,15,1178,13.1,5,3,8,4,1,1,1,0,4.1,3.4,3.7,7.0,74,57,89,0.38,0.23,0.61,0.31,0.53,0.32,0.28,0.6,0.26,0.54,standard,GEO,"FW,MF",24-058,2001,13.1,5,49,16,32.7,3.74,1.22,0.08,0.25,19.4,3,1,1,4.1,3.4,0.07,0.9,0.6,shooting,GEO,"FW,MF",24-058,2001,13.1,1,0,0,12,33,0,51,4,9,0,0,0,45,4,5,44.4,misc,GEO,"FW,MF",24-058,2001,13.1,659,2,55,275,342,74,658,72,19,26.4,42,58.3,405,3292,1912,74,51,37,25,21,471,89,possession,GEO,"FW,MF",24-058,2001,13.1,352,461,76.4,5985,1769,187,212,88.2,116,142,81.7,41,75,54.7,3,3.7,3.0,-0.7,28,31,23,4,57,passing,GEO,"FW,MF",24-058,2001,13.1,15,9,4,10,1,4,15,26.7,11,13,0,13,4,19,7,0,defense
ITA-Serie A,2024,Juventus,Khéphren Thuram,FRA,MF,24-016,2001,29,20,1819,20.2,3,4,7,3,0,0,4,0,3.3,3.3,3.3,6.5,57,91,46,0.15,0.2,0.35,0.15,0.35,0.16,0.16,0.32,0.16,0.32,standard,FRA,MF,24-016,2001,20.2,3,29,8,27.6,1.43,0.4,0.1,0.38,19.1,0,0,0,3.3,3.3,0.11,-0.3,-0.3,shooting,FRA,MF,24-016,2001,20.2,4,0,0,26,19,0,9,9,14,0,0,0,85,23,22,51.1,misc,FRA,MF,24-016,2001,20.2,1332,62,295,785,266,36,1332,57,34,59.6,21,36.8,853,5322,2806,57,43,11,22,16,1018,46,possession,FRA,MF,24-016,2001,20.2,994,1120,88.8,15449,3625,535,577,92.7,388,428,90.7,47,69,68.1,4,3.3,1.4,0.7,20,98,11,0,91,passing,FRA,MF,24-016,2001,20.2,31,14,9,19,3,16,27,59.3,11,25,8,17,9,40,32,0,defense
ITA-Serie A,2024,Lecce,Kialonda,ANG,DF,27-196,1997,17,17,1530,17.0,0,1,1,0,0,0,3,0,1.0,1.0,0.4,1.4,3,20,4,0.0,0.06,0.06,0.0,0.06,0.06,0.02,0.08,0.06,0.08,standard,ANG,DF,27-196,1997,17.0,0,10,0,0.0,0.59,0.0,0.0,,7.9,0,0,0,1.0,1.0,0.1,-1.0,-1.0,shooting,ANG,DF,27-196,1997,17.0,3,0,0,6,14,0,2,19,10,0,1,0,39,63,28,69.2,misc,ANG,DF,27-196,1997,17.0,927,161,598,296,39,27,927,7,6,85.7,1,14.3,440,1860,833,3,1,1,11,1,572,4,possession,ANG,DF,27-196,1997,17.0,614,717,85.6,12888,4306,166,182,91.2,356,390,91.3,89,131,67.9,1,0.4,0.6,0.6,5,18,0,0,20,passing,ANG,DF,27-196,1997,17.0,29,10,20,9,0,10,12,83.3,2,35,23,12,19,48,83,1,defense
ITA-Serie A,2024,Venezia,Kike Pérez,ESP,MF,28-056,1997,9,8,716,8.0,0,0,0,0,0,0,4,0,0.7,0.7,1.1,1.7,6,38,19,0.0,0.0,0.0,0.0,0.0,0.09,0.13,0.22,0.09,0.22,standard,ESP,MF,28-056,1997,8.0,0,12,6,50.0,1.51,0.75,0.0,0.0,19.6,0,0,0,0.7,0.7,0.06,-0.7,-0.7,shooting,ESP,MF,28-056,1997,8.0,4,0,0,16,12,1,33,7,17,0,0,0,46,10,7,58.8,misc,ESP,MF,28-056,1997,8.0,503,23,115,231,166,8,503,20,10,50.0,9,45.0,293,1463,632,6,9,1,16,14,293,19,possession,ESP,MF,28-056,1997,8.0,287,395,72.7,5001,1936,140,162,86.4,99,122,81.1,33,77,42.9,0,1.1,1.2,-1.1,13,32,8,2,38,passing,ESP,MF,28-056,1997,8.0,29,17,13,8,8,14,33,42.4,19,10,1,9,7,36,10,0,defense
ITA-Serie A,2024,Udinese,Kingsley Ehizibue,NED,DF,29-321,1995,28,25,2081,23.1,0,1,1,0,0,0,4,0,1.2,1.2,1.9,3.1,47,45,103,0.0,0.04,0.04,0.0,0.04,0.05,0.08,0.13,0.05,0.13,standard,NED,DF,29-321,1995,23.1,0,13,3,23.1,0.56,0.13,0.0,0.0,16.0,0,0,0,1.2,1.2,0.09,-1.2,-1.2,shooting,NED,DF,29-321,1995,23.1,4,0,0,27,29,5,56,19,31,0,0,0,94,26,28,48.1,misc,NED,DF,29-321,1995,23.1,1087,64,325,441,334,32,1087,28,11,39.3,14,50.0,503,2597,1341,47,31,7,24,20,549,103,possession,NED,DF,29-321,1995,23.1,643,842,76.4,11041,3485,303,353,85.8,272,342,79.5,54,103,52.4,1,1.9,1.7,-0.9,18,26,19,15,45,passing,NED,DF,29-321,1995,23.1,48,31,26,18,4,25,37,67.6,12,33,9,24,19,67,57,5,defense
ITA-Serie A,2024,Cagliari,Kingstone Mutandwa,ZAM,"MF,FW",22-096,2003,4,0,77,0.9,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,1,0,3,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.41,0.41,0.41,standard,ZAM,"MF,FW",22-096,2003,0.9,0,4,0,0.0,4.68,0.0,0.0,,17.8,0,0,0,0.4,0.4,0.09,-0.4,-0.4,shooting,ZAM,"MF,FW",22-096,2003,0.9,0,0,0,4,1,0,1,0,0,0,0,0,4,1,2,33.3,misc,ZAM,"MF,FW",22-096,2003,0.9,28,0,4,11,13,3,28,1,0,0.0,1,100.0,17,135,41,1,0,0,2,0,20,3,possession,ZAM,"MF,FW",22-096,2003,0.9,14,20,70.0,166,14,10,13,76.9,3,5,60.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,passing,ZAM,"MF,FW",22-096,2003,0.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ITA-Serie A,2024,Lecce,Konan N'dri,CIV,FW,24-166,2000,6,0,128,1.4,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,8,1,7,0.0,0.0,0.0,0.0,0.0,0.27,0.05,0.32,0.27,0.32,standard,CIV,FW,24-166,2000,1.4,0,6,0,0.0,4.22,0.0,0.0,,20.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4,shooting,CIV,FW,24-166,2000,1.4,0,0,0,1,3,0,4,0,1,0,0,0,2,1,0,100.0,misc,CIV,FW,24-166,2000,1.4,56,0,2,16,38,4,56,9,3,33.3,5,55.6,36,386,186,8,3,1,4,4,40,7,possession,CIV,FW,24-166,2000,1.4,22,31,71.0,296,32,14,16,87.5,6,11,54.5,1,3,33.3,0,0.1,0.0,-0.1,3,0,0,0,1,passing,CIV,FW,24-166,2000,1.4,1,1,0,0,1,1,2,50.0,1,2,0,2,0,1,0,0,defense
ITA-Serie A,2024,Genoa,Koni De Winter,BEL,DF,22-303,2002,19,18,1629,18.1,3,0,3,3,0,0,5,0,1.7,1.7,0.2,1.9,8,47,8,0.17,0.0,0.17,0.17,0.17,0.1,0.01,0.11,0.1,0.11,standard,BEL,DF,22-303,2002,18.1,3,12,7,58.3,0.66,0.39,0.25,0.43,9.2,0,0,0,1.7,1.7,0.14,1.3,1.3,shooting,BEL,DF,22-303,2002,18.1,5,0,0,30,12,1,3,16,16,0,2,0,81,64,30,68.1,misc,BEL,DF,22-303,2002,18.1,1160,104,554,527,90,28,1160,11,3,27.3,8,72.7,579,3226,1473,8,5,0,14,6,700,8,possession,BEL,DF,22-303,2002,18.1,828,964,85.9,14696,4827,312,348,89.7,442,486,90.9,56,93,60.2,0,0.2,0.1,-0.2,3,31,2,1,47,passing,BEL,DF,22-303,2002,18.1,26,16,16,7,3,14,20,70.0,6,6,4,2,16,42,87,2,defense
ITA-Serie A,2024,Inter,Kristjan Asllani,ALB,MF,23-033,2002,18,7,711,7.9,0,2,2,0,0,0,4,0,0.8,0.8,1.6,2.4,7,47,17,0.0,0.25,0.25,0.0,0.25,0.1,0.2,0.31,0.1,0.31,standard,ALB,MF,23-033,2002,7.9,0,12,3,25.0,1.52,0.38,0.0,0.0,22.3,2,0,0,0.8,0.8,0.07,-0.8,-0.8,shooting,ALB,MF,23-033,2002,7.9,4,0,0,8,14,0,31,7,2,0,0,0,40,3,3,50.0,misc,ALB,MF,23-033,2002,7.9,793,22,184,484,127,7,793,5,0,0.0,4,80.0,510,2352,954,7,10,1,5,1,636,17,possession,ALB,MF,23-033,2002,7.9,649,721,90.0,12312,3608,243,254,95.7,319,337,94.7,79,111,71.2,2,1.6,1.7,0.4,13,58,16,6,47,passing,ALB,MF,23-033,2002,7.9,10,2,5,4,1,4,16,25.0,12,7,1,6,7,17,12,1,defense
ITA-Serie A,2024,Milan,Kyle Walker,ENG,DF,34-318,1990,8,7,601,6.7,0,0,0,0,0,0,1,0,0.0,0.0,0.7,0.8,11,31,18,0.0,0.0,0.0,0.0,0.0,0.01,0.11,0.12,0.01,0.12,standard,ENG,DF,34-318,1990,6.7,0,2,0,0.0,0.3,0.0,0.0,,31.9,0,0,0,0.0,0.0,0.02,0.0,0.0,shooting,ENG,DF,34-318,1990,6.7,1,0,0,6,3,0,11,8,8,0,0,0,37,5,3,62.5,misc,ENG,DF,34-318,1990,6.7,448,30,146,221,85,4,448,7,5,71.4,2,28.6,292,1305,655,11,5,2,6,3,290,18,possession,ENG,DF,34-318,1990,6.7,333,383,86.9,5812,1736,142,147,96.6,169,188,89.9,21,42,50.0,0,0.7,0.4,-0.7,4,24,2,0,31,passing,ENG,DF,34-318,1990,6.7,15,8,11,4,0,12,15,80.0,3,9,5,4,8,23,12,1,defense
ITA-Serie A,2024,Lecce,Lameck Banda,ZAM,"FW,MF",24-072,2001,13,6,551,6.1,0,1,1,0,0,0,1,0,0.8,0.8,0.9,1.7,22,6,38,0.0,0.16,0.16,0.0,0.16,0.13,0.15,0.28,0.13,0.28,standard,ZAM,"FW,MF",24-072,2001,6.1,0,14,3,21.4,2.29,0.49,0.0,0.0,20.4,0,0,0,0.8,0.8,0.05,-0.8,-0.8,shooting,ZAM,"FW,MF",24-072,2001,6.1,1,0,0,9,18,2,22,2,5,0,0,0,24,2,13,13.3,misc,ZAM,"FW,MF",24-072,2001,6.1,219,4,36,83,106,19,219,26,9,34.6,13,50.0,147,1391,720,22,8,16,15,8,147,38,possession,ZAM,"FW,MF",24-072,2001,6.1,106,139,76.3,1568,302,65,73,89.0,32,44,72.7,6,15,40.0,1,0.9,0.7,0.1,9,1,6,4,6,passing,ZAM,"FW,MF",24-072,2001,6.1,8,5,4,2,2,3,11,27.3,8,6,0,6,2,10,6,0,defense
