league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_defense,pos_defense,age_defense,born_defense,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc
ITA-Serie A,2023,Sassuolo,Alessio Cragno,ITA,GK,29,1994,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,29,1994,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,1,defense,ITA,GK,29,1994,3.0,69,100,69.0,1856,1253,16,16,100.0,28,28,100.0,24,55,43.6,0,0.0,0.0,0.0,0,2,0,0,0,passing,ITA,GK,29,1994,3.0,110,91,110,0,0,0,110,0,0,,0,,54,270,193,0,0,0,0,0,49,0,possession,ITA,GK,29,1994,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ITA,GK,29,1994,3.0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100.0,misc
ITA-Serie A,2023,Lazio,Alessio Romagnoli,ITA,DF,28,1995,29,26,2411,26.8,0,0,0,0,0,0,9,0,0.6,0.6,0.6,1.1,7,87,2,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,standard,ITA,DF,28,1995,26.8,25,18,14,11,0,16,24,66.7,8,29,17,12,29,54,115,0,defense,ITA,DF,28,1995,26.8,1604,1759,91.2,27365,9970,670,703,95.3,804,849,94.7,96,153,62.7,0,0.6,0.6,-0.6,6,82,5,1,87,passing,ITA,DF,28,1995,26.8,1995,276,973,992,36,18,1995,1,0,0.0,1,100.0,981,4361,2024,7,2,0,9,0,1347,2,possession,ITA,DF,28,1995,26.8,0,11,5,45.5,0.41,0.19,0.0,0.0,12.0,0,0,0,0.6,0.6,0.05,-0.6,-0.6,shooting,ITA,DF,28,1995,26.8,9,0,0,34,19,1,1,29,18,0,0,0,120,76,54,58.5,misc
ITA-Serie A,2023,Monza,Alessio Zerbin,ITA,"DF,FW",24,1999,13,7,684,7.6,0,1,1,0,0,0,2,1,0.4,0.4,0.8,1.2,17,20,46,0.0,0.13,0.13,0.0,0.13,0.05,0.11,0.16,0.05,0.16,standard,ITA,"DF,FW",24,1999,7.6,18,10,13,2,3,4,13,30.8,9,16,3,13,3,21,5,0,defense,ITA,"DF,FW",24,1999,7.6,218,282,77.3,4240,1162,83,94,88.3,103,121,85.1,30,52,57.7,1,0.8,1.0,0.2,12,15,12,9,20,passing,ITA,"DF,FW",24,1999,7.6,376,13,88,150,143,18,376,31,13,41.9,16,51.6,206,1423,675,17,19,5,15,7,224,46,possession,ITA,"DF,FW",24,1999,7.6,0,6,2,33.3,0.79,0.26,0.0,0.0,20.1,0,0,0,0.4,0.4,0.06,-0.4,-0.4,shooting,ITA,"DF,FW",24,1999,7.6,2,1,1,18,13,0,31,3,10,0,0,0,40,2,10,16.7,misc
ITA-Serie A,2023,Napoli,Alessio Zerbin,ITA,"FW,DF",24,1999,7,1,150,1.7,0,0,0,0,0,0,0,0,0.2,0.2,0.6,0.9,6,3,18,0.0,0.0,0.0,0.0,0.0,0.15,0.37,0.52,0.15,0.52,standard,ITA,"FW,DF",24,1999,1.7,5,2,1,3,1,2,7,28.6,5,1,0,1,0,5,0,0,defense,ITA,"FW,DF",24,1999,1.7,56,71,78.9,779,133,30,36,83.3,18,21,85.7,2,4,50.0,0,0.6,0.5,-0.6,4,1,2,2,3,passing,ITA,"FW,DF",24,1999,1.7,92,0,10,32,54,8,92,4,2,50.0,1,25.0,45,311,147,6,4,2,5,3,65,18,possession,ITA,"FW,DF",24,1999,1.7,0,3,1,33.3,1.8,0.6,0.0,0.0,18.7,0,0,0,0.2,0.2,0.08,-0.2,-0.2,shooting,ITA,"FW,DF",24,1999,1.7,0,0,0,7,4,0,7,0,2,0,0,0,6,1,1,50.0,misc
ITA-Serie A,2023,Napoli,Alex Meret,ITA,GK,26,1997,31,31,2773,30.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,26,1997,30.8,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,10,1,defense,ITA,GK,26,1997,30.8,769,914,84.1,18457,10706,137,137,100.0,447,452,98.9,185,321,57.6,0,0.1,0.0,-0.1,1,1,0,0,0,passing,ITA,GK,26,1997,30.8,959,793,956,3,0,0,959,1,1,100.0,0,0.0,564,2467,1302,0,0,0,0,0,554,0,possession,ITA,GK,26,1997,30.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ITA,GK,26,1997,30.8,0,0,0,0,3,0,0,0,0,0,0,0,53,4,1,80.0,misc
ITA-Serie A,2023,Juventus,Alex Sandro,BRA,DF,32,1991,16,8,721,8.0,1,0,1,1,0,0,1,0,0.4,0.4,0.9,1.3,16,43,9,0.12,0.0,0.12,0.12,0.12,0.05,0.11,0.16,0.05,0.16,standard,BRA,DF,32,1991,8.0,13,7,7,6,0,4,5,80.0,1,13,7,6,15,28,23,0,defense,BRA,DF,32,1991,8.0,479,555,86.3,8623,3028,187,200,93.5,246,271,90.8,40,68,58.8,0,0.9,0.7,-0.9,5,45,7,3,43,passing,BRA,DF,32,1991,8.0,639,59,217,338,85,8,639,10,3,30.0,3,30.0,344,1804,1068,16,9,0,7,4,409,9,possession,BRA,DF,32,1991,8.0,1,5,1,20.0,0.62,0.12,0.2,1.0,8.2,0,0,0,0.4,0.4,0.08,0.6,0.6,shooting,BRA,DF,32,1991,8.0,1,0,0,17,12,0,5,15,7,0,0,0,34,12,9,57.1,misc
ITA-Serie A,2023,Lecce,Alexis Blin,FRA,MF,26,1996,31,16,1642,18.2,0,2,2,0,0,0,4,0,1.1,1.1,0.7,1.8,7,60,11,0.0,0.11,0.11,0.0,0.11,0.06,0.04,0.1,0.06,0.1,standard,FRA,MF,26,1996,18.2,33,19,11,19,3,15,43,34.9,28,16,2,14,22,55,39,0,defense,FRA,MF,26,1996,18.2,671,779,86.1,11579,3436,290,319,90.9,304,334,91.0,59,84,70.2,2,0.7,0.7,1.3,7,51,7,2,60,passing,FRA,MF,26,1996,18.2,946,53,260,580,112,16,946,10,5,50.0,5,50.0,497,2042,968,7,8,0,5,11,547,11,possession,FRA,MF,26,1996,18.2,0,13,2,15.4,0.71,0.11,0.0,0.0,13.9,0,0,0,1.1,1.1,0.08,-1.1,-1.1,shooting,FRA,MF,26,1996,18.2,4,0,0,25,22,0,11,22,19,0,1,0,111,28,48,36.8,misc
ITA-Serie A,2023,Bologna,Alexis Saelemaekers,BEL,"FW,MF",24,1999,30,21,1887,21.0,4,2,6,4,0,0,7,1,2.6,2.6,2.8,5.5,65,77,180,0.19,0.1,0.29,0.19,0.29,0.13,0.14,0.26,0.13,0.26,standard,BEL,"FW,MF",24,1999,21.0,32,22,13,14,5,12,27,44.4,15,13,1,12,13,45,10,1,defense,BEL,"FW,MF",24,1999,21.0,786,1008,78.0,12039,3234,431,487,88.5,233,288,80.9,77,133,57.9,2,2.8,3.5,-0.8,44,39,35,5,77,passing,BEL,"FW,MF",24,1999,21.0,1271,7,177,555,558,47,1271,106,40,37.7,58,54.7,818,4996,2370,65,49,17,49,25,945,180,possession,BEL,"FW,MF",24,1999,21.0,4,29,10,34.5,1.38,0.48,0.14,0.4,23.2,4,0,0,2.6,2.6,0.09,1.4,1.4,shooting,BEL,"FW,MF",24,1999,21.0,7,1,1,16,58,2,86,13,22,1,0,0,112,8,7,53.3,misc
ITA-Serie A,2023,Inter,Alexis Sánchez,CHI,"FW,MF",34,1988,23,6,763,8.5,2,5,7,1,1,1,0,0,3.2,2.5,3.1,5.6,16,53,58,0.24,0.59,0.83,0.12,0.71,0.38,0.37,0.75,0.29,0.66,standard,CHI,"FW,MF",34,1988,8.5,7,6,0,5,2,1,4,25.0,3,4,1,3,1,8,3,0,defense,CHI,"FW,MF",34,1988,8.5,276,367,75.2,4719,1255,143,170,84.1,77,104,74.0,41,59,69.5,5,3.1,2.8,1.9,18,28,24,2,53,passing,CHI,"FW,MF",34,1988,8.5,453,0,28,189,240,37,452,22,12,54.5,8,36.4,292,1420,581,16,16,4,22,15,356,58,possession,CHI,"FW,MF",34,1988,8.5,2,17,5,29.4,2.01,0.59,0.06,0.2,16.4,2,1,1,3.2,2.5,0.14,-1.2,-1.5,shooting,CHI,"FW,MF",34,1988,8.5,0,0,0,14,19,8,31,1,6,0,0,0,28,8,13,38.1,misc
ITA-Serie A,2023,Fiorentina,Alfred Duncan,GHA,MF,30,1993,30,24,1888,21.0,2,5,7,2,0,0,2,0,1.5,1.5,2.0,3.5,23,133,47,0.1,0.24,0.33,0.1,0.33,0.07,0.1,0.17,0.07,0.17,standard,GHA,MF,30,1993,21.0,35,22,13,15,7,15,35,42.9,20,27,5,22,11,46,13,0,defense,GHA,MF,30,1993,21.0,800,1030,77.7,15638,4534,309,362,85.4,363,415,87.5,120,202,59.4,5,2.0,2.8,3.0,36,101,26,11,133,passing,GHA,MF,30,1993,21.0,1184,26,157,698,343,17,1184,40,20,50.0,16,40.0,634,2974,1442,23,26,3,18,19,777,47,possession,GHA,MF,30,1993,21.0,2,23,6,26.1,1.1,0.29,0.09,0.33,23.4,0,0,0,1.5,1.5,0.06,0.5,0.5,shooting,GHA,MF,30,1993,21.0,2,0,0,26,15,3,65,11,22,0,0,0,117,29,29,50.0,misc
ITA-Serie A,2023,Hellas Verona,Alphadjo Cissè,ITA,FW,16,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,FW,16,2006,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,ITA,FW,16,2006,0.1,1,1,100.0,9,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,ITA,FW,16,2006,0.1,1,0,0,1,0,0,1,0,0,,0,,1,1,0,0,0,0,0,0,1,0,possession,ITA,FW,16,2006,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ITA,FW,16,2006,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,misc
ITA-Serie A,2023,Napoli,Amir Rrahmani,KVX,DF,29,1994,30,30,2600,28.9,3,0,3,3,0,0,5,0,2.2,2.2,0.9,3.1,19,113,4,0.1,0.0,0.1,0.1,0.1,0.08,0.03,0.11,0.08,0.11,standard,KVX,DF,29,1994,28.9,33,27,17,14,2,16,32,50.0,16,24,10,14,20,53,90,0,defense,KVX,DF,29,1994,28.9,2028,2255,89.9,39408,13051,735,776,94.7,1008,1067,94.5,260,366,71.0,0,0.9,0.7,-0.9,14,153,3,0,113,passing,KVX,DF,29,1994,28.9,2477,209,973,1399,116,40,2477,15,10,66.7,3,20.0,1557,7914,4596,19,15,1,7,6,1792,4,possession,KVX,DF,29,1994,28.9,3,25,8,32.0,0.87,0.28,0.12,0.38,12.0,0,0,0,2.2,2.2,0.09,0.8,0.8,shooting,KVX,DF,29,1994,28.9,5,0,0,19,7,2,4,20,27,0,1,0,140,79,46,63.2,misc
ITA-Serie A,2023,Napoli,Andre-Frank Zambo Anguissa,CMR,MF,27,1995,34,32,2786,31.0,0,2,2,0,0,0,2,0,3.4,3.3,3.0,6.3,43,163,139,0.0,0.06,0.06,0.0,0.06,0.11,0.1,0.21,0.11,0.2,standard,CMR,MF,27,1995,31.0,61,33,21,29,11,34,69,49.3,35,40,5,35,28,89,19,1,defense,CMR,MF,27,1995,31.0,1604,1839,87.2,22930,5591,950,1042,91.2,515,579,88.9,71,99,71.7,2,3.0,3.0,-1.0,38,147,28,6,163,passing,CMR,MF,27,1995,31.0,2148,43,286,1263,627,59,2148,61,25,41.0,31,50.8,1227,6026,2376,43,65,10,56,31,1675,139,possession,CMR,MF,27,1995,31.0,0,33,6,18.2,1.07,0.19,0.0,0.0,16.6,0,0,0,3.4,3.3,0.1,-3.4,-3.3,shooting,CMR,MF,27,1995,31.0,2,0,0,41,38,3,20,28,33,0,0,0,174,46,45,50.5,misc
ITA-Serie A,2023,Fiorentina,Andrea Belotti,ITA,FW,29,1993,15,11,949,10.5,3,0,3,3,0,0,0,0,3.7,3.7,0.7,4.4,10,15,60,0.28,0.0,0.28,0.28,0.28,0.35,0.07,0.41,0.35,0.41,standard,ITA,FW,29,1993,10.5,8,3,1,5,2,5,12,41.7,7,8,1,7,2,10,3,0,defense,ITA,FW,29,1993,10.5,133,201,66.2,1754,337,82,114,71.9,37,53,69.8,3,8,37.5,0,0.7,0.6,-0.7,5,7,4,1,15,passing,ITA,FW,29,1993,10.5,302,6,14,135,156,47,302,6,1,16.7,3,50.0,158,753,237,10,4,4,23,13,221,60,possession,ITA,FW,29,1993,10.5,3,33,9,27.3,3.13,0.85,0.09,0.33,13.9,0,0,0,3.7,3.7,0.11,-0.7,-0.7,shooting,ITA,FW,29,1993,10.5,0,0,0,15,22,7,4,2,3,2,0,0,16,39,43,47.6,misc
ITA-Serie A,2023,Roma,Andrea Belotti,ITA,FW,29,1993,14,6,679,7.5,3,2,5,3,0,0,1,0,2.4,2.4,1.2,3.6,15,8,49,0.4,0.27,0.66,0.4,0.66,0.32,0.16,0.48,0.32,0.48,standard,ITA,FW,29,1993,7.5,8,4,2,3,3,3,6,50.0,3,7,0,7,2,10,3,0,defense,ITA,FW,29,1993,7.5,115,155,74.2,1521,212,72,86,83.7,31,41,75.6,5,7,71.4,2,1.2,0.9,0.8,8,2,1,0,8,passing,ITA,FW,29,1993,7.5,238,3,17,116,107,34,238,15,7,46.7,6,40.0,160,850,350,15,9,6,21,12,186,49,possession,ITA,FW,29,1993,7.5,3,15,8,53.3,1.99,1.06,0.2,0.38,13.9,0,0,0,2.4,2.4,0.16,0.6,0.6,shooting,ITA,FW,29,1993,7.5,1,0,0,14,25,8,4,2,4,0,0,0,15,14,22,38.9,misc
ITA-Serie A,2023,Juventus,Andrea Cambiaso,ITA,"DF,FW",23,2000,34,28,2372,26.4,2,3,5,2,0,0,10,0,2.2,2.2,3.9,6.0,87,71,172,0.08,0.11,0.19,0.08,0.19,0.08,0.15,0.23,0.08,0.23,standard,ITA,"DF,FW",23,2000,26.4,47,30,23,15,9,25,43,58.1,18,28,3,25,11,58,26,1,defense,ITA,"DF,FW",23,2000,26.4,1007,1207,83.4,16173,3526,516,565,91.3,387,450,86.0,73,104,70.2,3,3.9,3.8,-0.9,38,40,24,11,71,passing,ITA,"DF,FW",23,2000,26.4,1449,48,317,631,521,60,1449,61,26,42.6,27,44.3,857,5413,2832,87,53,23,38,21,993,172,possession,ITA,"DF,FW",23,2000,26.4,2,29,8,27.6,1.1,0.3,0.07,0.25,18.6,0,0,0,2.2,2.2,0.08,-0.2,-0.2,shooting,ITA,"DF,FW",23,2000,26.4,10,0,0,35,20,4,81,11,30,1,0,0,124,13,16,44.8,misc
ITA-Serie A,2023,Monza,Andrea Carboni,ITA,DF,22,2001,21,16,1487,16.5,1,0,1,1,0,0,1,0,1.2,1.2,0.5,1.7,13,46,22,0.06,0.0,0.06,0.06,0.06,0.07,0.03,0.1,0.07,0.1,standard,ITA,DF,22,2001,16.5,38,22,24,12,2,20,31,64.5,11,23,13,10,17,55,56,1,defense,ITA,DF,22,2001,16.5,833,976,85.3,14698,4909,352,384,91.7,411,447,91.9,65,122,53.3,0,0.5,0.4,-0.5,9,59,5,4,46,passing,ITA,DF,22,2001,16.5,1148,130,504,516,132,26,1148,6,3,50.0,3,50.0,698,3200,1856,13,13,2,14,2,811,22,possession,ITA,DF,22,2001,16.5,1,18,4,22.2,1.09,0.24,0.06,0.25,15.4,0,0,0,1.2,1.2,0.07,-0.2,-0.2,shooting,ITA,DF,22,2001,16.5,1,0,0,12,5,1,21,17,22,0,0,0,56,21,17,55.3,misc
ITA-Serie A,2023,Monza,Andrea Colpani,ITA,"MF,FW",24,1999,38,36,2657,29.5,8,4,12,8,0,0,1,0,4.8,4.8,5.0,9.8,90,120,193,0.27,0.14,0.41,0.27,0.41,0.16,0.17,0.33,0.16,0.33,standard,ITA,"MF,FW",24,1999,29.5,25,15,6,13,6,11,20,55.0,9,11,4,7,14,39,14,0,defense,ITA,"MF,FW",24,1999,29.5,752,981,76.7,14005,3225,333,379,87.9,296,370,80.0,102,176,58.0,4,5.0,4.6,-1.0,56,55,41,9,120,passing,ITA,"MF,FW",24,1999,29.5,1255,23,133,501,641,83,1255,80,28,35.0,40,50.0,826,5437,2472,90,69,27,52,38,938,193,possession,ITA,"MF,FW",24,1999,29.5,8,65,19,29.2,2.2,0.64,0.12,0.42,19.9,9,0,0,4.8,4.8,0.07,3.2,3.2,shooting,ITA,"MF,FW",24,1999,29.5,1,0,0,23,44,2,111,14,15,0,0,0,86,9,25,26.5,misc
ITA-Serie A,2023,Sassuolo,Andrea Consigli,ITA,GK,36,1987,35,35,3150,35.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,36,1987,35.0,0,0,0,0,0,0,0,,0,1,0,1,1,1,19,1,defense,ITA,GK,36,1987,35.0,838,1235,67.9,24440,17449,126,126,100.0,395,402,98.3,311,700,44.4,0,0.0,0.1,0.0,0,15,2,0,1,passing,ITA,GK,36,1987,35.0,1327,1035,1316,12,0,0,1327,0,0,,0,,717,3821,2357,0,0,0,0,1,593,0,possession,ITA,GK,36,1987,35.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ITA,GK,36,1987,35.0,1,0,0,0,3,0,0,1,0,0,0,0,32,7,0,100.0,misc
ITA-Serie A,2023,Monza,Andrea Ferraris,ITA,MF,20,2003,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,MF,20,2003,0.1,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,defense,ITA,MF,20,2003,0.1,4,4,100.0,60,9,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,1,0,1,passing,ITA,MF,20,2003,0.1,5,0,1,2,2,0,5,0,0,,0,,3,11,9,0,0,0,0,0,3,0,possession,ITA,MF,20,2003,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ITA,MF,20,2003,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,misc
ITA-Serie A,2023,Cagliari,Andrea Petagna,ITA,FW,28,1995,18,13,995,11.1,1,1,2,1,0,0,2,0,1.6,1.6,1.0,2.6,11,14,56,0.09,0.09,0.18,0.09,0.18,0.15,0.09,0.23,0.15,0.23,standard,ITA,FW,28,1995,11.1,4,2,1,0,3,1,2,50.0,1,6,3,3,1,5,4,0,defense,ITA,FW,28,1995,11.1,170,239,71.1,2451,422,95,123,77.2,51,72,70.8,13,18,72.2,1,1.0,1.1,0.0,18,10,5,0,14,passing,ITA,FW,28,1995,11.1,328,8,26,153,153,39,328,17,11,64.7,4,23.5,180,923,264,11,8,3,31,23,256,56,possession,ITA,FW,28,1995,11.1,1,20,8,40.0,1.81,0.72,0.05,0.13,13.7,0,0,0,1.6,1.6,0.08,-0.6,-0.6,shooting,ITA,FW,28,1995,11.1,2,0,0,18,22,2,2,1,2,0,1,0,25,26,30,46.4,misc
ITA-Serie A,2023,Sassuolo,Andrea Pinamonti,ITA,FW,24,1999,38,37,3076,34.2,11,1,12,9,2,3,4,0,8.9,6.6,1.9,8.4,17,45,165,0.32,0.03,0.35,0.26,0.29,0.26,0.05,0.32,0.19,0.25,standard,ITA,FW,24,1999,34.2,13,8,1,6,6,5,22,22.7,17,19,2,17,1,14,40,0,defense,ITA,FW,24,1999,34.2,411,630,65.2,5473,873,236,315,74.9,130,194,67.0,12,33,36.4,1,1.9,2.2,-0.9,18,24,11,0,45,passing,ITA,FW,24,1999,34.2,939,44,76,447,420,144,936,31,12,38.7,16,51.6,455,1591,475,17,11,15,63,37,656,165,possession,ITA,FW,24,1999,34.2,11,80,19,23.8,2.34,0.56,0.11,0.47,16.4,0,2,3,8.9,6.6,0.08,2.1,2.4,shooting,ITA,FW,24,1999,34.2,4,0,0,22,51,9,10,1,8,1,0,0,69,79,159,33.2,misc
ITA-Serie A,2023,Empoli,Andrea Sodero,ITA,MF,18,2004,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,MF,18,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,ITA,MF,18,2004,0.1,0,1,0.0,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,ITA,MF,18,2004,0.1,1,0,0,0,1,0,1,0,0,,0,,1,4,3,0,0,0,0,0,1,1,possession,ITA,MF,18,2004,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ITA,MF,18,2004,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,misc
ITA-Serie A,2023,Salernitana,Andres Sfait,ROU,"DF,MF",18,2004,2,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,0.0,0.26,standard,ROU,"DF,MF",18,2004,0.3,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,0,0,defense,ROU,"DF,MF",18,2004,0.3,4,6,66.7,70,57,2,2,100.0,2,2,100.0,0,1,0.0,0,0.1,0.0,-0.1,1,1,1,0,1,passing,ROU,"DF,MF",18,2004,0.3,9,0,3,2,4,0,9,1,0,0.0,1,100.0,4,27,19,1,0,0,0,0,4,2,possession,ROU,"DF,MF",18,2004,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ROU,"DF,MF",18,2004,0.3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,,misc
ITA-Serie A,2023,Roma,Angeliño,ESP,DF,26,1997,16,14,1141,12.7,0,1,1,0,0,0,2,0,0.2,0.2,1.6,1.7,12,40,55,0.0,0.08,0.08,0.0,0.08,0.01,0.12,0.14,0.01,0.14,standard,ESP,DF,26,1997,12.7,21,11,12,6,3,11,19,57.9,8,11,5,6,12,33,37,1,defense,ESP,DF,26,1997,12.7,546,715,76.4,9819,3457,257,285,90.2,221,284,77.8,62,123,50.4,1,1.6,1.5,-0.6,19,36,21,13,40,passing,ESP,DF,26,1997,12.7,830,60,284,351,199,7,830,13,6,46.2,6,46.2,415,1905,864,12,13,0,9,6,502,55,possession,ESP,DF,26,1997,12.7,0,8,2,25.0,0.63,0.16,0.0,0.0,24.1,0,0,0,0.2,0.2,0.02,-0.2,-0.2,shooting,ESP,DF,26,1997,12.7,2,0,0,13,10,1,53,12,11,0,0,1,55,15,9,62.5,misc
ITA-Serie A,2023,Frosinone,Anthony Oyono,GAB,DF,22,2001,16,14,1198,13.3,0,1,1,0,0,0,4,0,0.1,0.1,0.9,1.0,35,33,39,0.0,0.08,0.08,0.0,0.08,0.01,0.07,0.08,0.01,0.08,standard,GAB,DF,22,2001,13.3,37,26,21,14,2,23,34,67.6,11,17,3,14,9,46,32,0,defense,GAB,DF,22,2001,13.3,518,621,83.4,7039,2371,329,354,92.9,138,174,79.3,24,49,49.0,1,0.9,0.7,0.1,10,29,5,3,33,passing,GAB,DF,22,2001,13.3,769,45,233,357,185,16,769,27,12,44.4,13,48.1,392,2206,1202,35,19,7,23,11,424,39,possession,GAB,DF,22,2001,13.3,0,4,1,25.0,0.3,0.08,0.0,0.0,19.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting,GAB,DF,22,2001,13.3,4,0,0,13,11,0,11,9,26,0,0,0,73,13,9,59.1,misc
ITA-Serie A,2023,Cagliari,Antoine Makoumbou,CGO,MF,25,1998,32,32,2702,30.0,1,0,1,1,0,0,5,2,0.7,0.7,0.9,1.6,37,137,52,0.03,0.0,0.03,0.03,0.03,0.02,0.03,0.05,0.02,0.05,standard,CGO,MF,25,1998,30.0,41,24,21,15,5,15,30,50.0,15,23,4,19,16,57,27,2,defense,CGO,MF,25,1998,30.0,1065,1210,88.0,18657,4715,513,557,92.1,417,449,92.9,116,157,73.9,0,0.9,0.9,-0.9,14,111,15,3,137,passing,CGO,MF,25,1998,30.0,1423,62,338,847,254,11,1423,36,21,58.3,9,25.0,869,4766,2042,37,26,1,30,30,993,52,possession,CGO,MF,25,1998,30.0,1,8,2,25.0,0.27,0.07,0.13,0.5,21.4,0,0,0,0.7,0.7,0.09,0.3,0.3,shooting,CGO,MF,25,1998,30.0,5,2,1,28,28,1,11,16,24,0,0,0,159,11,20,35.5,misc
