league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_passing,pos_passing,age_passing,born_passing,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc
GER-Bundesliga,2020,RB Leipzig,Angeliño,ESP,"DF,FW",23,1997,26,24,2161,24.0,4,4,8,4,0,0,2,0,4.2,4.2,5.5,9.7,47,93,242,0.17,0.17,0.33,0.17,0.33,0.17,0.23,0.4,0.17,0.4,standard,ESP,"DF,FW",23,1997,24.0,1057,1500,70.5,17210,6049,561,634,88.5,373,516,72.3,92,248,37.1,4,5.5,7.2,-1.5,52,70,55,28,93,passing,ESP,"DF,FW",23,1997,24.0,1723,35,339,743,649,79,1723,32,16,50.0,16,50.0,848,4039,2112,47,36,14,26,13,1072,242,possession,ESP,"DF,FW",23,1997,24.0,4,35,13,37.1,1.46,0.54,0.11,0.31,16.1,4,0,0,4.2,4.2,0.12,-0.2,-0.2,shooting,ESP,"DF,FW",23,1997,24.0,31,19,10,18,3,13,24,54.2,11,22,1,21,30,61,40,0,defense,ESP,"DF,FW",23,1997,24.0,2,0,0,22,27,7,184,30,19,0,0,0,110,12,22,35.3,misc
GER-Bundesliga,2020,Dortmund,Ansgar Knauff,GER,"MF,FW",18,2002,4,0,71,0.8,1,1,2,1,0,0,0,0,0.1,0.1,1.1,1.2,9,2,7,1.27,1.27,2.54,1.27,2.54,0.1,1.38,1.48,0.1,1.48,standard,GER,"MF,FW",18,2002,0.8,18,27,66.7,318,92,10,13,76.9,7,9,77.8,1,3,33.3,1,1.1,0.6,-0.1,4,2,3,2,2,passing,GER,"MF,FW",18,2002,0.8,42,1,6,16,21,5,42,9,6,66.7,3,33.3,28,313,191,9,3,2,2,1,31,7,possession,GER,"MF,FW",18,2002,0.8,1,2,1,50.0,2.54,1.27,0.5,1.0,16.3,0,0,0,0.1,0.1,0.04,0.9,0.9,shooting,GER,"MF,FW",18,2002,0.8,0,0,0,0,0,0,1,0.0,1,3,1,2,0,0,0,0,defense,GER,"MF,FW",18,2002,0.8,0,0,0,3,2,0,4,0,0,0,0,0,1,1,1,50.0,misc
GER-Bundesliga,2020,Köln,Anthony Modeste,FRA,FW,32,1988,8,1,221,2.5,0,0,0,0,0,1,1,0,1.8,1.0,0.0,1.0,1,0,10,0.0,0.0,0.0,0.0,0.0,0.74,0.01,0.75,0.42,0.43,standard,FRA,FW,32,1988,2.5,25,43,58.1,367,44,15,23,65.2,8,12,66.7,1,1,100.0,0,0.0,0.0,0.0,1,3,0,0,0,passing,FRA,FW,32,1988,2.5,67,2,6,36,25,11,66,1,0,0.0,1,100.0,28,70,22,1,1,1,6,2,51,10,possession,FRA,FW,32,1988,2.5,0,7,0,0.0,2.85,0.0,0.0,,16.9,0,0,1,1.8,1.0,0.15,-1.8,-1.0,shooting,FRA,FW,32,1988,2.5,2,0,0,2,0,0,1,0.0,1,0,0,0,0,2,2,0,defense,FRA,FW,32,1988,2.5,1,0,0,1,6,3,0,0,0,0,1,0,8,16,10,61.5,misc
GER-Bundesliga,2020,Arminia,Arne Maier,GER,MF,21,1999,16,13,1034,11.5,0,0,0,0,0,0,0,0,0.6,0.6,1.2,1.8,17,29,22,0.0,0.0,0.0,0.0,0.0,0.05,0.11,0.16,0.05,0.16,standard,GER,MF,21,1999,11.5,319,441,72.3,5883,1277,123,160,76.9,140,176,79.5,43,75,57.3,0,1.2,1.5,-1.2,11,24,8,1,29,passing,GER,MF,21,1999,11.5,537,13,113,286,147,14,537,13,8,61.5,5,38.5,270,1500,699,17,5,2,20,9,290,22,possession,GER,MF,21,1999,11.5,0,11,2,18.2,0.96,0.17,0.0,0.0,20.2,2,0,0,0.6,0.6,0.05,-0.6,-0.6,shooting,GER,MF,21,1999,11.5,13,9,5,7,1,4,11,36.4,7,10,3,7,8,21,11,1,defense,GER,MF,21,1999,11.5,0,0,0,1,5,2,27,8,9,0,0,0,74,6,6,50.0,misc
GER-Bundesliga,2020,Hertha BSC,Arne Maier,GER,MF,21,1999,2,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.24,0.0,0.24,standard,GER,MF,21,1999,0.3,19,20,95.0,414,144,7,7,100.0,7,7,100.0,5,6,83.3,0,0.1,0.1,-0.1,1,2,1,0,3,passing,GER,MF,21,1999,0.3,24,0,0,21,3,0,24,0,0,,0,,16,119,60,0,1,0,1,0,20,0,possession,GER,MF,21,1999,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GER,MF,21,1999,0.3,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,defense,GER,MF,21,1999,0.3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0,misc
GER-Bundesliga,2020,Stuttgart,Atakan Karazor,,"DF,MF",23,1996,19,10,1037,11.5,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.2,4,33,6,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,standard,,"DF,MF",23,1996,11.5,605,703,86.1,9874,3721,281,315,89.2,276,303,91.1,30,55,54.5,0,0.1,0.2,-0.1,2,21,0,0,33,passing,,"DF,MF",23,1996,11.5,856,113,407,414,39,4,856,8,7,87.5,1,12.5,451,1649,766,4,2,0,16,4,524,6,possession,,"DF,MF",23,1996,11.5,0,3,1,33.3,0.26,0.09,0.0,0.0,21.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1,shooting,,"DF,MF",23,1996,11.5,20,12,12,7,1,13,22,59.1,9,18,8,10,21,41,50,2,defense,,"DF,MF",23,1996,11.5,3,0,0,15,16,0,0,21,12,0,1,0,76,29,30,49.2,misc
GER-Bundesliga,2020,Dortmund,Axel Witsel,BEL,MF,31,1989,15,13,1130,12.6,0,0,0,0,0,0,4,0,0.6,0.6,0.4,1.0,10,72,23,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,standard,BEL,MF,31,1989,12.6,745,798,93.4,12325,3137,338,353,95.8,331,345,95.9,55,66,83.3,0,0.4,0.4,-0.4,4,71,3,0,72,passing,BEL,MF,31,1989,12.6,895,20,162,622,120,7,895,8,7,87.5,1,12.5,543,2771,1148,10,16,0,7,5,656,23,possession,BEL,MF,31,1989,12.6,0,12,2,16.7,0.96,0.16,0.0,0.0,21.1,0,0,0,0.6,0.6,0.05,-0.6,-0.6,shooting,BEL,MF,31,1989,12.6,18,12,6,11,1,8,16,50.0,8,13,3,10,22,40,13,0,defense,BEL,MF,31,1989,12.6,4,0,0,16,20,0,1,22,12,0,0,0,106,16,5,76.2,misc
GER-Bundesliga,2020,Eint Frankfurt,Aymen Barkok,MAR,"MF,DF",22,1998,26,9,977,10.9,2,3,5,2,0,0,5,0,1.9,1.9,3.2,5.0,30,46,76,0.18,0.28,0.46,0.18,0.46,0.17,0.29,0.47,0.17,0.47,standard,MAR,"MF,DF",22,1998,10.9,362,495,73.1,5510,1769,201,245,82.0,118,159,74.2,26,51,51.0,3,3.2,2.6,-0.2,26,30,19,5,46,passing,MAR,"MF,DF",22,1998,10.9,668,12,73,309,298,28,668,45,23,51.1,22,48.9,357,2108,988,30,22,10,48,21,415,76,possession,MAR,"MF,DF",22,1998,10.9,2,19,6,31.6,1.75,0.55,0.11,0.33,21.4,1,0,0,1.9,1.9,0.1,0.1,0.1,shooting,MAR,"MF,DF",22,1998,10.9,29,15,11,9,9,10,31,32.3,21,15,1,14,10,39,9,1,defense,MAR,"MF,DF",22,1998,10.9,5,0,0,23,7,1,41,10,15,0,1,0,75,15,24,38.5,misc
GER-Bundesliga,2020,Freiburg,Baptiste Santamaria,FRA,MF,25,1995,30,28,2209,24.5,1,2,3,1,0,0,5,0,2.2,2.2,1.4,3.7,30,96,58,0.04,0.08,0.12,0.04,0.12,0.09,0.06,0.15,0.09,0.15,standard,FRA,MF,25,1995,24.5,777,1043,74.5,13595,3702,358,444,80.6,321,394,81.5,74,131,56.5,2,1.4,1.5,0.6,15,65,12,4,96,passing,FRA,MF,25,1995,24.5,1350,58,305,783,276,36,1350,29,19,65.5,10,34.5,631,3003,1256,30,16,9,56,28,786,58,possession,FRA,MF,25,1995,24.5,1,29,8,27.6,1.18,0.33,0.03,0.13,23.2,0,0,0,2.2,2.2,0.08,-1.2,-1.2,shooting,FRA,MF,25,1995,24.5,51,38,19,24,8,20,54,37.0,34,36,7,29,52,103,34,1,defense,FRA,MF,25,1995,24.5,5,0,0,32,26,1,35,52,38,0,0,1,172,56,38,59.6,misc
GER-Bundesliga,2020,Wolfsburg,Bartosz Białek,POL,"FW,MF",18,2001,19,1,270,3.0,2,0,2,2,0,0,1,0,1.9,1.9,0.2,2.1,3,12,15,0.67,0.0,0.67,0.67,0.67,0.64,0.07,0.71,0.64,0.71,standard,POL,"FW,MF",18,2001,3.0,50,74,67.6,867,276,23,33,69.7,17,23,73.9,8,10,80.0,0,0.2,0.2,-0.2,4,8,3,0,12,passing,POL,"FW,MF",18,2001,3.0,125,4,18,58,52,22,125,5,1,20.0,4,80.0,74,268,68,3,3,4,19,2,79,15,possession,POL,"FW,MF",18,2001,3.0,2,9,5,55.6,3.0,1.67,0.22,0.4,12.0,0,0,0,1.9,1.9,0.21,0.1,0.1,shooting,POL,"FW,MF",18,2001,3.0,6,5,1,4,1,4,4,100.0,0,5,1,4,3,9,4,0,defense,POL,"FW,MF",18,2001,3.0,1,0,0,8,3,1,0,3,5,0,0,0,14,11,22,33.3,misc
GER-Bundesliga,2020,Eint Frankfurt,Bas Dost,NED,FW,31,1989,12,9,817,9.1,4,2,6,3,1,1,3,0,4.0,3.2,2.6,5.8,3,30,40,0.44,0.22,0.66,0.33,0.55,0.44,0.29,0.73,0.35,0.64,standard,NED,FW,31,1989,9.1,196,304,64.5,2599,675,122,179,68.2,51,79,64.6,9,15,60.0,2,2.6,2.1,-0.6,11,18,6,0,30,passing,NED,FW,31,1989,9.1,355,10,27,196,133,36,354,1,0,0.0,1,100.0,127,394,114,3,2,1,4,10,296,40,possession,NED,FW,31,1989,9.1,4,14,8,57.1,1.54,0.88,0.21,0.38,10.5,0,1,1,4.0,3.2,0.23,0.0,-0.2,shooting,NED,FW,31,1989,9.1,3,2,1,1,1,2,5,40.0,3,5,1,4,2,5,8,0,defense,NED,FW,31,1989,9.1,3,0,0,16,9,3,0,2,2,0,0,0,28,64,31,67.4,misc
GER-Bundesliga,2020,Schalke 04,Bastian Oczipka,GER,"DF,FW",31,1989,27,20,1922,21.4,0,2,2,0,0,0,1,0,0.3,0.3,1.7,1.9,40,71,60,0.0,0.09,0.09,0.0,0.09,0.01,0.08,0.09,0.01,0.09,standard,GER,"DF,FW",31,1989,21.4,865,1121,77.2,14129,5790,456,509,89.6,329,410,80.2,67,143,46.9,2,1.7,1.8,0.3,24,58,20,10,71,passing,GER,"DF,FW",31,1989,21.4,1322,72,449,627,257,8,1322,26,9,34.6,17,65.4,690,3727,1861,40,29,1,26,15,742,60,possession,GER,"DF,FW",31,1989,21.4,0,8,0,0.0,0.37,0.0,0.0,,24.9,0,0,0,0.3,0.3,0.03,-0.3,-0.3,shooting,GER,"DF,FW",31,1989,21.4,33,20,22,10,1,7,21,33.3,14,22,4,18,24,57,41,0,defense,GER,"DF,FW",31,1989,21.4,1,0,0,14,15,1,72,24,20,0,0,0,109,16,26,38.1,misc
GER-Bundesliga,2020,Schalke 04,Benito Raman,BEL,"FW,MF",25,1994,25,13,1246,13.8,2,0,2,2,0,0,2,0,2.3,2.2,1.2,3.5,14,30,75,0.14,0.0,0.14,0.14,0.14,0.17,0.09,0.26,0.16,0.25,standard,BEL,"FW,MF",25,1994,13.8,220,328,67.1,3751,1280,104,144,72.2,83,105,79.0,23,30,76.7,0,1.2,1.1,-1.2,14,14,13,5,30,passing,BEL,"FW,MF",25,1994,13.8,466,9,73,209,194,40,466,29,13,44.8,16,55.2,248,1298,481,14,12,10,36,15,262,75,possession,BEL,"FW,MF",25,1994,13.8,2,26,8,30.8,1.88,0.58,0.08,0.25,18.7,1,0,0,2.3,2.2,0.09,-0.3,-0.2,shooting,BEL,"FW,MF",25,1994,13.8,19,13,11,6,2,6,29,20.7,23,11,0,11,5,24,5,0,defense,BEL,"FW,MF",25,1994,13.8,2,0,0,16,12,5,16,5,13,0,0,0,62,7,13,35.0,misc
GER-Bundesliga,2020,RB Leipzig,Benjamin Henrichs,GER,"DF,MF",23,1997,13,5,540,6.0,0,1,1,0,0,0,3,0,0.2,0.2,0.6,0.8,12,33,32,0.0,0.17,0.17,0.0,0.17,0.03,0.11,0.14,0.03,0.14,standard,GER,"DF,MF",23,1997,6.0,258,344,75.0,3854,1378,149,175,85.1,85,114,74.6,16,32,50.0,1,0.6,0.6,0.4,3,25,4,0,33,passing,GER,"DF,MF",23,1997,6.0,417,16,97,202,121,11,417,4,1,25.0,3,75.0,207,939,499,12,6,1,9,2,271,32,possession,GER,"DF,MF",23,1997,6.0,0,5,2,40.0,0.83,0.33,0.0,0.0,23.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2,shooting,GER,"DF,MF",23,1997,6.0,12,7,4,5,3,2,9,22.2,7,9,1,8,8,20,8,0,defense,GER,"DF,MF",23,1997,6.0,3,0,0,8,12,0,13,8,7,0,0,0,43,2,4,33.3,misc
GER-Bundesliga,2020,Bayern Munich,Benjamin Pavard,FRA,DF,24,1996,24,22,1943,21.6,0,0,0,0,0,0,3,0,0.4,0.4,1.3,1.7,49,162,167,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,standard,FRA,DF,24,1996,21.6,1414,1676,84.4,22797,7611,723,796,90.8,540,616,87.7,112,188,59.6,0,1.3,2.4,-1.3,13,141,27,9,162,passing,FRA,DF,24,1996,21.6,1890,57,458,953,491,29,1890,6,3,50.0,3,50.0,1019,4513,2567,49,29,1,18,3,1288,167,possession,FRA,DF,24,1996,21.6,0,11,3,27.3,0.51,0.14,0.0,0.0,21.1,0,0,0,0.4,0.4,0.04,-0.4,-0.4,shooting,FRA,DF,24,1996,21.6,44,27,20,16,8,23,40,57.5,17,29,5,24,48,92,31,1,defense,FRA,DF,24,1996,21.6,3,0,0,18,22,0,68,48,27,0,1,0,103,36,22,62.1,misc
GER-Bundesliga,2020,Schalke 04,Benjamin Stambouli,FRA,"DF,MF",29,1990,24,22,1956,21.7,0,2,2,0,0,0,5,0,0.1,0.1,0.4,0.5,16,102,9,0.0,0.09,0.09,0.0,0.09,0.0,0.02,0.02,0.0,0.02,standard,FRA,"DF,MF",29,1990,21.7,780,1075,72.6,14948,6659,299,374,79.9,357,439,81.3,104,210,49.5,2,0.4,0.9,1.6,8,68,10,0,102,passing,FRA,"DF,MF",29,1990,21.7,1305,132,553,651,109,3,1305,23,17,73.9,6,26.1,647,3124,1606,16,19,1,17,14,709,9,possession,FRA,"DF,MF",29,1990,21.7,0,2,1,50.0,0.09,0.05,0.0,0.0,22.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting,FRA,"DF,MF",29,1990,21.7,45,29,24,18,3,15,37,40.5,22,42,14,28,49,94,45,1,defense,FRA,"DF,MF",29,1990,21.7,5,0,0,21,17,2,10,49,29,0,0,0,151,33,30,52.4,misc
GER-Bundesliga,2020,Köln,Benno Schmitz,GER,DF,25,1994,12,4,416,4.6,0,1,1,0,0,0,0,0,0.2,0.2,0.3,0.5,7,26,18,0.0,0.22,0.22,0.0,0.22,0.04,0.07,0.11,0.04,0.11,standard,GER,DF,25,1994,4.6,172,247,69.6,3041,1487,73,84,86.9,80,106,75.5,18,46,39.1,1,0.3,0.3,0.7,5,17,2,0,26,passing,GER,DF,25,1994,4.6,295,13,83,141,73,6,295,0,0,,0,,135,519,285,7,3,0,5,1,156,18,possession,GER,DF,25,1994,4.6,0,4,1,25.0,0.87,0.22,0.0,0.0,16.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2,shooting,GER,DF,25,1994,4.6,14,7,6,7,1,7,13,53.8,6,8,2,6,6,20,7,0,defense,GER,DF,25,1994,4.6,0,0,0,8,6,0,13,6,7,0,0,0,25,4,8,33.3,misc
GER-Bundesliga,2020,Schalke 04,Blendi Idrizi,KVX,MF,22,1998,3,3,238,2.6,1,0,1,1,0,0,1,0,0.2,0.2,0.3,0.5,6,5,2,0.38,0.0,0.38,0.38,0.38,0.08,0.13,0.21,0.08,0.21,standard,KVX,MF,22,1998,2.6,50,72,69.4,741,307,32,40,80.0,8,13,61.5,6,7,85.7,0,0.3,0.2,-0.3,1,4,2,0,5,passing,KVX,MF,22,1998,2.6,104,3,36,46,25,1,104,6,4,66.7,2,33.3,49,278,125,6,2,0,7,4,51,2,possession,KVX,MF,22,1998,2.6,1,4,1,25.0,1.51,0.38,0.25,1.0,23.0,0,0,0,0.2,0.2,0.05,0.8,0.8,shooting,KVX,MF,22,1998,2.6,8,4,1,6,1,1,1,100.0,0,6,2,4,3,11,1,0,defense,KVX,MF,22,1998,2.6,1,0,0,3,1,0,1,3,4,0,0,0,25,4,10,28.6,misc
GER-Bundesliga,2020,Stuttgart,Borna Sosa,CRO,"DF,FW",22,1998,26,25,2042,22.7,0,9,9,0,0,0,2,0,0.6,0.6,5.6,6.2,88,88,200,0.0,0.4,0.4,0.0,0.4,0.03,0.25,0.28,0.03,0.28,standard,CRO,"DF,FW",22,1998,22.7,894,1281,69.8,13823,5317,526,595,88.4,269,398,67.6,69,199,34.7,9,5.6,6.4,3.4,57,59,43,26,88,passing,CRO,"DF,FW",22,1998,22.7,1495,90,356,596,558,38,1495,41,27,65.9,14,34.1,807,5113,2891,88,60,12,28,15,928,200,possession,CRO,"DF,FW",22,1998,22.7,0,14,3,21.4,0.62,0.13,0.0,0.0,22.1,2,0,0,0.6,0.6,0.04,-0.6,-0.6,shooting,CRO,"DF,FW",22,1998,22.7,14,10,6,6,2,8,25,32.0,17,23,4,19,31,45,74,0,defense,CRO,"DF,FW",22,1998,22.7,2,0,0,17,14,2,211,31,10,0,1,0,107,19,18,51.4,misc
GER-Bundesliga,2020,Bayern Munich,Bouna Sarr,SEN,DF,28,1992,8,5,452,5.0,0,1,1,0,0,0,1,0,0.1,0.1,0.1,0.2,18,32,29,0.0,0.2,0.2,0.0,0.2,0.01,0.02,0.04,0.01,0.04,standard,SEN,DF,28,1992,5.0,330,382,86.4,5148,1480,174,198,87.9,134,147,91.2,20,27,74.1,1,0.1,0.4,0.9,3,21,4,1,32,passing,SEN,DF,28,1992,5.0,446,8,108,230,110,4,446,20,12,60.0,8,40.0,254,1494,740,18,14,0,13,4,293,29,possession,SEN,DF,28,1992,5.0,0,3,0,0.0,0.6,0.0,0.0,,30.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1,shooting,SEN,DF,28,1992,5.0,9,8,4,3,2,3,6,50.0,3,7,0,7,10,19,7,1,defense,SEN,DF,28,1992,5.0,1,0,0,11,7,0,12,10,8,0,0,0,28,8,5,61.5,misc
GER-Bundesliga,2020,Gladbach,Breel Embolo,SUI,"FW,MF",23,1997,31,16,1440,16.0,5,2,7,5,0,0,4,0,7.7,7.7,1.3,9.0,37,31,124,0.31,0.12,0.44,0.31,0.44,0.48,0.08,0.56,0.48,0.56,standard,SUI,"FW,MF",23,1997,16.0,324,450,72.0,4096,690,214,265,80.8,72,101,71.3,13,21,61.9,2,1.3,1.4,0.7,16,15,10,1,31,passing,SUI,"FW,MF",23,1997,16.0,692,8,43,371,291,83,692,65,40,61.5,25,38.5,396,2186,1007,37,20,28,66,46,543,124,possession,SUI,"FW,MF",23,1997,16.0,5,41,20,48.8,2.56,1.25,0.12,0.25,13.3,0,0,0,7.7,7.7,0.2,-2.7,-2.7,shooting,SUI,"FW,MF",23,1997,16.0,15,10,1,13,1,0,6,0.0,6,16,1,15,8,23,8,0,defense,SUI,"FW,MF",23,1997,16.0,4,0,0,34,54,11,6,8,10,3,0,0,50,36,49,42.4,misc
GER-Bundesliga,2020,Arminia,Brian Behrendt,GER,DF,28,1991,3,0,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,standard,GER,DF,28,1991,0.9,38,58,65.5,794,301,13,17,76.5,19,28,67.9,6,10,60.0,0,0.0,0.0,0.0,0,4,0,0,2,passing,GER,DF,28,1991,0.9,61,2,12,40,9,0,61,0,0,,0,,24,71,36,0,0,0,0,0,32,2,possession,GER,DF,28,1991,0.9,0,2,0,0.0,2.28,0.0,0.0,,30.9,0,0,0,0.0,0.0,0.02,0.0,0.0,shooting,GER,DF,28,1991,0.9,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,defense,GER,DF,28,1991,0.9,0,0,0,1,0,0,1,0,0,0,0,0,6,2,3,40.0,misc
GER-Bundesliga,2020,Schalke 04,Can Bozdogan,GER,"MF,FW",19,2001,14,5,651,7.2,0,2,2,0,0,0,0,0,0.5,0.5,0.7,1.2,9,16,18,0.0,0.28,0.28,0.0,0.28,0.07,0.09,0.17,0.07,0.17,standard,GER,"MF,FW",19,2001,7.2,156,215,72.6,2404,580,78,94,83.0,63,79,79.7,7,21,33.3,2,0.7,0.3,1.3,5,10,3,1,16,passing,GER,"MF,FW",19,2001,7.2,339,12,66,202,73,11,339,20,6,30.0,14,70.0,192,960,445,9,4,5,29,17,213,18,possession,GER,"MF,FW",19,2001,7.2,0,8,2,25.0,1.11,0.28,0.0,0.0,23.5,1,0,0,0.5,0.5,0.07,-0.5,-0.5,shooting,GER,"MF,FW",19,2001,7.2,13,5,6,6,1,4,15,26.7,11,10,2,8,7,20,5,0,defense,GER,"MF,FW",19,2001,7.2,0,0,0,7,16,0,15,7,5,0,0,1,40,3,13,18.8,misc
GER-Bundesliga,2020,Augsburg,Carlos Gruezo,ECU,MF,25,1995,28,23,2084,23.2,0,0,0,0,0,0,4,0,0.4,0.4,0.5,0.9,5,79,8,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,standard,ECU,MF,25,1995,23.2,629,791,79.5,12285,3446,233,270,86.3,291,335,86.9,94,147,63.9,0,0.5,0.5,-0.5,8,57,6,1,79,passing,ECU,MF,25,1995,23.2,1020,51,308,618,104,1,1020,12,12,100.0,0,0.0,503,1991,739,5,11,0,29,10,531,8,possession,ECU,MF,25,1995,23.2,0,16,0,0.0,0.69,0.0,0.0,,28.7,0,0,0,0.4,0.4,0.02,-0.4,-0.4,shooting,ECU,MF,25,1995,23.2,57,32,20,32,5,20,52,38.5,32,32,5,27,35,92,29,1,defense,ECU,MF,25,1995,23.2,4,0,0,35,12,0,2,35,32,0,0,0,154,6,24,20.0,misc
GER-Bundesliga,2020,Arminia,Cebio Soukou,BEN,"FW,MF",27,1992,14,5,458,5.1,1,0,1,1,0,0,2,0,0.7,0.7,0.2,0.9,5,8,29,0.2,0.0,0.2,0.2,0.2,0.13,0.04,0.17,0.13,0.17,standard,BEN,"FW,MF",27,1992,5.1,97,114,85.1,1567,280,50,53,94.3,39,46,84.8,5,8,62.5,0,0.2,0.2,-0.2,4,5,2,2,8,passing,BEN,"FW,MF",27,1992,5.1,180,7,31,91,61,5,180,16,7,43.8,9,56.3,111,700,164,5,3,2,14,15,119,29,possession,BEN,"FW,MF",27,1992,5.1,1,9,1,11.1,1.77,0.2,0.11,1.0,21.3,0,0,0,0.7,0.7,0.07,0.3,0.3,shooting,BEN,"FW,MF",27,1992,5.1,12,8,5,5,2,6,11,54.5,5,3,0,3,3,15,4,0,defense,BEN,"FW,MF",27,1992,5.1,2,0,0,8,6,1,3,3,8,0,0,0,28,6,7,46.2,misc
GER-Bundesliga,2020,Union Berlin,Cedric Teuchert,GER,"FW,MF",23,1997,24,5,754,8.4,3,1,4,3,0,0,2,0,3.7,3.7,0.7,4.4,23,17,32,0.36,0.12,0.48,0.36,0.48,0.44,0.08,0.52,0.44,0.52,standard,GER,"FW,MF",23,1997,8.4,128,188,68.1,1871,609,71,92,77.2,38,54,70.4,10,18,55.6,1,0.7,0.5,0.3,8,15,7,1,17,passing,GER,"FW,MF",23,1997,8.4,320,6,43,149,133,32,320,19,7,36.8,12,63.2,170,1231,661,23,19,11,25,16,202,32,possession,GER,"FW,MF",23,1997,8.4,3,24,10,41.7,2.86,1.19,0.13,0.3,16.4,0,0,0,3.7,3.7,0.15,-0.7,-0.7,shooting,GER,"FW,MF",23,1997,8.4,7,5,2,4,1,3,16,18.8,13,12,0,12,5,12,6,0,defense,GER,"FW,MF",23,1997,8.4,2,0,0,14,14,2,7,5,5,0,0,0,43,6,28,17.6,misc
