league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_possession,pos_possession,age_possession,born_possession,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting
ITA-Serie A,2021,Hellas Verona,Alessandro Berardi,ITA,GK,29,1991,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,29,1991,0.3,12,12,12,0,0,0,12,0,0,,0,,6,42,33,0,0,0,0,0,4,0,possession,ITA,GK,29,1991,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,ITA,GK,29,1991,0.3,6,11,54.5,275,255,0,0,,1,1,100.0,5,10,50.0,0,0.0,0.0,0.0,0,0,0,0,0,passing,ITA,GK,29,1991,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,misc,ITA,GK,29,1991,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Torino,Alessandro Buongiorno,ITA,DF,21,1999,12,9,858,9.5,0,0,0,0,0,0,4,0,0.3,0.3,0.0,0.3,9,30,3,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.04,0.03,0.04,standard,ITA,DF,21,1999,9.5,550,69,237,292,22,5,550,3,3,100.0,0,0.0,312,1726,1108,9,2,0,13,2,340,3,possession,ITA,DF,21,1999,9.5,12,5,8,4,0,7,12,58.3,5,15,9,6,11,23,44,1,defense,ITA,DF,21,1999,9.5,362,436,83.0,6290,2048,138,156,88.5,196,212,92.5,21,53,39.6,0,0.0,0.1,0.0,1,25,1,1,30,passing,ITA,DF,21,1999,9.5,4,0,0,17,11,1,1,11,5,0,0,0,43,22,10,68.8,misc,ITA,DF,21,1999,9.5,0,3,0,0.0,0.31,0.0,0.0,,6.7,0,0,0,0.3,0.3,0.11,-0.3,-0.3,shooting
ITA-Serie A,2021,Cagliari,Alessandro Deiola,ITA,MF,24,1995,12,7,615,6.8,0,0,0,0,0,0,2,0,0.2,0.2,0.8,1.0,5,14,9,0.0,0.0,0.0,0.0,0.0,0.03,0.12,0.15,0.03,0.15,standard,ITA,MF,24,1995,6.8,310,17,94,160,60,3,310,1,1,100.0,0,0.0,129,718,257,5,2,1,7,4,177,9,possession,ITA,MF,24,1995,6.8,13,5,5,4,4,8,23,34.8,15,7,2,5,11,24,11,0,defense,ITA,MF,24,1995,6.8,197,241,81.7,3340,872,104,121,86.0,67,77,87.0,23,32,71.9,0,0.8,0.2,-0.8,6,16,3,3,14,passing,ITA,MF,24,1995,6.8,2,0,0,12,3,0,7,11,5,0,0,0,44,7,3,70.0,misc,ITA,MF,24,1995,6.8,0,6,1,16.7,0.88,0.15,0.0,0.0,22.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,shooting
ITA-Serie A,2021,Spezia,Alessandro Deiola,ITA,MF,24,1995,12,4,360,4.0,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.6,3,12,16,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.14,0.06,0.14,standard,ITA,MF,24,1995,4.0,184,8,35,96,56,7,184,2,2,100.0,0,0.0,104,448,151,3,2,1,6,2,122,16,possession,ITA,MF,24,1995,4.0,6,3,2,3,1,5,13,38.5,8,3,1,2,3,9,1,0,defense,ITA,MF,24,1995,4.0,117,156,75.0,2153,449,51,57,89.5,45,55,81.8,16,29,55.2,0,0.3,0.3,-0.3,8,7,0,0,12,passing,ITA,MF,24,1995,4.0,1,0,0,6,5,0,8,3,3,0,0,0,21,3,4,42.9,misc,ITA,MF,24,1995,4.0,0,5,1,20.0,1.25,0.25,0.0,0.0,24.1,1,0,0,0.2,0.2,0.04,-0.2,-0.2,shooting
ITA-Serie A,2021,Juventus,Alessandro Di Pardo,ITA,"FW,DF",21,1999,4,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.17,standard,ITA,"FW,DF",21,1999,0.2,9,1,3,5,1,0,9,2,2,100.0,0,0.0,5,15,12,0,0,0,0,0,6,0,possession,ITA,"FW,DF",21,1999,0.2,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,defense,ITA,"FW,DF",21,1999,0.2,4,7,57.1,44,12,4,4,100.0,0,2,0.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,0,passing,ITA,"FW,DF",21,1999,0.2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,,misc,ITA,"FW,DF",21,1999,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Cagliari,Alessandro Tripaldelli,ITA,DF,21,1999,10,3,300,3.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,6,10,13,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,standard,ITA,DF,21,1999,3.3,168,13,59,67,44,4,168,7,1,14.3,6,85.7,70,364,159,6,3,2,4,1,77,13,possession,ITA,DF,21,1999,3.3,13,6,5,6,2,5,6,83.3,1,6,1,5,3,16,15,0,defense,ITA,DF,21,1999,3.3,75,116,64.7,1284,667,34,43,79.1,31,53,58.5,7,9,77.8,0,0.1,0.0,-0.1,1,3,0,0,10,passing,ITA,DF,21,1999,3.3,1,0,0,9,4,0,9,3,6,0,0,0,14,7,10,41.2,misc,ITA,DF,21,1999,3.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Benevento,Alessandro Tuia,ITA,DF,30,1990,27,19,1765,19.6,1,0,1,1,0,0,6,0,0.8,0.8,0.3,1.1,4,44,2,0.05,0.0,0.05,0.05,0.05,0.04,0.01,0.05,0.04,0.05,standard,ITA,DF,30,1990,19.6,1030,148,580,419,36,12,1030,4,3,75.0,1,25.0,490,2413,1375,4,2,0,9,4,595,2,possession,ITA,DF,30,1990,19.6,39,17,34,4,1,15,25,60.0,10,22,10,12,36,75,91,1,defense,ITA,DF,30,1990,19.6,626,809,77.4,12975,5152,189,214,88.3,340,396,85.9,91,173,52.6,0,0.3,0.2,-0.3,3,38,3,0,44,passing,ITA,DF,30,1990,19.6,6,0,0,26,10,0,3,36,17,0,2,0,61,29,20,59.2,misc,ITA,DF,30,1990,19.6,1,8,1,12.5,0.41,0.05,0.13,1.0,12.0,1,0,0,0.8,0.8,0.1,0.2,0.2,shooting
ITA-Serie A,2021,Cagliari,Alessio Cragno,ITA,GK,26,1994,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,26,1994,34.0,1048,919,1041,7,0,0,1048,0,0,,0,,482,2806,1987,0,1,1,1,0,344,0,possession,ITA,GK,26,1994,34.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,10,0,defense,ITA,GK,26,1994,34.0,671,964,69.6,18986,15706,175,176,99.4,227,233,97.4,259,541,47.9,0,0.0,0.0,0.0,0,8,0,0,0,passing,ITA,GK,26,1994,34.0,1,0,0,2,5,0,0,1,0,0,2,0,36,8,0,100.0,misc,ITA,GK,26,1994,34.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Milan,Alessio Romagnoli,ITA,DF,25,1995,22,21,1907,21.2,1,1,2,1,0,0,7,0,2.8,2.8,0.8,3.6,7,62,0,0.05,0.05,0.09,0.05,0.09,0.13,0.04,0.17,0.13,0.17,standard,ITA,DF,25,1995,21.2,1221,153,602,595,33,20,1221,0,0,,0,,688,3246,1770,7,7,0,6,1,824,0,possession,ITA,DF,25,1995,21.2,17,7,8,7,2,8,19,42.1,11,29,22,7,24,41,80,0,defense,ITA,DF,25,1995,21.2,920,1029,89.4,16835,5763,314,333,94.3,534,571,93.5,61,99,61.6,1,0.8,0.9,0.2,3,40,2,1,62,passing,ITA,DF,25,1995,21.2,7,0,0,19,11,0,1,24,7,0,1,0,85,55,26,67.9,misc,ITA,DF,25,1995,21.2,1,15,3,20.0,0.71,0.14,0.07,0.33,7.2,0,0,0,2.8,2.8,0.19,-1.8,-1.8,shooting
ITA-Serie A,2021,Crotone,Alex Cordaz,ITA,GK,37,1983,36,36,3240,36.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,37,1983,36.0,1529,1287,1521,8,0,0,1529,1,1,100.0,0,0.0,841,4267,2352,0,0,0,1,0,720,0,possession,ITA,GK,37,1983,36.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,2,defense,ITA,GK,37,1983,36.0,1045,1441,72.5,27128,20701,263,266,98.9,447,467,95.7,330,699,47.2,0,0.0,0.0,0.0,1,14,0,0,1,passing,ITA,GK,37,1983,36.0,1,0,0,0,7,0,0,1,0,0,0,0,49,4,0,100.0,misc,ITA,GK,37,1983,36.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Sampdoria,Alex Ferrari,ITA,DF,26,1994,12,11,880,9.8,0,1,1,0,0,0,3,0,0.0,0.0,1.0,1.0,1,32,8,0.0,0.1,0.1,0.0,0.1,0.0,0.11,0.11,0.0,0.11,standard,ITA,DF,26,1994,9.8,602,59,301,241,65,7,602,2,1,50.0,1,50.0,307,1299,611,1,1,0,9,4,345,8,possession,ITA,DF,26,1994,9.8,27,15,16,9,2,15,24,62.5,9,18,6,12,23,50,26,0,defense,ITA,DF,26,1994,9.8,411,493,83.4,7406,2655,160,178,89.9,197,224,87.9,43,66,65.2,1,1.0,0.1,0.0,4,25,1,1,32,passing,ITA,DF,26,1994,9.8,3,0,0,9,10,0,4,23,15,0,0,0,55,17,8,68.0,misc,ITA,DF,26,1994,9.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Napoli,Alex Meret,ITA,GK,23,1997,22,22,1980,22.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,23,1997,22.0,640,576,639,1,0,0,640,0,0,,0,,393,1721,1020,0,0,0,1,0,346,0,possession,ITA,GK,23,1997,22.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,5,0,defense,ITA,GK,23,1997,22.0,541,605,89.4,12081,7214,163,164,99.4,249,254,98.0,126,181,69.6,0,0.0,0.0,0.0,1,1,0,0,0,passing,ITA,GK,23,1997,22.0,0,0,0,0,1,0,0,0,0,0,0,0,35,5,1,83.3,misc,ITA,GK,23,1997,22.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Juventus,Alex Sandro,BRA,DF,29,1991,26,20,1858,20.6,2,1,3,2,0,0,2,0,1.6,1.6,1.6,3.2,69,130,76,0.1,0.05,0.15,0.1,0.15,0.08,0.08,0.16,0.08,0.16,standard,BRA,DF,29,1991,20.6,1645,108,490,831,335,43,1645,28,22,78.6,6,21.4,938,5241,3243,69,44,7,24,11,1160,76,possession,BRA,DF,29,1991,20.6,37,23,19,13,5,13,25,52.0,12,20,4,16,31,68,57,0,defense,BRA,DF,29,1991,20.6,1208,1421,85.0,21302,6647,512,549,93.3,550,608,90.5,117,195,60.0,1,1.6,1.9,-0.6,17,100,20,11,130,passing,BRA,DF,29,1991,20.6,2,0,0,26,28,0,60,31,23,0,0,1,123,38,23,62.3,misc,BRA,DF,29,1991,20.6,2,13,3,23.1,0.63,0.15,0.15,0.67,13.4,0,0,0,1.6,1.6,0.13,0.4,0.4,shooting
ITA-Serie A,2021,Milan,Alexis Saelemaekers,BEL,FW,21,1999,32,27,2016,22.4,2,4,6,2,0,0,7,1,2.4,2.4,3.1,5.6,43,59,169,0.09,0.18,0.27,0.09,0.27,0.11,0.14,0.25,0.11,0.25,standard,BEL,FW,21,1999,22.4,1126,13,151,457,531,58,1126,61,37,60.7,24,39.3,619,3436,1596,43,26,10,61,20,807,169,possession,BEL,FW,21,1999,22.4,43,26,20,18,5,19,60,31.7,41,29,1,28,25,68,6,0,defense,BEL,FW,21,1999,22.4,679,860,79.0,8861,2127,417,482,86.5,190,233,81.5,21,51,41.2,4,3.1,2.4,0.9,30,50,23,9,59,passing,BEL,FW,21,1999,22.4,7,1,1,29,34,6,47,25,26,1,0,0,113,7,16,30.4,misc,BEL,FW,21,1999,22.4,2,28,7,25.0,1.25,0.31,0.07,0.29,18.4,0,0,0,2.4,2.4,0.09,-0.4,-0.4,shooting
ITA-Serie A,2021,Inter,Alexis Sánchez,CHI,FW,31,1988,30,12,1146,12.7,7,5,12,7,0,1,0,0,6.4,5.6,5.3,10.9,28,62,89,0.55,0.39,0.94,0.55,0.94,0.5,0.41,0.92,0.44,0.86,standard,CHI,FW,31,1988,12.7,664,1,56,267,350,67,663,36,24,66.7,12,33.3,405,2215,781,28,20,14,41,34,529,89,possession,CHI,FW,31,1988,12.7,14,8,4,4,6,5,18,27.8,13,11,0,11,7,21,1,1,defense,CHI,FW,31,1988,12.7,398,515,77.3,6577,1699,194,231,84.0,118,154,76.6,56,75,74.7,5,5.3,4.0,-0.3,33,38,30,3,62,passing,CHI,FW,31,1988,12.7,0,0,0,19,33,10,28,7,8,0,0,0,53,9,10,47.4,misc,CHI,FW,31,1988,12.7,7,28,15,53.6,2.2,1.18,0.25,0.47,16.5,4,0,1,6.4,5.6,0.2,0.6,1.4,shooting
ITA-Serie A,2021,Cagliari,Alfred Duncan,GHA,MF,27,1993,19,12,1068,11.9,0,1,1,0,0,0,2,0,0.2,0.2,1.5,1.7,16,73,24,0.0,0.08,0.08,0.0,0.08,0.02,0.13,0.14,0.02,0.14,standard,GHA,MF,27,1993,11.9,706,28,135,443,136,5,706,27,18,66.7,9,33.3,389,2002,1069,16,14,3,22,8,483,24,possession,GHA,MF,27,1993,11.9,18,10,8,9,1,4,21,19.0,17,8,0,8,16,34,8,1,defense,GHA,MF,27,1993,11.9,482,598,80.6,8737,2676,218,246,88.6,199,233,85.4,58,92,63.0,1,1.5,1.5,-0.5,10,68,14,0,73,passing,GHA,MF,27,1993,11.9,2,0,0,16,12,0,12,16,10,0,0,0,77,8,12,40.0,misc,GHA,MF,27,1993,11.9,0,7,0,0.0,0.59,0.0,0.0,,26.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2,shooting
ITA-Serie A,2021,Fiorentina,Alfred Duncan,GHA,MF,27,1993,4,2,162,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,10,2,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,standard,GHA,MF,27,1993,1.8,105,0,14,66,26,1,105,1,1,100.0,0,0.0,66,281,76,1,3,0,2,2,68,2,possession,GHA,MF,27,1993,1.8,3,0,1,1,1,0,2,0.0,2,2,0,2,2,5,0,0,defense,GHA,MF,27,1993,1.8,67,90,74.4,1279,403,31,38,81.6,23,31,74.2,12,16,75.0,0,0.0,0.0,0.0,1,6,0,0,10,passing,GHA,MF,27,1993,1.8,0,0,0,2,2,0,1,2,0,0,0,0,12,2,4,33.3,misc,GHA,MF,27,1993,1.8,0,1,0,0.0,0.56,0.0,0.0,,26.5,0,0,0,0.0,0.0,0.03,0.0,0.0,shooting
ITA-Serie A,2021,Atalanta,Amad Diallo,CIV,MF,18,2002,1,0,14,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,3,3,0.0,0.0,0.0,0.0,0.0,0.19,0.33,0.52,0.19,0.52,standard,CIV,MF,18,2002,0.2,14,0,0,9,5,1,14,2,0,0.0,2,100.0,13,97,35,1,1,0,0,0,14,3,possession,CIV,MF,18,2002,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,CIV,MF,18,2002,0.2,9,10,90.0,159,63,5,5,100.0,3,4,75.0,1,1,100.0,0,0.1,0.0,-0.1,1,2,1,0,3,passing,CIV,MF,18,2002,0.2,1,0,0,1,2,0,0,0,0,0,0,0,2,1,0,100.0,misc,CIV,MF,18,2002,0.2,0,1,0,0.0,6.43,0.0,0.0,,23.3,0,0,0,0.0,0.0,0.03,0.0,0.0,shooting
ITA-Serie A,2021,Benevento,Amadou Diambo,GHA,FW,19,2001,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GHA,FW,19,2001,0.0,8,0,0,5,3,0,8,2,2,100.0,0,0.0,8,29,8,0,0,0,0,1,8,0,possession,GHA,FW,19,2001,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,GHA,FW,19,2001,0.0,7,7,100.0,88,18,5,5,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,GHA,FW,19,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc,GHA,FW,19,2001,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Roma,Amadou Diawara,GUI,MF,23,1997,18,7,658,7.3,1,0,1,1,0,0,4,1,0.9,0.9,0.4,1.3,7,39,7,0.14,0.0,0.14,0.14,0.14,0.14,0.06,0.2,0.14,0.2,standard,GUI,MF,23,1997,7.3,457,19,114,297,48,3,457,5,5,100.0,0,0.0,273,1328,662,7,5,1,8,2,327,7,possession,GUI,MF,23,1997,7.3,10,8,4,6,0,2,8,25.0,6,11,2,9,12,22,4,0,defense,GUI,MF,23,1997,7.3,362,403,89.8,6789,1675,138,144,95.8,178,200,89.0,42,50,84.0,0,0.4,0.3,-0.4,1,35,2,0,39,passing,GUI,MF,23,1997,7.3,4,1,1,17,4,0,0,12,8,0,0,0,43,3,3,50.0,misc,GUI,MF,23,1997,7.3,1,7,4,57.1,0.96,0.55,0.14,0.25,18.1,0,0,0,0.9,0.9,0.18,0.1,0.1,shooting
ITA-Serie A,2021,Torino,Amer Gojak,BIH,"MF,FW",23,1997,15,6,475,5.3,1,1,2,1,0,0,1,0,0.8,0.8,0.3,1.2,8,15,40,0.19,0.19,0.38,0.19,0.38,0.16,0.06,0.22,0.16,0.22,standard,BIH,"MF,FW",23,1997,5.3,285,4,28,144,119,11,285,14,9,64.3,5,35.7,192,949,366,8,5,1,8,4,212,40,possession,BIH,"MF,FW",23,1997,5.3,1,0,1,0,0,1,7,14.3,6,5,0,5,3,4,1,0,defense,BIH,"MF,FW",23,1997,5.3,180,246,73.2,2895,573,107,119,89.9,47,72,65.3,21,39,53.8,1,0.3,0.3,0.7,7,11,4,3,15,passing,BIH,"MF,FW",23,1997,5.3,1,0,0,12,9,3,36,3,0,0,0,0,21,1,10,9.1,misc,BIH,"MF,FW",23,1997,5.3,1,8,3,37.5,1.52,0.57,0.13,0.33,19.5,0,0,0,0.8,0.8,0.1,0.2,0.2,shooting
ITA-Serie A,2021,Napoli,Amir Rrahmani,KVX,DF,26,1994,16,12,1094,12.2,1,0,1,1,0,0,2,0,0.4,0.4,0.0,0.4,0,24,2,0.08,0.0,0.08,0.08,0.08,0.03,0.0,0.03,0.03,0.03,standard,KVX,DF,26,1994,12.2,691,101,383,299,12,7,691,2,2,100.0,0,0.0,381,1390,559,0,1,0,3,0,446,2,possession,KVX,DF,26,1994,12.2,13,8,7,6,0,6,9,66.7,3,17,14,3,8,21,39,1,defense,KVX,DF,26,1994,12.2,545,600,90.8,9969,3563,222,236,94.1,255,269,94.8,56,75,74.7,0,0.0,0.0,0.0,0,16,0,0,24,passing,KVX,DF,26,1994,12.2,2,0,0,11,8,0,1,8,8,2,0,0,54,24,21,53.3,misc,KVX,DF,26,1994,12.2,1,5,2,40.0,0.41,0.16,0.2,0.5,10.6,0,0,0,0.4,0.4,0.09,0.6,0.6,shooting
ITA-Serie A,2021,Parma,Andrea Adorante,ITA,FW,20,2000,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,FW,20,2000,0.1,2,0,0,2,0,0,2,0,0,,0,,2,9,0,0,0,0,0,2,1,0,possession,ITA,FW,20,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,ITA,FW,20,2000,0.1,1,1,100.0,18,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,ITA,FW,20,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,misc,ITA,FW,20,2000,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Torino,Andrea Belotti,ITA,FW,26,1993,35,33,2888,32.1,13,6,19,9,4,5,4,0,13.7,9.8,7.0,16.8,81,64,214,0.41,0.19,0.59,0.28,0.47,0.43,0.22,0.65,0.3,0.52,standard,ITA,FW,26,1993,32.1,1142,26,80,542,544,147,1137,81,47,58.0,33,40.7,688,4414,2270,81,71,27,107,41,890,214,possession,ITA,FW,26,1993,32.1,30,18,4,16,10,11,35,31.4,24,27,4,23,12,42,21,0,defense,ITA,FW,26,1993,32.1,481,716,67.2,7066,1518,272,347,78.4,137,198,69.2,39,58,67.2,6,7.0,4.2,-1.0,37,36,32,4,64,passing,ITA,FW,26,1993,32.1,4,0,0,58,135,21,25,12,18,3,1,0,87,81,111,42.2,misc,ITA,FW,26,1993,32.1,13,102,35,34.3,3.18,1.09,0.09,0.26,17.7,8,4,5,13.7,9.8,0.1,-0.7,-0.8,shooting
ITA-Serie A,2021,Cagliari,Andrea Carboni,ITA,DF,19,2001,15,12,1085,12.1,0,1,1,0,0,0,2,0,0.4,0.4,1.1,1.4,19,40,18,0.0,0.08,0.08,0.0,0.08,0.03,0.09,0.12,0.03,0.12,standard,ITA,DF,19,2001,12.1,749,71,305,377,75,9,749,6,3,50.0,3,50.0,379,1786,1178,19,12,3,4,2,471,18,possession,ITA,DF,19,2001,12.1,34,23,23,11,0,15,28,53.6,13,15,4,11,14,48,52,0,defense,ITA,DF,19,2001,12.1,470,610,77.0,8663,2885,175,200,87.5,239,291,82.1,48,99,48.5,1,1.1,1.1,-0.1,4,40,8,6,40,passing,ITA,DF,19,2001,12.1,2,0,0,11,6,0,22,14,23,0,0,0,46,16,20,44.4,misc,ITA,DF,19,2001,12.1,0,5,0,0.0,0.41,0.0,0.0,,11.4,0,0,0,0.4,0.4,0.08,-0.4,-0.4,shooting
ITA-Serie A,2021,Sassuolo,Andrea Consigli,ITA,GK,33,1987,37,37,3330,37.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,33,1987,37.0,1464,1075,1444,20,0,0,1464,0,0,,0,,859,4714,3211,0,0,0,1,0,712,0,possession,ITA,GK,33,1987,37.0,2,2,2,0,0,2,2,100.0,0,0,0,0,0,2,14,4,defense,ITA,GK,33,1987,37.0,1102,1358,81.1,24274,16006,418,421,99.3,397,410,96.8,274,510,53.7,0,0.0,0.0,0.0,0,18,0,0,1,passing,ITA,GK,33,1987,37.0,1,0,0,2,5,0,0,0,2,0,0,0,45,16,2,88.9,misc,ITA,GK,33,1987,37.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Milan,Andrea Conti,ITA,DF,26,1994,3,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,0.0,0.26,standard,ITA,DF,26,1994,0.3,29,2,8,17,4,0,29,2,2,100.0,0,0.0,17,109,77,3,1,0,2,0,20,0,possession,ITA,DF,26,1994,0.3,1,1,1,0,0,0,1,0.0,1,0,0,0,1,2,0,0,defense,ITA,DF,26,1994,0.3,21,24,87.5,406,122,7,7,100.0,13,16,81.3,1,1,100.0,0,0.1,0.1,-0.1,1,1,1,0,3,passing,ITA,DF,26,1994,0.3,0,0,0,2,1,0,1,1,1,0,0,0,0,0,1,0.0,misc,ITA,DF,26,1994,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Parma,Andrea Conti,ITA,DF,26,1994,11,9,809,9.0,0,0,0,0,0,0,3,0,0.5,0.5,0.5,1.0,20,42,21,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.11,0.06,0.11,standard,ITA,DF,26,1994,9.0,556,29,195,269,96,14,556,5,2,40.0,3,60.0,252,1236,811,20,12,0,6,4,312,21,possession,ITA,DF,26,1994,9.0,21,10,16,4,1,13,26,50.0,13,13,4,9,16,37,23,0,defense,ITA,DF,26,1994,9.0,373,461,80.9,6512,2536,160,180,88.9,176,213,82.6,30,48,62.5,0,0.5,0.5,-0.5,7,29,10,6,42,passing,ITA,DF,26,1994,9.0,3,0,0,15,8,0,24,16,10,0,0,0,36,7,8,46.7,misc,ITA,DF,26,1994,9.0,0,5,2,40.0,0.56,0.22,0.0,0.0,12.8,0,0,0,0.5,0.5,0.1,-0.5,-0.5,shooting
