league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_shooting,pos_shooting,age_shooting,born_shooting,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession
ESP-La Liga,2020,Valladolid,Sergi Guardiola,ESP,FW,29,1991,29,19,1795,19.9,1,2,3,0,1,2,5,0,4.6,3.1,2.0,5.1,37,34,126,0.05,0.1,0.15,0.0,0.1,0.23,0.1,0.33,0.15,0.25,standard,ESP,FW,29,1991,19.9,1,34,8,23.5,1.7,0.4,0.0,0.0,16.9,1,1,2,4.6,3.1,0.09,-3.6,-3.1,shooting,ESP,FW,29,1991,19.9,5,0,0,39,40,12,29,7,5,1,0,0,59,57,95,37.5,misc,ESP,FW,29,1991,19.9,11,5,1,5,5,2,27,7.4,25,12,1,11,7,18,16,3,defense,ESP,FW,29,1991,19.9,343,532,64.5,4691,1003,219,303,72.3,66,101,65.3,28,47,59.6,2,2.0,1.8,0.0,11,19,9,3,34,passing,ESP,FW,29,1991,19.9,751,20,61,305,392,66,749,46,25,54.3,21,45.7,420,2020,790,37,21,13,61,41,586,126,possession
ESP-La Liga,2020,Sevilla,Sergi Gómez,ESP,DF,28,1992,9,9,719,8.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,2,14,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,standard,ESP,DF,28,1992,8.0,0,1,0,0.0,0.13,0.0,0.0,,14.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,shooting,ESP,DF,28,1992,8.0,2,0,0,1,1,0,0,6,3,0,0,0,25,20,24,45.5,misc,ESP,DF,28,1992,8.0,4,3,2,2,0,1,1,100.0,0,5,4,1,6,10,34,0,defense,ESP,DF,28,1992,8.0,508,544,93.4,9978,2860,155,164,94.5,297,303,98.0,54,70,77.1,0,0.0,0.0,0.0,1,8,0,0,14,passing,ESP,DF,28,1992,8.0,601,78,345,254,3,2,601,0,0,,0,,349,1439,683,2,1,0,1,1,479,0,possession
ESP-La Liga,2020,Barcelona,Sergi Roberto,ESP,"DF,FW",28,1992,15,9,946,10.5,1,2,3,1,0,0,1,0,0.3,0.3,1.8,2.1,23,51,91,0.1,0.19,0.29,0.1,0.29,0.03,0.17,0.2,0.03,0.2,standard,ESP,"DF,FW",28,1992,10.5,1,5,1,20.0,0.48,0.1,0.2,1.0,17.7,0,0,0,0.3,0.3,0.06,0.7,0.7,shooting,ESP,"DF,FW",28,1992,10.5,1,0,0,7,10,2,13,10,6,0,0,0,62,10,8,55.6,misc,ESP,"DF,FW",28,1992,10.5,9,6,5,2,2,7,13,53.8,6,12,6,6,10,19,20,0,defense,ESP,"DF,FW",28,1992,10.5,795,888,89.5,10485,2749,488,521,93.7,227,246,92.3,28,38,73.7,2,1.8,1.7,0.2,13,56,16,3,51,passing,ESP,"DF,FW",28,1992,10.5,965,35,211,445,311,23,965,9,8,88.9,1,11.1,545,2234,1141,23,15,2,4,5,719,91,possession
ESP-La Liga,2020,Real Madrid,Sergio Arribas,ESP,"MF,FW",18,2001,8,0,135,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,8,8,13,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,standard,ESP,"MF,FW",18,2001,1.5,0,1,1,100.0,0.67,0.67,0.0,0.0,26.1,0,0,0,0.0,0.0,0.02,0.0,0.0,shooting,ESP,"MF,FW",18,2001,1.5,1,0,0,1,2,2,1,4,1,0,0,0,11,2,2,50.0,misc,ESP,"MF,FW",18,2001,1.5,3,1,2,1,0,1,3,33.3,2,2,0,2,4,7,2,0,defense,ESP,"MF,FW",18,2001,1.5,72,89,80.9,967,229,47,50,94.0,20,24,83.3,3,4,75.0,0,0.0,0.1,0.0,1,3,3,0,8,passing,ESP,"MF,FW",18,2001,1.5,104,2,23,48,36,2,104,6,6,100.0,0,0.0,68,399,210,8,3,2,3,3,78,13,possession
ESP-La Liga,2020,Villarreal,Sergio Asenjo,ESP,GK,31,1989,36,36,3240,36.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,GK,31,1989,36.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ESP,GK,31,1989,36.0,2,0,0,1,2,0,0,0,0,0,1,0,40,7,0,100.0,misc,ESP,GK,31,1989,36.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,13,2,defense,ESP,GK,31,1989,36.0,1022,1308,78.1,26484,17800,229,229,100.0,509,520,97.9,276,548,50.4,0,0.0,0.0,0.0,0,11,0,0,0,passing,ESP,GK,31,1989,36.0,1378,1165,1376,2,0,0,1378,0,0,,0,,743,3466,2213,0,0,0,1,0,658,0,possession
ESP-La Liga,2020,Valladolid,Sergio Benito,ESP,FW,21,1999,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,FW,21,1999,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ESP,FW,21,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc,ESP,FW,21,1999,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,ESP,FW,21,1999,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,ESP,FW,21,1999,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,possession
ESP-La Liga,2020,Barcelona,Sergio Busquets,ESP,MF,32,1988,36,32,2517,28.0,0,5,5,0,0,0,9,0,0.3,0.3,3.2,3.4,25,254,29,0.0,0.18,0.18,0.0,0.18,0.01,0.11,0.12,0.01,0.12,standard,ESP,MF,32,1988,28.0,0,3,1,33.3,0.11,0.04,0.0,0.0,16.9,0,0,0,0.3,0.3,0.09,-0.3,-0.3,shooting,ESP,MF,32,1988,28.0,9,0,0,45,60,0,3,53,35,0,0,0,182,40,39,50.6,misc,ESP,MF,32,1988,28.0,63,35,21,29,13,27,76,35.5,49,27,4,23,53,116,18,2,defense,ESP,MF,32,1988,28.0,2453,2691,91.2,38075,11748,1225,1298,94.4,925,996,92.9,161,205,78.5,5,3.2,4.1,1.8,30,287,30,0,254,passing,ESP,MF,32,1988,28.0,2903,66,480,1831,599,13,2903,9,8,88.9,1,11.1,1752,5980,2947,25,48,1,24,10,2321,29,possession
ESP-La Liga,2020,Betis,Sergio Canales,ESP,"MF,FW",29,1991,31,28,2498,27.8,8,6,14,6,2,3,4,0,5.3,2.9,6.7,9.6,102,200,127,0.29,0.22,0.5,0.22,0.43,0.19,0.24,0.43,0.1,0.35,standard,ESP,"MF,FW",29,1991,27.8,8,44,10,22.7,1.59,0.36,0.14,0.6,22.4,5,2,3,5.3,2.9,0.07,2.7,3.1,shooting,ESP,"MF,FW",29,1991,27.8,4,0,0,15,21,2,103,13,9,0,0,0,157,8,24,25.0,misc,ESP,"MF,FW",29,1991,27.8,16,9,9,6,1,3,21,14.3,18,18,0,18,13,29,5,0,defense,ESP,"MF,FW",29,1991,27.8,1497,1779,84.1,27142,5662,659,731,90.2,545,619,88.0,211,300,70.3,6,6.7,5.4,-0.7,59,120,47,12,200,passing,ESP,"MF,FW",29,1991,27.8,1967,16,209,1046,737,60,1964,43,32,74.4,11,25.6,1279,7483,4000,102,76,10,42,26,1556,127,possession
ESP-La Liga,2020,Celta Vigo,Sergio Carreira,ESP,DF,19,2000,3,3,259,2.9,1,0,1,1,0,0,0,0,0.8,0.8,0.1,0.9,0,6,14,0.35,0.0,0.35,0.35,0.35,0.27,0.04,0.31,0.27,0.31,standard,ESP,DF,19,2000,2.9,1,2,1,50.0,0.69,0.35,0.5,1.0,6.0,0,0,0,0.8,0.8,0.39,0.2,0.2,shooting,ESP,DF,19,2000,2.9,0,0,0,2,2,0,6,1,0,0,0,0,10,0,1,0.0,misc,ESP,DF,19,2000,2.9,3,0,2,1,0,1,1,100.0,0,2,0,2,1,4,7,0,defense,ESP,DF,19,2000,2.9,89,121,73.6,1266,483,55,64,85.9,27,38,71.1,5,11,45.5,0,0.1,0.2,-0.1,1,4,2,0,6,passing,ESP,DF,19,2000,2.9,144,10,48,65,31,4,144,1,0,0.0,1,100.0,72,281,118,0,3,0,2,0,84,14,possession
ESP-La Liga,2020,Eibar,Sergio Cubero Ezcurra,ESP,MF,20,1999,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,MF,20,1999,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ESP,MF,20,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc,ESP,MF,20,1999,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,ESP,MF,20,1999,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,ESP,MF,20,1999,0.0,1,0,0,1,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,possession
ESP-La Liga,2020,Sevilla,Sergio Escudero,ESP,DF,30,1989,9,7,565,6.3,1,0,1,1,0,0,3,0,0.2,0.2,0.4,0.6,8,22,32,0.16,0.0,0.16,0.16,0.16,0.04,0.06,0.1,0.04,0.1,standard,ESP,DF,30,1989,6.3,1,6,1,16.7,0.96,0.16,0.17,1.0,20.8,1,0,0,0.2,0.2,0.04,0.8,0.8,shooting,ESP,DF,30,1989,6.3,3,0,0,8,7,1,21,9,8,0,0,0,26,8,7,53.3,misc,ESP,DF,30,1989,6.3,12,8,6,5,1,6,12,50.0,6,5,2,3,9,21,7,0,defense,ESP,DF,30,1989,6.3,340,401,84.8,5348,1853,181,195,92.8,129,148,87.2,21,41,51.2,0,0.4,0.6,-0.4,6,18,9,4,22,passing,ESP,DF,30,1989,6.3,451,16,126,223,110,8,451,4,2,50.0,2,50.0,254,1160,578,8,15,0,7,2,296,32,possession
ESP-La Liga,2020,Cádiz,Sergio González,ESP,"MF,DF",23,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,standard,ESP,"MF,DF",23,1997,1.0,0,1,0,0.0,1.0,0.0,0.0,,5.2,0,0,0,0.1,0.1,0.1,-0.1,-0.1,shooting,ESP,"MF,DF",23,1997,1.0,0,0,0,1,1,0,0,2,0,0,0,0,9,2,2,50.0,misc,ESP,"MF,DF",23,1997,1.0,1,0,0,1,0,1,2,50.0,1,0,0,0,2,3,0,0,defense,ESP,"MF,DF",23,1997,1.0,20,30,66.7,314,76,7,10,70.0,10,13,76.9,2,4,50.0,0,0.0,0.0,0.0,0,0,0,0,0,passing,ESP,"MF,DF",23,1997,1.0,38,0,17,16,5,2,38,0,0,,0,,18,101,40,0,0,0,1,2,19,0,possession
ESP-La Liga,2020,Huesca,Sergio Gómez,ESP,"MF,FW",19,2000,29,4,792,8.8,0,1,1,0,0,0,1,0,0.8,0.8,1.5,2.4,22,34,57,0.0,0.11,0.11,0.0,0.11,0.09,0.17,0.27,0.09,0.27,standard,ESP,"MF,FW",19,2000,8.8,0,10,2,20.0,1.14,0.23,0.0,0.0,23.4,2,0,0,0.8,0.8,0.08,-0.8,-0.8,shooting,ESP,"MF,FW",19,2000,8.8,1,0,0,7,9,1,71,14,10,0,0,0,47,0,7,0.0,misc,ESP,"MF,FW",19,2000,8.8,29,10,17,9,3,11,22,50.0,11,15,0,15,14,43,9,0,defense,ESP,"MF,FW",19,2000,8.8,321,447,71.8,4997,1582,177,198,89.4,104,142,73.2,26,71,36.6,1,1.5,1.4,-0.5,15,26,7,3,34,passing,ESP,"MF,FW",19,2000,8.8,569,15,131,230,215,8,569,27,18,66.7,9,33.3,303,2025,935,22,24,1,22,8,347,57,possession
ESP-La Liga,2020,Osasuna,Sergio Herrera,ESP,GK,27,1993,33,32,2958,32.9,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,standard,ESP,GK,27,1993,32.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ESP,GK,27,1993,32.9,2,0,0,1,10,0,0,3,0,0,1,0,37,10,1,90.9,misc,ESP,GK,27,1993,32.9,0,0,0,0,0,0,2,0.0,2,0,0,0,3,3,29,3,defense,ESP,GK,27,1993,32.9,613,1156,53.0,27751,24684,38,38,100.0,122,131,93.1,453,981,46.2,0,0.2,0.2,-0.2,1,66,2,0,1,passing,ESP,GK,27,1993,32.9,1257,963,1244,13,0,0,1257,1,1,100.0,0,0.0,587,3908,2446,0,0,0,5,0,383,0,possession
ESP-La Liga,2020,Levante,Sergio León,ESP,FW,31,1989,28,6,748,8.3,2,0,2,2,0,0,0,0,2.5,2.5,0.3,2.8,6,11,42,0.24,0.0,0.24,0.24,0.24,0.3,0.03,0.34,0.3,0.34,standard,ESP,FW,31,1989,8.3,2,19,5,26.3,2.29,0.6,0.11,0.4,14.4,1,0,0,2.5,2.5,0.13,-0.5,-0.5,shooting,ESP,FW,31,1989,8.3,0,0,0,14,6,5,3,3,2,0,0,0,26,10,22,31.3,misc,ESP,FW,31,1989,8.3,6,2,0,4,2,2,8,25.0,6,4,0,4,3,9,2,0,defense,ESP,FW,31,1989,8.3,96,140,68.6,1242,186,63,76,82.9,28,36,77.8,2,11,18.2,0,0.3,0.2,-0.3,6,5,4,0,11,passing,ESP,FW,31,1989,8.3,231,1,20,101,116,32,231,10,1,10.0,9,90.0,121,426,191,6,6,5,31,11,157,42,possession
ESP-La Liga,2020,Levante,Sergio Postigo,ESP,DF,31,1988,22,19,1623,18.0,0,0,0,0,0,0,4,0,0.1,0.1,0.2,0.3,9,58,3,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.02,standard,ESP,DF,31,1988,18.0,0,1,0,0.0,0.06,0.0,0.0,,13.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1,shooting,ESP,DF,31,1988,18.0,4,0,0,15,12,0,2,33,12,0,0,1,88,23,15,60.5,misc,ESP,DF,31,1988,18.0,16,12,12,3,1,7,18,38.9,11,21,10,11,33,49,84,1,defense,ESP,DF,31,1988,18.0,720,874,82.4,14640,6190,252,270,93.3,354,386,91.7,109,201,54.2,0,0.2,0.3,-0.2,3,57,4,2,58,passing,ESP,DF,31,1988,18.0,1043,164,597,427,26,4,1043,3,3,100.0,0,0.0,575,2783,1801,9,10,1,6,1,638,3,possession
ESP-La Liga,2020,Real Madrid,Sergio Ramos,ESP,DF,34,1986,15,15,1275,14.2,2,0,2,0,2,2,3,0,4.2,2.6,0.4,3.0,21,98,2,0.14,0.0,0.14,0.0,0.0,0.3,0.03,0.33,0.19,0.21,standard,ESP,DF,34,1986,14.2,2,15,4,26.7,1.06,0.28,0.0,0.0,13.6,3,2,2,4.2,2.6,0.18,-2.2,-2.6,shooting,ESP,DF,34,1986,14.2,3,0,0,17,5,2,2,19,12,1,1,0,82,30,14,68.2,misc,ESP,DF,34,1986,14.2,15,12,8,6,1,6,10,60.0,4,9,5,4,19,34,39,1,defense,ESP,DF,34,1986,14.2,1019,1112,91.6,21101,7915,334,356,93.8,493,514,95.9,174,201,86.6,0,0.4,0.3,-0.4,4,96,2,1,98,passing,ESP,DF,34,1986,14.2,1224,123,536,617,75,18,1222,7,5,71.4,2,28.6,794,4106,2502,21,5,0,4,0,934,2,possession
ESP-La Liga,2020,Eibar,Sergio Álvarez,ESP,"MF,DF",28,1992,27,17,1568,17.4,0,0,0,0,0,0,3,0,0.4,0.4,0.3,0.8,9,49,15,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,standard,ESP,"MF,DF",28,1992,17.4,0,6,2,33.3,0.34,0.11,0.0,0.0,17.5,0,0,0,0.4,0.4,0.07,-0.4,-0.4,shooting,ESP,"MF,DF",28,1992,17.4,3,0,0,38,16,0,9,22,25,0,0,0,103,45,45,50.0,misc,ESP,"MF,DF",28,1992,17.4,42,25,13,26,3,8,22,36.4,14,22,5,17,22,64,24,2,defense,ESP,"MF,DF",28,1992,17.4,531,698,76.1,9925,2527,199,257,77.4,244,288,84.7,72,114,63.2,0,0.3,0.2,-0.3,6,43,2,1,49,passing,ESP,"MF,DF",28,1992,17.4,869,35,187,544,143,19,869,10,8,80.0,2,20.0,392,1754,624,9,11,1,21,12,459,15,possession
ESP-La Liga,2020,Barcelona,Sergiño Dest,USA,"DF,FW",19,2000,30,23,1909,21.2,2,1,3,2,0,0,1,0,1.7,1.7,2.1,3.8,74,76,218,0.09,0.05,0.14,0.09,0.14,0.08,0.1,0.18,0.08,0.18,standard,USA,"DF,FW",19,2000,21.2,2,14,5,35.7,0.66,0.24,0.14,0.4,15.3,0,0,0,1.7,1.7,0.12,0.3,0.3,shooting,USA,"DF,FW",19,2000,21.2,1,0,0,16,11,3,37,10,16,0,0,0,108,7,9,43.8,misc,USA,"DF,FW",19,2000,21.2,31,16,23,6,2,18,32,56.3,14,25,4,21,10,41,24,1,defense,USA,"DF,FW",19,2000,21.2,1142,1294,88.3,13863,3400,780,832,93.8,264,297,88.9,21,40,52.5,1,2.1,2.7,-1.1,23,47,30,4,76,passing,USA,"DF,FW",19,2000,21.2,1501,40,300,553,657,77,1501,60,29,48.3,31,51.7,968,4665,2582,74,38,26,34,26,1081,218,possession
ESP-La Liga,2020,Huesca,Shinji Okazaki,JPN,"FW,MF",34,1986,25,14,1128,12.5,1,1,2,1,0,0,1,0,2.1,2.1,0.2,2.3,8,12,46,0.08,0.08,0.16,0.08,0.16,0.16,0.02,0.18,0.16,0.18,standard,JPN,"FW,MF",34,1986,12.5,1,19,5,26.3,1.52,0.4,0.05,0.2,14.3,0,0,0,2.1,2.1,0.11,-1.1,-1.1,shooting,JPN,"FW,MF",34,1986,12.5,1,0,0,14,14,11,5,4,5,0,0,0,22,29,51,36.3,misc,JPN,"FW,MF",34,1986,12.5,7,5,5,0,2,0,5,0.0,5,5,0,5,4,11,6,0,defense,JPN,"FW,MF",34,1986,12.5,129,174,74.1,1669,314,69,88,78.4,41,49,83.7,4,6,66.7,1,0.2,0.1,0.8,6,8,1,0,12,passing,JPN,"FW,MF",34,1986,12.5,282,6,23,134,125,37,282,10,4,40.0,6,60.0,152,533,169,8,7,3,37,11,208,46,possession
ESP-La Liga,2020,Valladolid,Shon Weissman,ISR,FW,24,1996,32,24,2133,23.7,6,1,7,6,0,0,3,0,5.6,5.6,2.6,8.3,17,22,73,0.25,0.04,0.3,0.25,0.3,0.24,0.11,0.35,0.24,0.35,standard,ISR,FW,24,1996,23.7,6,39,17,43.6,1.65,0.72,0.15,0.35,12.9,0,0,0,5.6,5.6,0.14,0.4,0.4,shooting,ISR,FW,24,1996,23.7,3,0,0,29,16,22,8,8,9,1,0,0,58,25,67,27.2,misc,ISR,FW,24,1996,23.7,12,9,4,5,3,2,23,8.7,21,17,3,14,8,20,7,0,defense,ISR,FW,24,1996,23.7,246,340,72.4,2857,428,164,199,82.4,50,68,73.5,6,7,85.7,1,2.6,1.3,-1.6,19,4,11,0,22,passing,ISR,FW,24,1996,23.7,521,8,44,223,257,74,521,17,8,47.1,9,52.9,224,956,359,17,8,4,49,12,315,73,possession
ESP-La Liga,2020,Betis,Sidnei,BRA,DF,30,1989,11,7,697,7.7,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,4,8,1,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,standard,BRA,DF,30,1989,7.7,0,1,0,0.0,0.13,0.0,0.0,,4.7,0,0,0,0.3,0.3,0.32,-0.3,-0.3,shooting,BRA,DF,30,1989,7.7,1,0,0,7,8,0,1,16,3,0,0,0,40,19,22,46.3,misc,BRA,DF,30,1989,7.7,9,3,6,3,0,4,9,44.4,5,6,4,2,16,25,28,0,defense,BRA,DF,30,1989,7.7,472,522,90.4,8718,2818,169,176,96.0,239,257,93.0,49,67,73.1,0,0.0,0.0,0.0,0,9,1,0,8,passing,BRA,DF,30,1989,7.7,599,54,325,262,13,5,599,2,1,50.0,1,50.0,365,1741,726,4,6,0,5,1,411,1,possession
ESP-La Liga,2020,Getafe,Sofian Chakla,MAR,DF,26,1993,11,9,897,10.0,0,0,0,0,0,0,5,0,0.3,0.3,0.1,0.4,2,20,1,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,standard,MAR,DF,26,1993,10.0,0,3,1,33.3,0.3,0.1,0.0,0.0,10.9,0,0,0,0.3,0.3,0.08,-0.3,-0.3,shooting,MAR,DF,26,1993,10.0,5,0,0,13,15,0,1,14,8,0,3,1,54,31,14,68.9,misc,MAR,DF,26,1993,10.0,12,8,10,1,1,5,7,71.4,2,3,2,1,14,26,48,1,defense,MAR,DF,26,1993,10.0,147,248,59.3,2639,1057,59,88,67.0,72,95,75.8,13,57,22.8,0,0.1,0.2,-0.1,1,13,0,0,20,passing,MAR,DF,26,1993,10.0,342,48,192,143,10,5,342,0,0,,0,,102,518,256,2,2,0,4,1,88,1,possession
ESP-La Liga,2020,Villarreal,Sofian Chakla,MAR,DF,26,1993,1,0,13,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.39,0.39,0.39,standard,MAR,DF,26,1993,0.1,0,1,0,0.0,6.92,0.0,0.0,,13.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,shooting,MAR,DF,26,1993,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,100.0,misc,MAR,DF,26,1993,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,MAR,DF,26,1993,0.1,4,9,44.4,102,47,1,2,50.0,2,4,50.0,1,3,33.3,0,0.0,0.0,0.0,0,1,0,0,0,passing,MAR,DF,26,1993,0.1,10,1,6,3,1,1,10,0,0,,0,,2,3,0,0,0,0,0,0,5,0,possession
ESP-La Liga,2020,Levante,Son,ESP,"DF,MF",26,1994,28,10,1106,12.3,0,0,0,0,0,0,3,0,0.6,0.6,1.2,1.8,23,62,104,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.15,0.05,0.15,standard,ESP,"DF,MF",26,1994,12.3,0,8,5,62.5,0.65,0.41,0.0,0.0,17.7,0,0,0,0.6,0.6,0.08,-0.6,-0.6,shooting,ESP,"DF,MF",26,1994,12.3,3,0,0,14,13,0,54,12,10,0,0,0,64,9,10,47.4,misc,ESP,"DF,MF",26,1994,12.3,18,10,11,6,1,9,19,47.4,10,11,2,9,12,30,20,0,defense,ESP,"DF,MF",26,1994,12.3,480,641,74.9,8206,2893,250,295,84.7,173,211,82.0,47,91,51.6,0,1.2,1.8,-1.2,18,38,26,14,62,passing,ESP,"DF,MF",26,1994,12.3,761,40,169,323,274,26,761,18,12,66.7,6,33.3,374,1773,904,23,20,3,17,9,426,104,possession
ESP-La Liga,2020,Atlético Madrid,Stefan Savić,MNE,DF,29,1991,33,33,2953,32.8,1,0,1,1,0,0,14,0,0.8,0.8,0.1,0.9,30,103,2,0.03,0.0,0.03,0.03,0.03,0.03,0.0,0.03,0.03,0.03,standard,MNE,DF,29,1991,32.8,1,7,2,28.6,0.21,0.06,0.14,0.5,5.7,0,0,0,0.8,0.8,0.12,0.2,0.2,shooting,MNE,DF,29,1991,32.8,14,0,0,28,16,3,3,42,25,0,1,0,156,89,45,66.4,misc,MNE,DF,29,1991,32.8,40,25,32,7,1,21,34,61.8,13,33,19,14,42,82,110,0,defense,MNE,DF,29,1991,32.8,1487,1752,84.9,27597,8583,573,631,90.8,724,795,91.1,155,256,60.5,0,0.1,0.4,-0.1,2,100,5,1,103,passing,MNE,DF,29,1991,32.8,2015,201,844,1121,61,14,2015,6,6,100.0,0,0.0,1205,5834,3943,30,16,0,6,4,1327,2,possession
ESP-La Liga,2020,Alavés,Stephane Keller,CMR,DF,18,2001,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,CMR,DF,18,2001,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,CMR,DF,18,2001,0.2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0.0,misc,CMR,DF,18,2001,0.2,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,defense,CMR,DF,18,2001,0.2,11,13,84.6,215,70,4,5,80.0,6,6,100.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,1,passing,CMR,DF,18,2001,0.2,15,0,7,7,1,0,15,1,0,0.0,1,100.0,11,48,21,0,0,0,0,0,9,0,possession
